年,週,就診類別,年齡別,縣市,類流感健保就診人次,健保就診總人次,縣市別代碼
2019,01,門診,19~24,花蓮縣,16,2157,10015
2019,01,門診,19~24,澎湖縣,3,837,10016
2019,01,門診,19~24,基隆市,57,2291,10017
2019,01,門診,19~24,新竹市,69,4065,10018
2019,01,門診,19~24,嘉義市,50,3419,10020
2019,01,門診,19~24,台北市,410,22849,63000
2019,01,門診,19~24,高雄市,341,24601,64000
2019,01,門診,19~24,新北市,618,30424,65000
2019,01,門診,19~24,台中市,685,28932,66000
2019,01,門診,19~24,台南市,203,15213,67000
2019,01,門診,19~24,桃園市,286,14145,68000
2019,01,門診,25~64,連江縣,18,564,09007
2019,01,門診,25~64,金門縣,17,6729,09020
2019,01,門診,25~64,宜蘭縣,646,34193,10002
2019,01,門診,25~64,新竹縣,475,35521,10004
2019,01,門診,25~64,苗栗縣,346,38110,10005
2019,01,門診,25~64,彰化縣,1782,113888,10007
2019,01,門診,25~64,南投縣,432,44642,10008
2019,01,門診,25~64,雲林縣,558,60191,10009
2019,01,門診,25~64,嘉義縣,371,28688,10010
2019,01,門診,25~64,屏東縣,1129,72105,10013
2019,01,門診,25~64,台東縣,72,15341,10014
2019,01,門診,25~64,花蓮縣,344,28195,10015
2019,01,門診,25~64,澎湖縣,35,12016,10016
2019,01,門診,25~64,基隆市,419,29448,10017
2019,01,門診,25~64,新竹市,757,52072,10018
2019,01,門診,25~64,嘉義市,457,42466,10020
2019,01,門診,25~64,台北市,3604,284054,63000
2019,01,門診,25~64,高雄市,2663,287759,64000
2019,01,門診,25~64,新北市,5402,367600,65000
2019,01,門診,25~64,台中市,4962,292102,66000
2019,01,門診,25~64,台南市,2166,176543,67000
2019,01,門診,25~64,桃園市,2292,169942,68000
2019,01,門診,3~6,連江縣,3,48,09007
2019,01,門診,3~6,金門縣,13,837,09020
2019,01,門診,3~6,宜蘭縣,150,3924,10002
2019,01,門診,3~6,新竹縣,176,5916,10004
2019,01,門診,3~6,苗栗縣,212,5524,10005
2019,01,門診,3~6,彰化縣,635,15035,10007
2019,01,門診,3~6,南投縣,116,5883,10008
2019,01,門診,3~6,雲林縣,200,7590,10009
2019,01,門診,3~6,嘉義縣,45,2773,10010
2019,01,門診,3~6,屏東縣,426,8243,10013
2019,01,門診,3~6,台東縣,95,1496,10014
2019,01,門診,3~6,花蓮縣,113,2776,10015
2019,01,門診,3~6,澎湖縣,14,891,10016
2019,01,門診,3~6,基隆市,93,2922,10017
2019,01,門診,3~6,新竹市,289,7593,10018
2019,01,門診,3~6,嘉義市,77,4215,10020
2019,01,門診,3~6,台北市,772,22119,63000
2019,01,門診,3~6,高雄市,1175,29920,64000
2019,01,門診,3~6,新北市,1486,46089,65000
2019,01,門診,3~6,台中市,2167,38003,66000
2019,01,門診,3~6,台南市,594,20521,67000
2019,01,門診,3~6,桃園市,1068,23950,68000
2019,01,門診,65+,連江縣,2,220,09007
2019,01,門診,65+,金門縣,14,3486,09020
2019,01,門診,65+,宜蘭縣,360,23528,10002
2019,01,門診,65+,新竹縣,99,14209,10004
2019,01,門診,65+,苗栗縣,225,24182,10005
2019,01,門診,65+,彰化縣,621,62924,10007
2019,01,門診,65+,南投縣,276,29076,10008
2019,01,門診,65+,雲林縣,308,38985,10009
2019,01,門診,65+,嘉義縣,242,21967,10010
2019,01,門診,65+,屏東縣,532,49255,10013
2019,01,門診,65+,台東縣,38,10837,10014
2019,01,門診,65+,花蓮縣,228,17670,10015
2019,01,門診,65+,澎湖縣,38,7998,10016
2019,01,門診,65+,基隆市,112,15017,10017
2019,01,門診,65+,新竹市,250,19968,10018
2019,01,門診,65+,嘉義市,221,21658,10020
2019,01,門診,65+,台北市,1572,159694,63000
2019,01,門診,65+,高雄市,1081,147790,64000
2019,01,門診,65+,新北市,1283,145789,65000
2019,01,門診,65+,台中市,1373,126248,66000
2019,01,門診,65+,台南市,916,87130,67000
2019,01,門診,65+,桃園市,521,61984,68000
2019,01,門診,7~12,連江縣,0,34,09007
2019,01,門診,7~12,金門縣,10,692,09020
2019,01,門診,7~12,宜蘭縣,149,2993,10002
2019,01,門診,7~12,新竹縣,171,4769,10004
2019,01,門診,7~12,苗栗縣,104,3801,10005
2019,01,門診,7~12,彰化縣,490,12625,10007
2019,01,門診,7~12,南投縣,88,4654,10008
2019,01,門診,7~12,雲林縣,105,6294,10009
2019,01,門診,7~12,嘉義縣,45,2564,10010
2019,01,門診,7~12,屏東縣,269,6810,10013
2019,01,門診,7~12,台東縣,40,1158,10014
2019,01,門診,7~12,花蓮縣,49,2157,10015
2019,01,門診,7~12,澎湖縣,6,866,10016
2019,01,門診,7~12,基隆市,61,2480,10017
2019,01,門診,7~12,新竹市,269,5932,10018
2019,01,門診,7~12,嘉義市,61,3703,10020
2019,01,門診,7~12,台北市,579,19682,63000
2019,01,門診,7~12,高雄市,643,25467,64000
2019,01,門診,7~12,新北市,1065,36356,65000
2019,01,門診,7~12,台中市,1382,29701,66000
2019,01,門診,7~12,台南市,394,16570,67000
2019,01,門診,7~12,桃園市,612,18369,68000
2019,02,住院,0~2,金門縣,1,2,09020
2019,02,住院,0~2,宜蘭縣,5,43,10002
2019,02,住院,0~2,新竹縣,1,3,10004
2019,02,住院,0~2,苗栗縣,0,1,10005
2019,02,住院,0~2,彰化縣,11,83,10007
2019,02,住院,0~2,南投縣,7,16,10008
2019,02,住院,0~2,雲林縣,1,11,10009
2019,02,住院,0~2,嘉義縣,2,22,10010
2019,02,住院,0~2,屏東縣,21,36,10013
2019,02,住院,0~2,台東縣,0,1,10014
2019,02,住院,0~2,花蓮縣,0,14,10015
2019,02,住院,0~2,澎湖縣,0,1,10016
2019,02,住院,0~2,基隆市,4,19,10017
2019,02,住院,0~2,新竹市,0,9,10018
2019,02,住院,0~2,嘉義市,1,10,10020
2019,02,住院,0~2,台北市,13,124,63000
2019,02,住院,0~2,高雄市,10,107,64000
2019,02,住院,0~2,新北市,10,42,65000
2019,02,住院,0~2,台中市,16,101,66000
2019,02,住院,0~2,台南市,1,12,67000
2019,02,住院,0~2,桃園市,10,131,68000
2019,02,住院,13~15,宜蘭縣,1,4,10002
2019,02,住院,13~15,新竹縣,0,1,10004
2019,02,住院,13~15,苗栗縣,0,7,10005
2019,02,住院,13~15,彰化縣,7,19,10007
2019,02,住院,13~15,南投縣,2,3,10008
2019,02,住院,13~15,雲林縣,0,3,10009
2019,02,住院,13~15,嘉義縣,1,8,10010
2019,02,住院,13~15,屏東縣,2,6,10013
2019,02,住院,13~15,台東縣,0,0,10014
2019,02,住院,13~15,花蓮縣,0,4,10015
2019,02,住院,13~15,基隆市,1,4,10017
2019,02,住院,13~15,嘉義市,0,2,10020
2019,02,住院,13~15,台北市,3,39,63000
2019,02,住院,13~15,高雄市,5,26,64000
2019,02,住院,13~15,新北市,1,6,65000
2019,02,住院,13~15,台中市,4,21,66000
2019,02,住院,13~15,台南市,0,6,67000
2019,02,住院,13~15,桃園市,1,27,68000
2019,02,住院,16~18,宜蘭縣,7,23,10002
2019,02,住院,16~18,新竹縣,0,1,10004
2019,02,住院,16~18,苗栗縣,0,7,10005
2019,02,住院,16~18,彰化縣,1,15,10007
2019,02,住院,16~18,南投縣,1,6,10008
2019,02,住院,16~18,雲林縣,0,1,10009
2019,02,住院,16~18,嘉義縣,0,11,10010
2019,02,住院,16~18,屏東縣,0,8,10013
2019,02,住院,16~18,台東縣,0,1,10014
2019,02,住院,16~18,花蓮縣,2,11,10015
2019,02,住院,16~18,基隆市,2,7,10017
2019,02,住院,16~18,新竹市,0,4,10018
2019,02,住院,16~18,嘉義市,0,5,10020
2019,02,住院,16~18,台北市,3,49,63000
2019,02,住院,16~18,高雄市,0,37,64000
2019,02,住院,16~18,新北市,0,17,65000
2019,02,住院,16~18,台中市,0,48,66000
2019,02,住院,16~18,台南市,0,5,67000
2019,02,住院,16~18,桃園市,1,33,68000
2019,02,住院,19~24,金門縣,0,5,09020
2019,02,住院,19~24,宜蘭縣,0,17,10002
2019,02,住院,19~24,新竹縣,0,7,10004
2019,02,住院,19~24,苗栗縣,0,21,10005
2019,02,住院,19~24,彰化縣,5,75,10007
2019,02,住院,19~24,南投縣,1,13,10008
2019,02,住院,19~24,雲林縣,1,25,10009
2019,02,住院,19~24,嘉義縣,0,33,10010
2019,02,住院,19~24,屏東縣,1,31,10013
2019,02,住院,19~24,台東縣,0,10,10014
2019,02,住院,19~24,花蓮縣,1,22,10015
2019,02,住院,19~24,澎湖縣,0,1,10016
2019,02,住院,19~24,基隆市,0,14,10017
2019,02,住院,19~24,新竹市,0,26,10018
2019,02,住院,19~24,嘉義市,0,15,10020
2019,02,住院,19~24,台北市,4,154,63000
2019,02,住院,19~24,高雄市,5,139,64000
2019,02,住院,19~24,新北市,3,66,65000
2019,02,住院,19~24,台中市,5,156,66000
2019,02,住院,19~24,台南市,0,28,67000
2019,02,住院,19~24,桃園市,2,121,68000
2019,02,住院,25~64,連江縣,1,1,09007
2019,02,住院,25~64,金門縣,2,40,09020
2019,02,住院,25~64,宜蘭縣,9,481,10002
2019,02,住院,25~64,新竹縣,4,128,10004
2019,02,住院,25~64,苗栗縣,17,215,10005
2019,02,住院,25~64,彰化縣,74,1348,10007
2019,02,住院,25~64,南投縣,6,208,10008
2019,02,住院,25~64,雲林縣,18,390,10009
2019,02,住院,25~64,嘉義縣,10,603,10010
2019,02,住院,25~64,屏東縣,17,481,10013
2019,02,住院,25~64,台東縣,1,75,10014
2019,02,住院,25~64,花蓮縣,13,390,10015
2019,02,住院,25~64,澎湖縣,0,19,10016
2019,02,住院,25~64,基隆市,14,375,10017
2019,02,住院,25~64,新竹市,9,318,10018
2019,02,住院,25~64,嘉義市,0,338,10020
2019,02,住院,25~64,台北市,111,4198,63000
2019,02,住院,25~64,高雄市,44,2399,64000
2019,02,住院,25~64,新北市,54,1339,65000
2019,02,住院,25~64,台中市,90,2319,66000
2019,02,住院,25~64,台南市,27,1272,67000
2019,02,住院,25~64,桃園市,55,2317,68000
2019,02,住院,3~6,金門縣,0,1,09020
2019,02,住院,3~6,宜蘭縣,13,55,10002
2019,02,住院,3~6,新竹縣,0,1,10004
2019,02,住院,3~6,苗栗縣,3,10,10005
2019,02,住院,3~6,彰化縣,42,96,10007
2019,02,住院,3~6,南投縣,7,29,10008
2019,02,住院,3~6,雲林縣,3,13,10009
2019,02,住院,3~6,嘉義縣,5,24,10010
2019,02,住院,3~6,屏東縣,27,37,10013
2019,02,住院,3~6,台東縣,2,2,10014
2019,02,住院,3~6,花蓮縣,4,11,10015
2019,02,住院,3~6,基隆市,6,23,10017
2019,02,住院,3~6,新竹市,8,20,10018
2019,02,住院,3~6,嘉義市,4,6,10020
2019,02,住院,3~6,台北市,37,161,63000
2019,02,住院,3~6,高雄市,14,84,64000
2019,02,住院,3~6,新北市,22,55,65000
2019,02,住院,3~6,台中市,27,112,66000
2019,02,住院,3~6,台南市,5,16,67000
2019,02,住院,3~6,桃園市,29,136,68000
2019,02,住院,65+,連江縣,0,2,09007
2019,02,住院,65+,金門縣,1,30,09020
2019,02,住院,65+,宜蘭縣,26,396,10002
2019,02,住院,65+,新竹縣,15,110,10004
2019,02,住院,65+,苗栗縣,20,235,10005
2019,02,住院,65+,彰化縣,173,1229,10007
2019,02,住院,65+,南投縣,41,189,10008
2019,02,住院,65+,雲林縣,64,403,10009
2019,02,住院,65+,嘉義縣,31,635,10010
2019,02,住院,65+,屏東縣,33,384,10013
2019,02,住院,65+,台東縣,9,41,10014
2019,02,住院,65+,花蓮縣,28,314,10015
2019,02,住院,65+,澎湖縣,0,10,10016
2019,02,住院,65+,基隆市,40,370,10017
2019,02,住院,65+,新竹市,30,279,10018
2019,02,住院,65+,嘉義市,2,176,10020
2019,02,住院,65+,台北市,230,3183,63000
2019,02,住院,65+,高雄市,79,1539,64000
2019,02,住院,65+,新北市,173,1086,65000
2019,02,住院,65+,台中市,122,1484,66000
2019,02,住院,65+,台南市,46,791,67000
2019,02,住院,65+,桃園市,144,1596,68000
2019,02,住院,7~12,金門縣,0,1,09020
2019,02,住院,7~12,宜蘭縣,3,20,10002
2019,02,住院,7~12,新竹縣,1,3,10004
2019,02,住院,7~12,苗栗縣,0,6,10005
2019,02,住院,7~12,彰化縣,15,50,10007
2019,02,住院,7~12,南投縣,2,6,10008
2019,02,住院,7~12,雲林縣,2,7,10009
2019,02,住院,7~12,嘉義縣,6,18,10010
2019,02,住院,7~12,屏東縣,13,26,10013
2019,02,住院,7~12,台東縣,0,0,10014
2019,02,住院,7~12,花蓮縣,0,3,10015
2019,02,住院,7~12,基隆市,8,11,10017
2019,02,住院,7~12,新竹市,4,8,10018
2019,02,住院,7~12,嘉義市,1,6,10020
2019,02,住院,7~12,台北市,24,104,63000
2019,02,住院,7~12,高雄市,8,52,64000
2019,02,住院,7~12,新北市,14,27,65000
2019,02,住院,7~12,台中市,13,68,66000
2019,02,住院,7~12,台南市,1,8,67000
2019,02,住院,7~12,桃園市,18,71,68000
2019,02,門診,0~2,連江縣,0,5,09007
2019,02,門診,0~2,金門縣,7,428,09020
2019,02,門診,0~2,宜蘭縣,46,1805,10002
2019,02,門診,0~2,新竹縣,79,2397,10004
2019,02,門診,0~2,苗栗縣,72,2101,10005
2019,02,門診,0~2,彰化縣,183,6324,10007
2019,02,門診,0~2,南投縣,41,2402,10008
2019,02,門診,0~2,雲林縣,94,2917,10009
2019,02,門診,0~2,嘉義縣,8,936,10010
2019,02,門診,0~2,屏東縣,174,3753,10013
2019,02,門診,0~2,台東縣,48,788,10014
2019,02,門診,0~2,花蓮縣,55,1361,10015
2019,02,門診,0~2,澎湖縣,1,367,10016
2019,02,門診,0~2,基隆市,25,1248,10017
2019,02,門診,0~2,新竹市,119,3271,10018
2019,02,門診,0~2,嘉義市,29,1633,10020
2019,02,門診,0~2,台北市,258,10560,63000
2019,02,門診,0~2,高雄市,403,13107,64000
2019,02,門診,0~2,新北市,520,19851,65000
2019,02,門診,0~2,台中市,636,15881,66000
2019,02,門診,0~2,台南市,190,8908,67000
2019,02,門診,0~2,桃園市,359,10348,68000
2019,02,門診,13~15,連江縣,4,25,09007
2019,02,門診,13~15,金門縣,13,564,09020
2019,02,門診,13~15,宜蘭縣,88,1670,10002
2019,02,門診,13~15,新竹縣,94,1809,10004
2019,02,門診,13~15,苗栗縣,105,1491,10005
2019,02,門診,13~15,彰化縣,194,4969,10007
2019,02,門診,13~15,南投縣,60,1838,10008
2019,02,門診,13~15,雲林縣,30,2363,10009
2019,02,門診,13~15,嘉義縣,15,1150,10010
2019,02,門診,13~15,屏東縣,96,2945,10013
2019,02,門診,13~15,台東縣,8,585,10014
2019,02,門診,13~15,花蓮縣,25,1032,10015
2019,02,門診,13~15,澎湖縣,3,445,10016
2019,02,門診,13~15,基隆市,33,1096,10017
2019,02,門診,13~15,新竹市,163,2278,10018
2019,02,門診,13~15,嘉義市,26,1518,10020
2019,02,門診,13~15,台北市,338,8202,63000
2019,02,門診,13~15,高雄市,284,10516,64000
2019,02,門診,13~15,新北市,545,13413,65000
2019,02,門診,13~15,台中市,520,10821,66000
2019,02,門診,13~15,台南市,180,6257,67000
2019,02,門診,13~15,桃園市,264,6787,68000
2019,02,門診,16~18,連江縣,0,19,09007
2019,02,門診,16~18,金門縣,13,445,09020
2019,02,門診,16~18,宜蘭縣,123,1722,10002
2019,02,門診,16~18,新竹縣,68,1738,10004
2019,02,門診,16~18,苗栗縣,45,1637,10005
2019,02,門診,16~18,彰化縣,161,5120,10007
2019,02,門診,16~18,南投縣,42,1789,10008
2019,02,門診,16~18,雲林縣,55,2602,10009
2019,02,門診,16~18,嘉義縣,24,1365,10010
2019,02,門診,16~18,屏東縣,86,3004,10013
2019,02,門診,16~18,台東縣,6,587,10014
2019,02,門診,16~18,花蓮縣,25,1206,10015
2019,02,門診,16~18,澎湖縣,1,467,10016
2019,02,門診,16~18,基隆市,36,1277,10017
2019,02,門診,16~18,新竹市,104,2126,10018
2019,02,門診,16~18,嘉義市,31,1859,10020
2019,02,門診,16~18,台北市,303,9221,63000
2019,02,門診,16~18,高雄市,237,10971,64000
2019,02,門診,16~18,新北市,461,14786,65000
2019,02,門診,16~18,台中市,479,11716,66000
2019,02,門診,16~18,台南市,113,6619,67000
2019,02,門診,16~18,桃園市,229,7630,68000
2019,02,門診,19~24,連江縣,3,68,09007
2019,02,門診,19~24,金門縣,7,863,09020
2019,02,門診,19~24,宜蘭縣,118,2855,10002
2019,02,門診,19~24,新竹縣,59,2932,10004
2019,02,門診,19~24,苗栗縣,41,2993,10005
2019,02,門診,19~24,彰化縣,167,8983,10007
2019,02,門診,19~24,南投縣,59,3195,10008
2019,02,門診,19~24,雲林縣,51,4960,10009
2019,02,門診,19~24,嘉義縣,52,2650,10010
2019,02,門診,19~24,屏東縣,145,6120,10013
2019,02,門診,19~24,台東縣,9,1116,10014
2019,02,門診,19~24,花蓮縣,30,2417,10015
2019,02,門診,19~24,澎湖縣,1,869,10016
2019,02,門診,19~24,基隆市,50,2590,10017
2019,02,門診,19~24,新竹市,96,4617,10018
2019,02,門診,19~24,嘉義市,45,3498,10020
2019,02,門診,19~24,台北市,485,26112,63000
2019,02,門診,19~24,高雄市,332,26495,64000
2019,02,門診,19~24,新北市,701,34182,65000
2019,02,門診,19~24,台中市,721,31211,66000
2019,02,門診,19~24,台南市,233,16813,67000
2019,02,門診,19~24,桃園市,316,15855,68000
2019,02,門診,25~64,連江縣,14,665,09007
2019,02,門診,25~64,金門縣,45,9191,09020
2019,02,門診,25~64,宜蘭縣,850,43693,10002
2019,02,門診,25~64,新竹縣,577,40851,10004
2019,02,門診,25~64,苗栗縣,380,43705,10005
2019,02,門診,25~64,彰化縣,1668,130094,10007
2019,02,門診,25~64,南投縣,450,49570,10008
2019,02,門診,25~64,雲林縣,610,65778,10009
2019,02,門診,25~64,嘉義縣,451,32580,10010
2019,02,門診,25~64,屏東縣,1280,82343,10013
2019,02,門診,25~64,台東縣,117,19879,10014
2019,02,門診,25~64,花蓮縣,375,34350,10015
2019,02,門診,25~64,澎湖縣,35,13785,10016
2019,02,門診,25~64,基隆市,514,35607,10017
2019,02,門診,25~64,新竹市,1257,64929,10018
2019,02,門診,25~64,嘉義市,500,47882,10020
2019,02,門診,25~64,台北市,4679,367428,63000
2019,02,門診,25~64,高雄市,3317,340163,64000
2019,02,門診,25~64,新北市,6815,436346,65000
2019,02,門診,25~64,台中市,5946,336248,66000
2019,02,門診,25~64,台南市,2517,209274,67000
2019,02,門診,25~64,桃園市,3020,206298,68000
2019,02,門診,3~6,連江縣,1,16,09007
2019,02,門診,3~6,金門縣,49,962,09020
2019,02,門診,3~6,宜蘭縣,197,4023,10002
2019,02,門診,3~6,新竹縣,262,5628,10004
2019,02,門診,3~6,苗栗縣,222,5191,10005
2019,02,門診,3~6,彰化縣,637,14180,10007
2019,02,門診,3~6,南投縣,116,5272,10008
2019,02,門診,3~6,雲林縣,255,6897,10009
2019,02,門診,3~6,嘉義縣,31,2359,10010
2019,02,門診,3~6,屏東縣,442,7797,10013
2019,02,門診,3~6,台東縣,116,1631,10014
2019,02,門診,3~6,花蓮縣,105,2768,10015
2019,02,門診,3~6,澎湖縣,14,989,10016
2019,02,門診,3~6,基隆市,103,2995,10017
2019,02,門診,3~6,新竹市,409,7571,10018
2019,02,門診,3~6,嘉義市,85,3896,10020
2019,02,門診,3~6,台北市,889,23848,63000
2019,02,門診,3~6,高雄市,1207,28993,64000
2019,02,門診,3~6,新北市,1810,45762,65000
2019,02,門診,3~6,台中市,2045,36217,66000
2019,02,門診,3~6,台南市,608,19937,67000
2019,02,門診,3~6,桃園市,1163,23840,68000
2019,02,門診,65+,連江縣,4,229,09007
2019,02,門診,65+,金門縣,11,4851,09020
2019,02,門診,65+,宜蘭縣,503,31955,10002
2019,02,門診,65+,新竹縣,128,16578,10004
2019,02,門診,65+,苗栗縣,256,28018,10005
2019,02,門診,65+,彰化縣,736,75285,10007
2019,02,門診,65+,南投縣,316,33784,10008
2019,02,門診,65+,雲林縣,377,45404,10009
2019,02,門診,65+,嘉義縣,302,26547,10010
2019,02,門診,65+,屏東縣,647,59147,10013
2019,02,門診,65+,台東縣,59,13890,10014
2019,02,門診,65+,花蓮縣,225,22701,10015
2019,02,門診,65+,澎湖縣,39,9589,10016
2019,02,門診,65+,基隆市,135,19758,10017
2019,02,門診,65+,新竹市,320,25306,10018
2019,02,門診,65+,嘉義市,247,26374,10020
2019,02,門診,65+,台北市,2133,220089,63000
2019,02,門診,65+,高雄市,1272,181549,64000
2019,02,門診,65+,新北市,1691,181283,65000
2019,02,門診,65+,台中市,1677,146373,66000
2019,02,門診,65+,台南市,1119,107681,67000
2019,02,門診,65+,桃園市,634,76243,68000
2019,02,門診,7~12,連江縣,0,15,09007
2019,02,門診,7~12,金門縣,29,915,09020
2019,02,門診,7~12,宜蘭縣,188,3201,10002
2019,02,門診,7~12,新竹縣,261,4896,10004
2019,02,門診,7~12,苗栗縣,141,3625,10005
2019,02,門診,7~12,彰化縣,503,12070,10007
2019,02,門診,7~12,南投縣,102,4618,10008
2019,02,門診,7~12,雲林縣,129,6043,10009
2019,02,門診,7~12,嘉義縣,42,2356,10010
2019,02,門診,7~12,屏東縣,286,6824,10013
2019,02,門診,7~12,台東縣,46,1359,10014
2019,02,門診,7~12,花蓮縣,40,2159,10015
2019,02,門診,7~12,澎湖縣,9,912,10016
2019,02,門診,7~12,基隆市,80,2509,10017
2019,02,門診,7~12,新竹市,478,6538,10018
2019,02,門診,7~12,嘉義市,65,3564,10020
2019,02,門診,7~12,台北市,770,21389,63000
2019,02,門診,7~12,高雄市,750,25707,64000
2019,02,門診,7~12,新北市,1462,37186,65000
2019,02,門診,7~12,台中市,1491,28857,66000
2019,02,門診,7~12,台南市,419,16755,67000
2019,02,門診,7~12,桃園市,826,19197,68000
2019,03,住院,0~2,金門縣,0,1,09020
2019,03,住院,0~2,宜蘭縣,4,36,10002
2019,03,住院,0~2,新竹縣,1,2,10004
2019,03,住院,0~2,苗栗縣,2,5,10005
2019,03,住院,0~2,彰化縣,19,85,10007
2019,03,住院,0~2,南投縣,6,19,10008
2019,03,住院,0~2,雲林縣,1,7,10009
2019,03,住院,0~2,嘉義縣,0,19,10010
2019,03,住院,0~2,屏東縣,20,37,10013
2019,03,住院,0~2,台東縣,1,2,10014
2019,03,住院,0~2,花蓮縣,4,11,10015
2019,03,住院,0~2,基隆市,3,10,10017
2019,03,住院,0~2,新竹市,5,19,10018
2019,03,住院,0~2,嘉義市,0,1,10020
2019,03,住院,0~2,台北市,15,120,63000
2019,03,住院,0~2,高雄市,5,81,64000
2019,03,住院,0~2,新北市,19,55,65000
2019,03,住院,0~2,台中市,29,114,66000
2019,03,住院,0~2,台南市,1,30,67000
2019,03,住院,0~2,桃園市,19,124,68000
2019,03,住院,13~15,宜蘭縣,5,8,10002
2019,03,住院,13~15,新竹縣,1,4,10004
2019,03,住院,13~15,苗栗縣,1,5,10005
2019,03,住院,13~15,彰化縣,2,20,10007
2019,03,住院,13~15,嘉義縣,1,3,10010
2019,03,住院,13~15,屏東縣,6,11,10013
2019,03,住院,13~15,花蓮縣,1,3,10015
2019,03,住院,13~15,基隆市,2,3,10017
2019,03,住院,13~15,新竹市,0,4,10018
2019,03,住院,13~15,嘉義市,1,6,10020
2019,03,住院,13~15,台北市,4,34,63000
2019,03,住院,13~15,高雄市,4,16,64000
2019,03,住院,13~15,新北市,2,12,65000
2019,03,住院,13~15,台中市,3,26,66000
2019,03,住院,13~15,台南市,0,7,67000
2019,03,住院,13~15,桃園市,6,21,68000
2019,03,住院,16~18,金門縣,0,1,09020
2019,03,住院,16~18,宜蘭縣,3,8,10002
2019,03,住院,16~18,新竹縣,1,2,10004
2019,03,住院,16~18,苗栗縣,0,5,10005
2019,03,住院,16~18,彰化縣,3,19,10007
2019,03,住院,16~18,南投縣,0,5,10008
2019,03,住院,16~18,雲林縣,0,3,10009
2019,03,住院,16~18,嘉義縣,0,4,10010
2019,03,住院,16~18,屏東縣,0,9,10013
2019,03,住院,16~18,花蓮縣,0,4,10015
2019,03,住院,16~18,澎湖縣,0,1,10016
2019,03,住院,16~18,基隆市,0,7,10017
2019,03,住院,16~18,新竹市,1,3,10018
2019,03,住院,16~18,嘉義市,0,2,10020
2019,03,住院,16~18,台北市,1,52,63000
2019,03,住院,16~18,高雄市,3,28,64000
2019,03,住院,16~18,新北市,2,18,65000
2019,03,住院,16~18,台中市,4,28,66000
2019,03,住院,16~18,台南市,0,4,67000
2019,03,住院,16~18,桃園市,3,32,68000
2019,03,住院,19~24,連江縣,0,1,09007
2019,03,住院,19~24,金門縣,0,6,09020
2019,03,住院,19~24,宜蘭縣,1,29,10002
2019,03,住院,19~24,新竹縣,0,7,10004
2019,03,住院,19~24,苗栗縣,0,15,10005
2019,03,住院,19~24,彰化縣,3,93,10007
2019,03,住院,19~24,南投縣,1,8,10008
2019,03,住院,19~24,雲林縣,1,21,10009
2019,03,住院,19~24,嘉義縣,0,32,10010
2019,03,住院,19~24,屏東縣,0,40,10013
2019,03,住院,19~24,台東縣,0,4,10014
2019,03,住院,19~24,花蓮縣,0,32,10015
2019,03,住院,19~24,澎湖縣,0,1,10016
2019,03,住院,19~24,基隆市,1,13,10017
2019,03,住院,19~24,新竹市,2,19,10018
2019,03,住院,19~24,嘉義市,0,24,10020
2019,03,住院,19~24,台北市,5,258,63000
2019,03,住院,19~24,高雄市,7,174,64000
2019,03,住院,19~24,新北市,5,78,65000
2019,03,住院,19~24,台中市,7,190,66000
2019,03,住院,19~24,台南市,1,63,67000
2019,03,住院,19~24,桃園市,2,173,68000
2019,03,住院,25~64,連江縣,1,3,09007
2019,03,住院,25~64,金門縣,0,29,09020
2019,03,住院,25~64,宜蘭縣,15,483,10002
2019,03,住院,25~64,新竹縣,3,122,10004
2019,03,住院,25~64,苗栗縣,15,216,10005
2019,03,住院,25~64,彰化縣,73,1301,10007
2019,03,住院,25~64,南投縣,6,157,10008
2019,03,住院,25~64,雲林縣,27,396,10009
2019,03,住院,25~64,嘉義縣,14,557,10010
2019,03,住院,25~64,屏東縣,24,438,10013
2019,03,住院,25~64,台東縣,2,70,10014
2019,03,住院,25~64,花蓮縣,9,377,10015
2019,03,住院,25~64,澎湖縣,0,12,10016
2019,03,住院,25~64,基隆市,15,330,10017
2019,03,住院,25~64,新竹市,11,349,10018
2019,03,住院,25~64,嘉義市,2,341,10020
2019,03,住院,25~64,台北市,85,3940,63000
2019,03,住院,25~64,高雄市,51,2339,64000
2019,03,住院,25~64,新北市,57,1348,65000
2019,03,住院,25~64,台中市,84,2226,66000
2019,03,住院,25~64,台南市,9,1245,67000
2019,03,住院,25~64,桃園市,72,2281,68000
2019,03,住院,3~6,金門縣,0,2,09020
2019,03,住院,3~6,宜蘭縣,13,48,10002
2019,03,住院,3~6,新竹縣,0,4,10004
2019,03,住院,3~6,苗栗縣,1,9,10005
2019,03,住院,3~6,彰化縣,41,115,10007
2019,03,住院,3~6,南投縣,6,13,10008
2019,03,住院,3~6,雲林縣,3,12,10009
2019,03,住院,3~6,嘉義縣,7,26,10010
2019,03,住院,3~6,屏東縣,28,41,10013
2019,03,住院,3~6,台東縣,0,0,10014
2019,03,住院,3~6,花蓮縣,4,18,10015
2019,03,住院,3~6,澎湖縣,0,1,10016
2019,03,住院,3~6,基隆市,12,20,10017
2019,03,住院,3~6,新竹市,7,21,10018
2019,03,住院,3~6,嘉義市,1,4,10020
2019,03,住院,3~6,台北市,34,135,63000
2019,03,住院,3~6,高雄市,21,97,64000
2019,03,住院,3~6,新北市,21,43,65000
2019,03,住院,3~6,台中市,43,122,66000
2019,03,住院,3~6,台南市,1,9,67000
2019,03,住院,3~6,桃園市,37,115,68000
