年,週,就診類別,年齡別,縣市,水痘健保就診人次,健保就診總人次,縣市別代碼
2016,06,門診,7~12,彰化縣,7,10033,10007
2016,06,門診,7~12,南投縣,0,3486,10008
2016,06,門診,7~12,雲林縣,1,5223,10009
2016,06,門診,7~12,嘉義縣,0,2231,10010
2016,06,門診,7~12,屏東縣,0,4070,10013
2016,06,門診,7~12,台東縣,0,726,10014
2016,06,門診,7~12,花蓮縣,2,1257,10015
2016,06,門診,7~12,澎湖縣,0,523,10016
2016,06,門診,7~12,基隆市,0,1210,10017
2016,06,門診,7~12,新竹市,2,2702,10018
2016,06,門診,7~12,嘉義市,0,2481,10020
2016,06,門診,7~12,台北市,6,8292,63000
2016,06,門診,7~12,高雄市,3,14757,64000
2016,06,門診,7~12,新北市,8,19079,65000
2016,06,門診,7~12,台中市,3,19835,66000
2016,06,門診,7~12,台南市,3,11275,67000
2016,06,門診,7~12,桃園市,6,9497,68000
2016,06,門診,不詳,金門縣,0,1,09020
2016,06,門診,不詳,彰化縣,0,1,10007
2016,06,門診,不詳,南投縣,0,1,10008
2016,06,門診,不詳,基隆市,0,1,10017
2016,06,門診,不詳,台北市,0,5,63000
2016,06,門診,不詳,高雄市,0,1,64000
2016,06,門診,不詳,新北市,0,3,65000
2016,06,門診,不詳,台中市,0,3,66000
2016,06,門診,不詳,桃園市,0,2,68000
2016,07,住院,0~2,金門縣,0,3,09020
2016,07,住院,0~2,宜蘭縣,0,49,10002
2016,07,住院,0~2,新竹縣,0,7,10004
2016,07,住院,0~2,苗栗縣,0,3,10005
2016,07,住院,0~2,彰化縣,0,126,10007
2016,07,住院,0~2,南投縣,0,22,10008
2016,07,住院,0~2,雲林縣,0,11,10009
2016,07,住院,0~2,嘉義縣,0,8,10010
2016,07,住院,0~2,屏東縣,0,12,10013
2016,07,住院,0~2,台東縣,0,1,10014
2016,07,住院,0~2,花蓮縣,0,10,10015
2016,07,住院,0~2,基隆市,0,15,10017
2016,07,住院,0~2,新竹市,0,32,10018
2016,07,住院,0~2,嘉義市,0,21,10020
2016,07,住院,0~2,台北市,0,218,63000
2016,07,住院,0~2,高雄市,0,74,64000
2016,07,住院,0~2,新北市,0,77,65000
2016,07,住院,0~2,台中市,0,147,66000
2016,07,住院,0~2,台南市,0,32,67000
2016,07,住院,0~2,桃園市,0,65,68000
2016,07,住院,13~15,連江縣,0,1,09007
2016,07,住院,13~15,金門縣,0,1,09020
2016,07,住院,13~15,宜蘭縣,0,13,10002
2016,07,住院,13~15,新竹縣,0,1,10004
2016,07,住院,13~15,苗栗縣,0,9,10005
2016,07,住院,13~15,彰化縣,0,27,10007
2016,07,住院,13~15,南投縣,0,1,10008
2016,07,住院,13~15,雲林縣,0,4,10009
2016,07,住院,13~15,嘉義縣,0,5,10010
2016,07,住院,13~15,屏東縣,0,7,10013
2016,07,住院,13~15,花蓮縣,0,2,10015
2016,07,住院,13~15,基隆市,0,2,10017
2016,07,住院,13~15,新竹市,0,5,10018
2016,07,住院,13~15,嘉義市,0,4,10020
2016,07,住院,13~15,台北市,0,68,63000
2016,07,住院,13~15,高雄市,0,19,64000
2016,07,住院,13~15,新北市,0,11,65000
2016,07,住院,13~15,台中市,0,29,66000
2016,07,住院,13~15,台南市,0,9,67000
2016,07,住院,13~15,桃園市,0,24,68000
2016,07,住院,16~18,宜蘭縣,0,10,10002
2016,07,住院,16~18,新竹縣,0,2,10004
2016,07,住院,16~18,苗栗縣,0,7,10005
2016,07,住院,16~18,彰化縣,0,20,10007
2016,07,住院,16~18,南投縣,0,2,10008
2016,07,住院,16~18,雲林縣,0,7,10009
2016,07,住院,16~18,嘉義縣,0,9,10010
2016,07,住院,16~18,屏東縣,0,14,10013
2016,07,住院,16~18,台東縣,0,1,10014
2016,07,住院,16~18,基隆市,0,7,10017
2016,07,住院,16~18,新竹市,0,12,10018
2016,07,住院,16~18,嘉義市,0,6,10020
2016,07,住院,16~18,台北市,0,91,63000
2016,07,住院,16~18,高雄市,0,40,64000
2016,07,住院,16~18,新北市,0,20,65000
2016,07,住院,16~18,台中市,0,49,66000
2016,07,住院,16~18,台南市,0,15,67000
2016,07,住院,16~18,桃園市,0,37,68000
2016,07,住院,19~24,金門縣,0,1,09020
2016,07,住院,19~24,宜蘭縣,0,30,10002
2016,07,住院,19~24,新竹縣,0,9,10004
2016,07,住院,19~24,苗栗縣,0,9,10005
2016,07,住院,19~24,彰化縣,0,81,10007
2016,07,住院,19~24,南投縣,0,17,10008
2016,07,住院,19~24,雲林縣,0,17,10009
2016,07,住院,19~24,嘉義縣,0,14,10010
2016,07,住院,19~24,屏東縣,0,24,10013
2016,07,住院,19~24,花蓮縣,0,18,10015
2016,07,住院,19~24,澎湖縣,0,2,10016
2016,07,住院,19~24,基隆市,0,9,10017
2016,07,住院,19~24,新竹市,0,31,10018
2016,07,住院,19~24,嘉義市,0,21,10020
2016,07,住院,19~24,台北市,0,271,63000
2016,07,住院,19~24,高雄市,0,149,64000
2016,07,住院,19~24,新北市,0,94,65000
2016,07,住院,19~24,台中市,0,166,66000
2016,07,住院,19~24,台南市,0,75,67000
2016,07,住院,19~24,桃園市,0,130,68000
2016,07,住院,25~64,連江縣,0,1,09007
2016,07,住院,25~64,金門縣,0,30,09020
2016,07,住院,25~64,宜蘭縣,0,355,10002
2016,07,住院,25~64,新竹縣,0,110,10004
2016,07,住院,25~64,苗栗縣,0,154,10005
2016,07,住院,25~64,彰化縣,0,1035,10007
2016,07,住院,25~64,南投縣,0,194,10008
2016,07,住院,25~64,雲林縣,0,307,10009
2016,07,住院,25~64,嘉義縣,0,233,10010
2016,07,住院,25~64,屏東縣,0,295,10013
2016,07,住院,25~64,台東縣,0,5,10014
2016,07,住院,25~64,花蓮縣,0,208,10015
2016,07,住院,25~64,澎湖縣,0,11,10016
2016,07,住院,25~64,基隆市,0,219,10017
2016,07,住院,25~64,新竹市,0,473,10018
2016,07,住院,25~64,嘉義市,0,333,10020
2016,07,住院,25~64,台北市,1,5259,63000
2016,07,住院,25~64,高雄市,0,2114,64000
2016,07,住院,25~64,新北市,0,1637,65000
2016,07,住院,25~64,台中市,1,2368,66000
2016,07,住院,25~64,台南市,0,1435,67000
2016,07,住院,25~64,桃園市,0,1868,68000
2016,07,住院,3~6,宜蘭縣,0,43,10002
2016,07,住院,3~6,新竹縣,0,12,10004
2016,07,住院,3~6,苗栗縣,0,9,10005
2016,07,住院,3~6,彰化縣,0,111,10007
2016,07,住院,3~6,南投縣,0,14,10008
2016,07,住院,3~6,雲林縣,0,8,10009
2016,07,住院,3~6,嘉義縣,0,7,10010
2016,07,住院,3~6,屏東縣,0,15,10013
2016,07,住院,3~6,台東縣,0,1,10014
2016,07,住院,3~6,花蓮縣,0,3,10015
2016,07,住院,3~6,基隆市,0,9,10017
2016,07,住院,3~6,新竹市,0,20,10018
2016,07,住院,3~6,嘉義市,0,23,10020
2016,07,住院,3~6,台北市,0,184,63000
2016,07,住院,3~6,高雄市,0,59,64000
2016,07,住院,3~6,新北市,0,59,65000
2016,07,住院,3~6,台中市,0,156,66000
2016,07,住院,3~6,台南市,0,30,67000
2016,07,住院,3~6,桃園市,0,64,68000
2016,07,住院,65+,連江縣,0,1,09007
2016,07,住院,65+,金門縣,0,27,09020
2016,07,住院,65+,宜蘭縣,0,304,10002
2016,07,住院,65+,新竹縣,0,121,10004
2016,07,住院,65+,苗栗縣,0,172,10005
2016,07,住院,65+,彰化縣,0,801,10007
2016,07,住院,65+,南投縣,0,191,10008
2016,07,住院,65+,雲林縣,0,373,10009
2016,07,住院,65+,嘉義縣,0,185,10010
2016,07,住院,65+,屏東縣,0,185,10013
2016,07,住院,65+,台東縣,0,2,10014
2016,07,住院,65+,花蓮縣,0,136,10015
2016,07,住院,65+,澎湖縣,0,4,10016
2016,07,住院,65+,基隆市,0,159,10017
2016,07,住院,65+,新竹市,0,303,10018
2016,07,住院,65+,嘉義市,0,174,10020
2016,07,住院,65+,台北市,0,3627,63000
2016,07,住院,65+,高雄市,0,1140,64000
2016,07,住院,65+,新北市,0,979,65000
2016,07,住院,65+,台中市,0,1448,66000
2016,07,住院,65+,台南市,0,907,67000
2016,07,住院,65+,桃園市,0,1062,68000
2016,07,住院,7~12,金門縣,0,3,09020
2016,07,住院,7~12,宜蘭縣,0,31,10002
2016,07,住院,7~12,新竹縣,0,7,10004
2016,07,住院,7~12,苗栗縣,0,2,10005
2016,07,住院,7~12,彰化縣,0,73,10007
2016,07,住院,7~12,南投縣,0,5,10008
2016,07,住院,7~12,雲林縣,0,5,10009
2016,07,住院,7~12,嘉義縣,0,5,10010
2016,07,住院,7~12,屏東縣,0,11,10013
2016,07,住院,7~12,花蓮縣,0,1,10015
2016,07,住院,7~12,基隆市,0,12,10017
2016,07,住院,7~12,新竹市,0,24,10018
2016,07,住院,7~12,嘉義市,0,7,10020
2016,07,住院,7~12,台北市,0,140,63000
2016,07,住院,7~12,高雄市,0,46,64000
2016,07,住院,7~12,新北市,0,26,65000
2016,07,住院,7~12,台中市,0,82,66000
2016,07,住院,7~12,台南市,0,14,67000
2016,07,住院,7~12,桃園市,0,47,68000
2016,07,門診,0~2,連江縣,0,40,09007
2016,07,門診,0~2,金門縣,0,507,09020
2016,07,門診,0~2,宜蘭縣,0,2858,10002
2016,07,門診,0~2,新竹縣,0,4049,10004
2016,07,門診,0~2,苗栗縣,0,3708,10005
2016,07,門診,0~2,彰化縣,0,10160,10007
2016,07,門診,0~2,南投縣,0,3672,10008
2016,07,門診,0~2,雲林縣,2,4550,10009
2016,07,門診,0~2,嘉義縣,0,1843,10010
2016,07,門診,0~2,屏東縣,1,5593,10013
2016,07,門診,0~2,台東縣,1,1131,10014
2016,07,門診,0~2,花蓮縣,0,2202,10015
2016,07,門診,0~2,澎湖縣,0,535,10016
2016,07,門診,0~2,基隆市,0,2252,10017
2016,07,門診,0~2,新竹市,0,5284,10018
2016,07,門診,0~2,嘉義市,0,3261,10020
2016,07,門診,0~2,台北市,4,14877,63000
2016,07,門診,0~2,高雄市,6,19834,64000
2016,07,門診,0~2,新北市,6,29909,65000
2016,07,門診,0~2,台中市,4,24815,66000
2016,07,門診,0~2,台南市,3,13874,67000
2016,07,門診,0~2,桃園市,4,17189,68000
2016,07,門診,13~15,連江縣,0,18,09007
2016,07,門診,13~15,金門縣,0,320,09020
2016,07,門診,13~15,宜蘭縣,0,2056,10002
2016,07,門診,13~15,新竹縣,3,2455,10004
2016,07,門診,13~15,苗栗縣,0,2317,10005
2016,07,門診,13~15,彰化縣,1,7215,10007
2016,07,門診,13~15,南投縣,0,2737,10008
2016,07,門診,13~15,雲林縣,1,3547,10009
2016,07,門診,13~15,嘉義縣,0,2040,10010
2016,07,門診,13~15,屏東縣,1,4137,10013
2016,07,門診,13~15,台東縣,0,836,10014
2016,07,門診,13~15,花蓮縣,1,1330,10015
2016,07,門診,13~15,澎湖縣,0,611,10016
2016,07,門診,13~15,基隆市,5,1551,10017
2016,07,門診,13~15,新竹市,1,2475,10018
2016,07,門診,13~15,嘉義市,2,2483,10020
2016,07,門診,13~15,台北市,13,10051,63000
2016,07,門診,13~15,高雄市,3,13283,64000
2016,07,門診,13~15,新北市,22,18102,65000
2016,07,門診,13~15,台中市,8,16669,66000
2016,07,門診,13~15,台南市,8,9112,67000
2016,07,門診,13~15,桃園市,6,11115,68000
2016,07,門診,16~18,連江縣,0,39,09007
2016,07,門診,16~18,金門縣,0,344,09020
2016,07,門診,16~18,宜蘭縣,0,2100,10002
2016,07,門診,16~18,新竹縣,3,2480,10004
2016,07,門診,16~18,苗栗縣,1,2778,10005
2016,07,門診,16~18,彰化縣,0,7818,10007
2016,07,門診,16~18,南投縣,2,2626,10008
2016,07,門診,16~18,雲林縣,5,4005,10009
2016,07,門診,16~18,嘉義縣,0,2201,10010
2016,07,門診,16~18,屏東縣,1,4546,10013
2016,07,門診,16~18,台東縣,0,1028,10014
2016,07,門診,16~18,花蓮縣,0,1786,10015
2016,07,門診,16~18,澎湖縣,0,679,10016
2016,07,門診,16~18,基隆市,0,1999,10017
2016,07,門診,16~18,新竹市,1,2801,10018
2016,07,門診,16~18,嘉義市,4,2918,10020
2016,07,門診,16~18,台北市,2,11903,63000
2016,07,門診,16~18,高雄市,4,15827,64000
2016,07,門診,16~18,新北市,6,20713,65000
2016,07,門診,16~18,台中市,4,17970,66000
2016,07,門診,16~18,台南市,4,9925,67000
2016,07,門診,16~18,桃園市,6,11261,68000
2016,07,門診,19~24,連江縣,0,284,09007
2016,07,門診,19~24,金門縣,0,1108,09020
2016,07,門診,19~24,宜蘭縣,0,4935,10002
2016,07,門診,19~24,新竹縣,0,5114,10004
2016,07,門診,19~24,苗栗縣,3,5232,10005
2016,07,門診,19~24,彰化縣,2,16166,10007
2016,07,門診,19~24,南投縣,0,5564,10008
2016,07,門診,19~24,雲林縣,4,7340,10009
2016,07,門診,19~24,嘉義縣,0,4091,10010
2016,07,門診,19~24,屏東縣,1,9633,10013
2016,07,門診,19~24,台東縣,1,2066,10014
2016,07,門診,19~24,花蓮縣,2,3890,10015
2016,07,門診,19~24,澎湖縣,0,1645,10016
2016,07,門診,19~24,基隆市,1,4237,10017
2016,07,門診,19~24,新竹市,3,7588,10018
2016,07,門診,19~24,嘉義市,0,6009,10020
2016,07,門診,19~24,台北市,2,34562,63000
2016,07,門診,19~24,高雄市,4,38617,64000
2016,07,門診,19~24,新北市,8,49047,65000
2016,07,門診,19~24,台中市,14,48053,66000
2016,07,門診,19~24,台南市,4,26013,67000
2016,07,門診,19~24,桃園市,0,26320,68000
2016,07,門診,25~64,連江縣,0,948,09007
2016,07,門診,25~64,金門縣,0,8738,09020
2016,07,門診,25~64,宜蘭縣,3,49101,10002
2016,07,門診,25~64,新竹縣,5,54364,10004
2016,07,門診,25~64,苗栗縣,2,56823,10005
2016,07,門診,25~64,彰化縣,5,165796,10007
2016,07,門診,25~64,南投縣,2,59823,10008
2016,07,門診,25~64,雲林縣,6,83842,10009
2016,07,門診,25~64,嘉義縣,3,47967,10010
2016,07,門診,25~64,屏東縣,5,99694,10013
2016,07,門診,25~64,台東縣,0,24008,10014
2016,07,門診,25~64,花蓮縣,1,42104,10015
2016,07,門診,25~64,澎湖縣,1,16441,10016
2016,07,門診,25~64,基隆市,1,50369,10017
2016,07,門診,25~64,新竹市,5,76390,10018
2016,07,門診,25~64,嘉義市,0,59209,10020
2016,07,門診,25~64,台北市,29,415355,63000
2016,07,門診,25~64,高雄市,19,406250,64000
2016,07,門診,25~64,新北市,30,525585,65000
2016,07,門診,25~64,台中市,27,430231,66000
2016,07,門診,25~64,台南市,14,269126,67000
2016,07,門診,25~64,桃園市,10,271352,68000
2016,07,門診,3~6,連江縣,0,49,09007
2016,07,門診,3~6,金門縣,0,830,09020
2016,07,門診,3~6,宜蘭縣,0,4513,10002
2016,07,門診,3~6,新竹縣,0,7051,10004
2016,07,門診,3~6,苗栗縣,1,6193,10005
2016,07,門診,3~6,彰化縣,6,17189,10007
2016,07,門診,3~6,南投縣,1,5875,10008
2016,07,門診,3~6,雲林縣,1,7972,10009
2016,07,門診,3~6,嘉義縣,0,3248,10010
2016,07,門診,3~6,屏東縣,0,9042,10013
2016,07,門診,3~6,台東縣,0,1730,10014
2016,07,門診,3~6,花蓮縣,0,3343,10015
2016,07,門診,3~6,澎湖縣,0,989,10016
2016,07,門診,3~6,基隆市,0,3593,10017
2016,07,門診,3~6,新竹市,1,7931,10018
2016,07,門診,3~6,嘉義市,1,5894,10020
2016,07,門診,3~6,台北市,10,24523,63000
2016,07,門診,3~6,高雄市,7,32485,64000
2016,07,門診,3~6,新北市,6,48982,65000
2016,07,門診,3~6,台中市,3,42222,66000
2016,07,門診,3~6,台南市,3,23553,67000
2016,07,門診,3~6,桃園市,4,26945,68000
2016,07,門診,65+,連江縣,0,330,09007
2016,07,門診,65+,金門縣,0,4032,09020
2016,07,門診,65+,宜蘭縣,0,28188,10002
2016,07,門診,65+,新竹縣,0,17890,10004
2016,07,門診,65+,苗栗縣,0,27784,10005
2016,07,門診,65+,彰化縣,1,76198,10007
2016,07,門診,65+,南投縣,0,33434,10008
2016,07,門診,65+,雲林縣,0,49210,10009
2016,07,門診,65+,嘉義縣,0,35409,10010
2016,07,門診,65+,屏東縣,1,59131,10013
2016,07,門診,65+,台東縣,0,14196,10014
2016,07,門診,65+,花蓮縣,0,23325,10015
2016,07,門診,65+,澎湖縣,0,9921,10016
2016,07,門診,65+,基隆市,0,24657,10017
2016,07,門診,65+,新竹市,0,24592,10018
2016,07,門診,65+,嘉義市,1,27414,10020
2016,07,門診,65+,台北市,0,209371,63000
2016,07,門診,65+,高雄市,0,174171,64000
2016,07,門診,65+,新北市,1,159781,65000
2016,07,門診,65+,台中市,2,146644,66000
2016,07,門診,65+,台南市,2,111760,67000
2016,07,門診,65+,桃園市,0,87844,68000
2016,07,門診,7~12,連江縣,0,64,09007
2016,07,門診,7~12,金門縣,0,769,09020
2016,07,門診,7~12,宜蘭縣,1,3980,10002
2016,07,門診,7~12,新竹縣,3,6325,10004
2016,07,門診,7~12,苗栗縣,0,4949,10005
2016,07,門診,7~12,彰化縣,5,15129,10007
2016,07,門診,7~12,南投縣,3,5927,10008
2016,07,門診,7~12,雲林縣,1,7439,10009
2016,07,門診,7~12,嘉義縣,1,3512,10010
2016,07,門診,7~12,屏東縣,4,7953,10013
2016,07,門診,7~12,台東縣,0,1508,10014
2016,07,門診,7~12,花蓮縣,2,2698,10015
2016,07,門診,7~12,澎湖縣,0,1026,10016
2016,07,門診,7~12,基隆市,0,3222,10017
2016,07,門診,7~12,新竹市,3,6512,10018
2016,07,門診,7~12,嘉義市,2,5032,10020
2016,07,門診,7~12,台北市,15,24146,63000
2016,07,門診,7~12,高雄市,7,29458,64000
2016,07,門診,7~12,新北市,19,41810,65000
2016,07,門診,7~12,台中市,7,36324,66000
2016,07,門診,7~12,台南市,10,20577,67000
2016,07,門診,7~12,桃園市,7,22764,68000
2016,07,門診,不詳,金門縣,0,7,09020
2016,07,門診,不詳,宜蘭縣,0,3,10002
2016,07,門診,不詳,苗栗縣,0,1,10005
2016,07,門診,不詳,彰化縣,0,2,10007
2016,07,門診,不詳,南投縣,0,2,10008
2016,07,門診,不詳,雲林縣,0,1,10009
2016,07,門診,不詳,嘉義縣,0,1,10010
2016,07,門診,不詳,台東縣,0,1,10014
2016,07,門診,不詳,花蓮縣,0,2,10015
2016,07,門診,不詳,基隆市,0,2,10017
2016,07,門診,不詳,新竹市,0,1,10018
2016,07,門診,不詳,台北市,0,24,63000
2016,07,門診,不詳,高雄市,0,4,64000
2016,07,門診,不詳,新北市,0,15,65000
2016,07,門診,不詳,台中市,0,12,66000
2016,07,門診,不詳,台南市,0,1,67000
2016,07,門診,不詳,桃園市,0,11,68000
2016,08,住院,0~2,金門縣,0,3,09020
2016,08,住院,0~2,宜蘭縣,0,28,10002
2016,08,住院,0~2,新竹縣,0,10,10004
2016,08,住院,0~2,苗栗縣,0,6,10005
2016,08,住院,0~2,彰化縣,0,79,10007
2016,08,住院,0~2,南投縣,0,19,10008
2016,08,住院,0~2,雲林縣,0,11,10009
2016,08,住院,0~2,嘉義縣,0,4,10010
2016,08,住院,0~2,屏東縣,0,11,10013
2016,08,住院,0~2,花蓮縣,0,4,10015
2016,08,住院,0~2,基隆市,0,20,10017
2016,08,住院,0~2,新竹市,0,24,10018
2016,08,住院,0~2,嘉義市,0,13,10020
2016,08,住院,0~2,台北市,0,204,63000
2016,08,住院,0~2,高雄市,0,46,64000
2016,08,住院,0~2,新北市,0,44,65000
2016,08,住院,0~2,台中市,0,113,66000
2016,08,住院,0~2,台南市,0,15,67000
2016,08,住院,0~2,桃園市,0,67,68000
2016,08,住院,13~15,金門縣,0,2,09020
2016,08,住院,13~15,宜蘭縣,0,20,10002
2016,08,住院,13~15,新竹縣,0,2,10004
2016,08,住院,13~15,苗栗縣,0,10,10005
2016,08,住院,13~15,彰化縣,0,24,10007
2016,08,住院,13~15,南投縣,0,4,10008
2016,08,住院,13~15,雲林縣,0,1,10009
2016,08,住院,13~15,嘉義縣,0,3,10010
2016,08,住院,13~15,屏東縣,0,5,10013
2016,08,住院,13~15,花蓮縣,0,1,10015
2016,08,住院,13~15,基隆市,0,6,10017
2016,08,住院,13~15,新竹市,0,5,10018
2016,08,住院,13~15,嘉義市,0,5,10020
2016,08,住院,13~15,台北市,0,46,63000
2016,08,住院,13~15,高雄市,0,22,64000
2016,08,住院,13~15,新北市,0,12,65000
2016,08,住院,13~15,台中市,0,37,66000
2016,08,住院,13~15,台南市,0,10,67000
2016,08,住院,13~15,桃園市,0,14,68000
2016,08,住院,16~18,金門縣,0,1,09020
2016,08,住院,16~18,宜蘭縣,0,10,10002
2016,08,住院,16~18,新竹縣,0,2,10004
2016,08,住院,16~18,苗栗縣,0,4,10005
2016,08,住院,16~18,彰化縣,0,17,10007
2016,08,住院,16~18,南投縣,0,3,10008
2016,08,住院,16~18,雲林縣,0,9,10009
2016,08,住院,16~18,嘉義縣,0,1,10010
2016,08,住院,16~18,屏東縣,0,13,10013
2016,08,住院,16~18,台東縣,0,1,10014
2016,08,住院,16~18,花蓮縣,0,1,10015
2016,08,住院,16~18,基隆市,0,3,10017
2016,08,住院,16~18,新竹市,0,8,10018
2016,08,住院,16~18,嘉義市,0,6,10020
2016,08,住院,16~18,台北市,0,70,63000
2016,08,住院,16~18,高雄市,0,21,64000
2016,08,住院,16~18,新北市,0,16,65000
2016,08,住院,16~18,台中市,0,42,66000
2016,08,住院,16~18,台南市,0,14,67000
2016,08,住院,16~18,桃園市,0,34,68000
2016,08,住院,19~24,連江縣,0,1,09007
2016,08,住院,19~24,金門縣,0,3,09020
2016,08,住院,19~24,宜蘭縣,0,20,10002
2016,08,住院,19~24,新竹縣,0,8,10004
2016,08,住院,19~24,苗栗縣,0,9,10005
2016,08,住院,19~24,彰化縣,0,54,10007
2016,08,住院,19~24,南投縣,0,9,10008
2016,08,住院,19~24,雲林縣,0,19,10009
2016,08,住院,19~24,嘉義縣,0,6,10010
2016,08,住院,19~24,屏東縣,0,21,10013
2016,08,住院,19~24,台東縣,0,1,10014
2016,08,住院,19~24,花蓮縣,0,17,10015
2016,08,住院,19~24,基隆市,0,10,10017
2016,08,住院,19~24,新竹市,0,35,10018
2016,08,住院,19~24,嘉義市,0,18,10020
2016,08,住院,19~24,台北市,1,220,63000
2016,08,住院,19~24,高雄市,0,136,64000
2016,08,住院,19~24,新北市,0,79,65000
2016,08,住院,19~24,台中市,0,162,66000
2016,08,住院,19~24,台南市,0,54,67000
2016,08,住院,19~24,桃園市,0,109,68000
2016,08,住院,25~64,連江縣,0,2,09007
2016,08,住院,25~64,金門縣,0,24,09020
2016,08,住院,25~64,宜蘭縣,0,323,10002
2016,08,住院,25~64,新竹縣,0,108,10004
2016,08,住院,25~64,苗栗縣,0,167,10005
2016,08,住院,25~64,彰化縣,1,1049,10007
2016,08,住院,25~64,南投縣,0,183,10008
2016,08,住院,25~64,雲林縣,0,302,10009
2016,08,住院,25~64,嘉義縣,0,202,10010
2016,08,住院,25~64,屏東縣,0,275,10013
2016,08,住院,25~64,台東縣,0,6,10014
2016,08,住院,25~64,花蓮縣,0,183,10015
2016,08,住院,25~64,澎湖縣,0,9,10016
2016,08,住院,25~64,基隆市,0,228,10017
2016,08,住院,25~64,新竹市,0,480,10018
2016,08,住院,25~64,嘉義市,0,333,10020
2016,08,住院,25~64,台北市,1,4612,63000
2016,08,住院,25~64,高雄市,0,1680,64000
2016,08,住院,25~64,新北市,0,1448,65000
2016,08,住院,25~64,台中市,0,2095,66000
2016,08,住院,25~64,台南市,0,1376,67000
2016,08,住院,25~64,桃園市,0,1730,68000
2016,08,住院,3~6,金門縣,0,2,09020
2016,08,住院,3~6,宜蘭縣,0,52,10002
2016,08,住院,3~6,新竹縣,0,5,10004
2016,08,住院,3~6,苗栗縣,0,18,10005
2016,08,住院,3~6,彰化縣,0,94,10007
2016,08,住院,3~6,南投縣,0,26,10008
2016,08,住院,3~6,雲林縣,0,10,10009
2016,08,住院,3~6,嘉義縣,0,8,10010
2016,08,住院,3~6,屏東縣,0,18,10013
2016,08,住院,3~6,台東縣,0,2,10014
2016,08,住院,3~6,花蓮縣,0,5,10015
2016,08,住院,3~6,基隆市,0,22,10017
2016,08,住院,3~6,新竹市,0,28,10018
2016,08,住院,3~6,嘉義市,0,18,10020
2016,08,住院,3~6,台北市,0,159,63000
2016,08,住院,3~6,高雄市,0,61,64000
2016,08,住院,3~6,新北市,0,62,65000
2016,08,住院,3~6,台中市,0,144,66000
2016,08,住院,3~6,台南市,0,23,67000
2016,08,住院,3~6,桃園市,0,75,68000
2016,08,住院,65+,金門縣,0,35,09020
2016,08,住院,65+,宜蘭縣,0,287,10002
2016,08,住院,65+,新竹縣,0,122,10004
2016,08,住院,65+,苗栗縣,0,143,10005
2016,08,住院,65+,彰化縣,0,777,10007
2016,08,住院,65+,南投縣,0,195,10008
2016,08,住院,65+,雲林縣,0,356,10009
2016,08,住院,65+,嘉義縣,0,159,10010
2016,08,住院,65+,屏東縣,0,183,10013
2016,08,住院,65+,台東縣,0,3,10014
2016,08,住院,65+,花蓮縣,0,109,10015
2016,08,住院,65+,澎湖縣,0,3,10016
2016,08,住院,65+,基隆市,0,173,10017
2016,08,住院,65+,新竹市,0,313,10018
2016,08,住院,65+,嘉義市,0,150,10020
2016,08,住院,65+,台北市,0,3158,63000
2016,08,住院,65+,高雄市,0,974,64000
2016,08,住院,65+,新北市,0,966,65000
2016,08,住院,65+,台中市,0,1333,66000
2016,08,住院,65+,台南市,0,870,67000
2016,08,住院,65+,桃園市,0,943,68000
2016,08,住院,7~12,金門縣,0,2,09020
2016,08,住院,7~12,宜蘭縣,0,34,10002
2016,08,住院,7~12,新竹縣,0,4,10004
2016,08,住院,7~12,苗栗縣,0,9,10005
2016,08,住院,7~12,彰化縣,0,76,10007
2016,08,住院,7~12,南投縣,0,16,10008
2016,08,住院,7~12,雲林縣,0,10,10009
2016,08,住院,7~12,嘉義縣,0,4,10010
2016,08,住院,7~12,屏東縣,0,14,10013
2016,08,住院,7~12,台東縣,0,1,10014
2016,08,住院,7~12,基隆市,0,23,10017
2016,08,住院,7~12,新竹市,0,19,10018
2016,08,住院,7~12,嘉義市,0,10,10020
2016,08,住院,7~12,台北市,0,133,63000
2016,08,住院,7~12,高雄市,0,51,64000
2016,08,住院,7~12,新北市,0,32,65000
2016,08,住院,7~12,台中市,0,94,66000
2016,08,住院,7~12,台南市,0,18,67000
2016,08,住院,7~12,桃園市,0,58,68000
2016,08,住院,不詳,新竹縣,0,1,10004
2016,08,住院,不詳,台北市,0,1,63000
2016,08,住院,不詳,台中市,0,1,66000
2016,08,門診,0~2,連江縣,0,27,09007
2016,08,門診,0~2,金門縣,0,525,09020
2016,08,門診,0~2,宜蘭縣,2,2555,10002
2016,08,門診,0~2,新竹縣,0,3893,10004
2016,08,門診,0~2,苗栗縣,0,3286,10005
2016,08,門診,0~2,彰化縣,0,9060,10007
2016,08,門診,0~2,南投縣,0,3355,10008
2016,08,門診,0~2,雲林縣,1,4178,10009
2016,08,門診,0~2,嘉義縣,0,1611,10010
2016,08,門診,0~2,屏東縣,1,4921,10013
2016,08,門診,0~2,台東縣,1,1046,10014
2016,08,門診,0~2,花蓮縣,0,2021,10015
2016,08,門診,0~2,澎湖縣,0,562,10016
2016,08,門診,0~2,基隆市,0,1950,10017
2016,08,門診,0~2,新竹市,0,4571,10018
2016,08,門診,0~2,嘉義市,0,3039,10020
2016,08,門診,0~2,台北市,5,13273,63000
2016,08,門診,0~2,高雄市,2,18099,64000
2016,08,門診,0~2,新北市,4,26583,65000
2016,08,門診,0~2,台中市,10,21751,66000
