sent,source,effective,expires,senderName,headline,description,instruction,web,alert_title,severity_level,alert_disease,areaDesc,areaDesc_EN,circle,ISO3166,areaDetail,ISO3166_2
2020/1/25,CDC,2020/1/25,,疾病管制署,雲南省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,雲南省,CN-53
2020/1/25,CDC,2020/1/25,,疾病管制署,貴州省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,貴州省,CN-52
2020/1/25,CDC,2020/1/25,,疾病管制署,四川省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,四川省,CN-51
2020/1/25,CDC,2020/1/25,,疾病管制署,重慶市-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,重慶市,CN-50
2020/1/25,CDC,2020/1/25,,疾病管制署,海南省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,海南省,CN-46
2020/1/25,CDC,2020/1/25,,疾病管制署,廣西壯族自治區-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,廣西壯族自治區,CN-45
2020/1/25,CDC,2020/1/25,,疾病管制署,湖南省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,湖南省,CN-43
2020/1/25,CDC,2020/1/25,,疾病管制署,河南省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,河南省,CN-41
2020/1/25,CDC,2020/1/25,,疾病管制署,山東省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,山東省,CN-37
2020/1/25,CDC,2020/1/25,,疾病管制署,江西省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,江西省,CN-36
2020/1/25,CDC,2020/1/25,,疾病管制署,福建省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,福建省,CN-35
2020/1/25,CDC,2020/1/25,,疾病管制署,安徽省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,安徽省,CN-34
2020/1/25,CDC,2020/1/25,,疾病管制署,浙江省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,浙江省,CN-33
2020/1/25,CDC,2020/1/25,,疾病管制署,江蘇省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,江蘇省,CN-32
2020/1/25,CDC,2020/1/25,,疾病管制署,上海市-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,上海市,CN-31
2020/1/25,CDC,2020/1/25,,疾病管制署,黑龍江省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,黑龍江省,CN-23
2020/1/25,CDC,2020/1/25,,疾病管制署,吉林省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,吉林省,CN-22
2020/1/25,CDC,2020/1/25,,疾病管制署,遼寧省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,遼寧省,CN-21
2020/1/25,CDC,2020/1/25,,疾病管制署,內蒙古自治區-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,內蒙古自治區,CN-15
2020/1/25,CDC,2020/1/25,,疾病管制署,山西省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,山西省,CN-14
2020/1/25,CDC,2020/1/25,,疾病管制署,河北省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,河北省,CN-13
2020/1/25,CDC,2020/1/25,,疾病管制署,天津市-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,天津市,CN-12
2020/1/25,CDC,2020/1/25,,疾病管制署,廣東省-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,廣東省,CN-44
2020/1/25,CDC,2020/1/25,,疾病管制署,北京市-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,北京市,CN-11
2020/1/28,CDC,2020/1/28,,疾病管制署,中國大陸-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,中國大陸,China,"34.307144,103.974609",CN,,
2020/2/5,CDC,2020/2/5,,疾病管制署,香港-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,香港,Hong Kong SAR,"22.39,114.12",HK,,
2020/2/5,CDC,2020/2/5,,疾病管制署,澳門-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,澳門,Macau SAR,"22.18,113.46",MO,,
2020/2/11,CDC,2020/2/11,,疾病管制署,香港-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,香港,Hong Kong SAR,"22.39,114.12",HK,,
2020/2/11,CDC,2020/2/11,,疾病管制署,澳門-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,澳門,Macau SAR,"22.18,113.46",MO,,
2020/2/11,CDC,2020/2/11,,疾病管制署,新加坡-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,新加坡,Singapore,"1.27,103.89",SG,,
2020/2/11,CDC,2020/2/11,,疾病管制署,泰國-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,泰國,Thailand,"15.02,101.51",TH,,
2020/2/14,CDC,2020/2/14,,疾病管制署,日本-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,日本,Japan,"34.30,138.51",JP,,
2020/2/20,CDC,2020/2/20,,疾病管制署,韓國-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,韓國,Korea(South Korea),"36.49,127.88",KR,,
2020/2/22,CDC,2020/2/22,,疾病管制署,日本-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,日本,Japan,"34.30,138.51",JP,,
2020/2/22,CDC,2020/2/22,,疾病管制署,韓國-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,韓國,Korea(South Korea),"36.49,127.88",KR,,
2020/2/23,CDC,2020/2/23,,疾病管制署,伊朗-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,伊朗,Iran,"32.54,54.31",IR,,
2020/2/23,CDC,2020/2/23,,疾病管制署,義大利-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,義大利,Italy,"43.06,12.12",IT,,
2020/2/24,CDC,2020/2/24,,疾病管制署,韓國-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,韓國,Korea(South Korea),"36.49,127.88",KR,,
2020/2/25,CDC,2020/2/25,,疾病管制署,義大利-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,義大利,Italy,"43.06,12.12",IT,,
2020/2/26,CDC,2020/2/26,,疾病管制署,伊朗-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,伊朗,Iran,"32.54,54.31",IR,,
2020/2/27,CDC,2020/2/27,,疾病管制署,義大利-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,義大利,Italy,"43.06,12.12",IT,,
2020/3/1,CDC,2020/3/1,,疾病管制署,伊朗-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,伊朗,Iran,"32.54,54.31",IR,,
2020/3/7,CDC,2020/3/7,,疾病管制署,法國-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,法國,France,"46.67,2.46",FR,,
2020/3/7,CDC,2020/3/7,,疾病管制署,德國-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,德國,Germany,"50.70,10.45",DE,,
2020/3/7,CDC,2020/3/7,,疾病管制署,西班牙-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,西班牙,Spain,"38.61,-3.95",ES,,
2020/3/11,CDC,2020/3/11,,疾病管制署,巴林-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,巴林,Bahrain,"26.04,50.53",BH,,
2020/3/11,CDC,2020/3/11,,疾病管制署,科威特-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,科威特,Kuwait,"29.32,47.39",KW,,
2020/3/11,CDC,2020/3/11,,疾病管制署,冰島-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,冰島,Iceland,"65.02,-18.58",IS,,
2020/3/11,CDC,2020/3/11,,疾病管制署,瑞士-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,瑞士,Switzerland,"46.40,8.15",CH,,
2020/3/11,CDC,2020/3/11,,疾病管制署,挪威-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,挪威,Norway,"59.80,8.61",NO,,
2020/3/11,CDC,2020/3/11,,疾病管制署,丹麥-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,丹麥,Denmark,"55.36,10.06",DK,,
2020/3/11,CDC,2020/3/11,,疾病管制署,瑞典-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,瑞典,Sweden,"64.05,16.61",SE,,
2020/3/11,CDC,2020/3/11,,疾病管制署,比利時-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,比利時,Belgium,"50.20,4.68",BE,,
2020/3/11,CDC,2020/3/11,,疾病管制署,荷蘭-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,荷蘭,Netherlands,"51.89,6.50",NL,,
2020/3/11,CDC,2020/3/11,,疾病管制署,奧地利-嚴重特殊傳染性肺炎第二級:警示(Alert),,對當地採取加強防護,,國際間旅遊疫情建議,第二級:警示(Alert),嚴重特殊傳染性肺炎,奧地利,Austria,"47.32,14.17",AT,,
2020/3/11,CDC,2020/3/11,,疾病管制署,列支敦斯登-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,列支敦斯登,Liechtenstein,"47.16,9.54",LI,,
2020/3/11,CDC,2020/3/11,,疾病管制署,盧森堡-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,盧森堡,Luxembourg,"49.67,5.70",LU,,
2020/3/11,CDC,2020/3/11,,疾病管制署,斯洛維尼亞-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,斯洛維尼亞,Slovenia,"45.99,14.56",SI,,
2020/3/11,CDC,2020/3/11,,疾病管制署,馬爾他-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,馬爾他,Malta,"35.89,14.44",MT,,
2020/3/11,CDC,2020/3/11,,疾病管制署,希臘-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,希臘,Greece,"38.99,22.89","38.99,22.89",,
2020/3/11,CDC,2020/3/11,,疾病管制署,愛沙尼亞-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,愛沙尼亞,Estonia,"58.48,25.70",EE,,
2020/3/11,CDC,2020/3/11,,疾病管制署,芬蘭-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,芬蘭,Finland,"64.49,26.19",FI,,
2020/3/11,CDC,2020/3/11,,疾病管制署,愛爾蘭-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,愛爾蘭,Republic of Ireland,"52.96,-8.26",IE,,
2020/3/11,CDC,2020/3/11,,疾病管制署,英國-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,英國,United Kingdom of Great Britain and Northern Ireland,"55.12,-3.07",GB,,
2020/3/11,CDC,2020/3/11,,疾病管制署,葡萄牙-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,葡萄牙,Portugal,"39.65,-7.95",PT,,
2020/3/11,CDC,2020/3/11,,疾病管制署,捷克-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,捷克,Czech,"49.63,14.94",CZ,,
2020/3/11,CDC,2020/3/11,,疾病管制署,拉脫維亞-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,拉脫維亞,Latvia,"56.36,26.01",LV,,
2020/3/11,CDC,2020/3/11,,疾病管制署,斯洛伐克-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,斯洛伐克,Slovakia,"48.42,19.37",SK,,
2020/3/11,CDC,2020/3/11,,疾病管制署,匈牙利-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,匈牙利,Hungary,"46.58,19.81",HU,,
2020/3/11,CDC,2020/3/11,,疾病管制署,波蘭-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,波蘭,Poland,"51.99,18.63",PL,,
2020/3/11,CDC,2020/3/11,,疾病管制署,立陶宛-嚴重特殊傳染性肺炎第一級:注意(Watch),,提醒遵守當地的一般預防措施,,國際間旅遊疫情建議,第一級:注意(Watch),嚴重特殊傳染性肺炎,立陶宛,Lithuania,"55.17,23.77",LT,,
2020/3/17,CDC,2020/3/17,,疾病管制署,法國-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,法國,France,"46.67,2.46",FR,,
2020/3/17,CDC,2020/3/17,,疾病管制署,德國-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,德國,Germany,"50.70,10.45",DE,,
2020/3/17,CDC,2020/3/17,,疾病管制署,西班牙-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,西班牙,Spain,"38.61,-3.95",ES,,
2020/3/17,CDC,2020/3/17,,疾病管制署,巴林-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,巴林,Bahrain,"26.04,50.53",BH,,
2020/3/17,CDC,2020/3/17,,疾病管制署,瑞士-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,瑞士,Switzerland,"46.40,8.15",CH,,
2020/3/17,CDC,2020/3/17,,疾病管制署,挪威-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,挪威,Norway,"59.80,8.61",NO,,
2020/3/17,CDC,2020/3/17,,疾病管制署,丹麥-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,丹麥,Denmark,"55.36,10.06",DK,,
2020/3/17,CDC,2020/3/17,,疾病管制署,瑞典-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,瑞典,Sweden,"64.05,16.61",SE,,
2020/3/17,CDC,2020/3/17,,疾病管制署,比利時-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,比利時,Belgium,"50.20,4.68",BE,,
2020/3/17,CDC,2020/3/17,,疾病管制署,荷蘭-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,荷蘭,Finland,"64.49,26.19",FI,,
2020/3/17,CDC,2020/3/17,,疾病管制署,奧地利-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,奧地利,Austria,"47.32,14.17",AT,,
2020/3/17,CDC,2020/3/17,,疾病管制署,列支敦斯登-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,列支敦斯登,Liechtenstein,"47.16,9.54","47.16,9.54",,
2020/3/17,CDC,2020/3/17,,疾病管制署,盧森堡-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,盧森堡,Luxembourg,"49.67,5.70",LU,,
2020/3/17,CDC,2020/3/17,,疾病管制署,斯洛維尼亞-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,斯洛維尼亞,Slovenia,"45.99,14.56",SI,,
2020/3/17,CDC,2020/3/17,,疾病管制署,馬爾他-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,馬爾他,Malta,"35.89,14.44",MT,,
2020/3/17,CDC,2020/3/17,,疾病管制署,希臘-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,希臘,Greece,"38.99,22.89","38.99,22.89",,
2020/3/17,CDC,2020/3/17,,疾病管制署,愛沙尼亞-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,愛沙尼亞,Estonia,"58.48,25.70",EE,,
2020/3/17,CDC,2020/3/17,,疾病管制署,芬蘭-嚴重特殊傳染性肺炎第三級:警告(Warning),,避免至當地所有非必要旅遊,,國際間旅遊疫情建議,第三級:警告(Warning),嚴重特殊傳染性肺炎,芬蘭,Finland,"64.49,26.19",FI,,
