年,週,就診類別,年齡別,縣市,手足口病健保就診人次,健保就診總人次,縣市別代碼
2017,46,門診,7~12,高雄市,61,22531,64000
2017,46,門診,7~12,新北市,137,32021,65000
2017,46,門診,7~12,台中市,64,23614,66000
2017,46,門診,7~12,台南市,34,15146,67000
2017,46,門診,7~12,桃園市,94,17904,68000
2017,47,住院,0~2,宜蘭縣,3,59,10002
2017,47,住院,0~2,新竹縣,0,17,10004
2017,47,住院,0~2,苗栗縣,0,12,10005
2017,47,住院,0~2,彰化縣,1,103,10007
2017,47,住院,0~2,南投縣,1,18,10008
2017,47,住院,0~2,雲林縣,0,21,10009
2017,47,住院,0~2,嘉義縣,3,25,10010
2017,47,住院,0~2,屏東縣,1,36,10013
2017,47,住院,0~2,台東縣,0,1,10014
2017,47,住院,0~2,花蓮縣,0,15,10015
2017,47,住院,0~2,基隆市,2,25,10017
2017,47,住院,0~2,新竹市,0,16,10018
2017,47,住院,0~2,嘉義市,0,14,10020
2017,47,住院,0~2,台北市,1,169,63000
2017,47,住院,0~2,高雄市,9,117,64000
2017,47,住院,0~2,新北市,6,61,65000
2017,47,住院,0~2,台中市,6,130,66000
2017,47,住院,0~2,台南市,0,17,67000
2017,47,住院,0~2,桃園市,4,145,68000
2017,47,住院,13~15,宜蘭縣,0,3,10002
2017,47,住院,13~15,新竹縣,0,2,10004
2017,47,住院,13~15,苗栗縣,0,1,10005
2017,47,住院,13~15,彰化縣,0,20,10007
2017,47,住院,13~15,南投縣,0,1,10008
2017,47,住院,13~15,雲林縣,0,4,10009
2017,47,住院,13~15,嘉義縣,0,8,10010
2017,47,住院,13~15,屏東縣,0,8,10013
2017,47,住院,13~15,花蓮縣,0,4,10015
2017,47,住院,13~15,基隆市,0,2,10017
2017,47,住院,13~15,新竹市,0,4,10018
2017,47,住院,13~15,嘉義市,0,2,10020
2017,47,住院,13~15,台北市,0,36,63000
2017,47,住院,13~15,高雄市,0,25,64000
2017,47,住院,13~15,新北市,0,3,65000
2017,47,住院,13~15,台中市,1,24,66000
2017,47,住院,13~15,台南市,0,3,67000
2017,47,住院,13~15,桃園市,0,21,68000
2017,47,住院,16~18,金門縣,0,1,09020
2017,47,住院,16~18,宜蘭縣,0,13,10002
2017,47,住院,16~18,新竹縣,0,3,10004
2017,47,住院,16~18,苗栗縣,0,7,10005
2017,47,住院,16~18,彰化縣,0,27,10007
2017,47,住院,16~18,南投縣,0,7,10008
2017,47,住院,16~18,雲林縣,0,9,10009
2017,47,住院,16~18,嘉義縣,0,12,10010
2017,47,住院,16~18,屏東縣,0,11,10013
2017,47,住院,16~18,花蓮縣,0,6,10015
2017,47,住院,16~18,基隆市,0,8,10017
2017,47,住院,16~18,新竹市,0,2,10018
2017,47,住院,16~18,嘉義市,0,4,10020
2017,47,住院,16~18,台北市,0,59,63000
2017,47,住院,16~18,高雄市,0,28,64000
2017,47,住院,16~18,新北市,0,18,65000
2017,47,住院,16~18,台中市,0,46,66000
2017,47,住院,16~18,台南市,0,11,67000
2017,47,住院,16~18,桃園市,0,53,68000
2017,47,住院,19~24,連江縣,0,1,09007
2017,47,住院,19~24,金門縣,0,4,09020
2017,47,住院,19~24,宜蘭縣,0,23,10002
2017,47,住院,19~24,新竹縣,0,11,10004
2017,47,住院,19~24,苗栗縣,0,13,10005
2017,47,住院,19~24,彰化縣,0,86,10007
2017,47,住院,19~24,南投縣,0,23,10008
2017,47,住院,19~24,雲林縣,0,15,10009
2017,47,住院,19~24,嘉義縣,0,17,10010
2017,47,住院,19~24,屏東縣,0,36,10013
2017,47,住院,19~24,台東縣,0,2,10014
2017,47,住院,19~24,花蓮縣,0,27,10015
2017,47,住院,19~24,基隆市,0,11,10017
2017,47,住院,19~24,新竹市,0,18,10018
2017,47,住院,19~24,嘉義市,0,12,10020
2017,47,住院,19~24,台北市,0,196,63000
2017,47,住院,19~24,高雄市,0,119,64000
2017,47,住院,19~24,新北市,0,62,65000
2017,47,住院,19~24,台中市,0,149,66000
2017,47,住院,19~24,台南市,0,35,67000
2017,47,住院,19~24,桃園市,0,152,68000
2017,47,住院,25~64,連江縣,0,2,09007
2017,47,住院,25~64,金門縣,0,24,09020
2017,47,住院,25~64,宜蘭縣,0,516,10002
2017,47,住院,25~64,新竹縣,0,193,10004
2017,47,住院,25~64,苗栗縣,0,221,10005
2017,47,住院,25~64,彰化縣,0,1229,10007
2017,47,住院,25~64,南投縣,0,187,10008
2017,47,住院,25~64,雲林縣,0,331,10009
2017,47,住院,25~64,嘉義縣,0,602,10010
2017,47,住院,25~64,屏東縣,0,469,10013
2017,47,住院,25~64,台東縣,0,9,10014
2017,47,住院,25~64,花蓮縣,0,431,10015
2017,47,住院,25~64,澎湖縣,0,19,10016
2017,47,住院,25~64,基隆市,0,314,10017
2017,47,住院,25~64,新竹市,0,338,10018
2017,47,住院,25~64,嘉義市,0,356,10020
2017,47,住院,25~64,台北市,0,4157,63000
2017,47,住院,25~64,高雄市,0,2097,64000
2017,47,住院,25~64,新北市,0,1384,65000
2017,47,住院,25~64,台中市,0,1839,66000
2017,47,住院,25~64,台南市,0,1197,67000
2017,47,住院,25~64,桃園市,0,2373,68000
2017,47,住院,3~6,金門縣,0,1,09020
2017,47,住院,3~6,宜蘭縣,1,37,10002
2017,47,住院,3~6,新竹縣,0,10,10004
2017,47,住院,3~6,苗栗縣,0,14,10005
2017,47,住院,3~6,彰化縣,0,69,10007
2017,47,住院,3~6,南投縣,0,19,10008
2017,47,住院,3~6,雲林縣,0,12,10009
2017,47,住院,3~6,嘉義縣,1,16,10010
2017,47,住院,3~6,屏東縣,2,36,10013
2017,47,住院,3~6,花蓮縣,0,8,10015
2017,47,住院,3~6,基隆市,0,22,10017
2017,47,住院,3~6,新竹市,0,15,10018
2017,47,住院,3~6,嘉義市,0,6,10020
2017,47,住院,3~6,台北市,1,140,63000
2017,47,住院,3~6,高雄市,3,79,64000
2017,47,住院,3~6,新北市,3,50,65000
2017,47,住院,3~6,台中市,1,98,66000
2017,47,住院,3~6,台南市,0,10,67000
2017,47,住院,3~6,桃園市,2,105,68000
2017,47,住院,65+,連江縣,0,3,09007
2017,47,住院,65+,金門縣,0,29,09020
2017,47,住院,65+,宜蘭縣,0,329,10002
2017,47,住院,65+,新竹縣,0,102,10004
2017,47,住院,65+,苗栗縣,0,207,10005
2017,47,住院,65+,彰化縣,0,938,10007
2017,47,住院,65+,南投縣,0,140,10008
2017,47,住院,65+,雲林縣,0,324,10009
2017,47,住院,65+,嘉義縣,0,547,10010
2017,47,住院,65+,屏東縣,0,336,10013
2017,47,住院,65+,台東縣,0,6,10014
2017,47,住院,65+,花蓮縣,0,289,10015
2017,47,住院,65+,澎湖縣,0,2,10016
2017,47,住院,65+,基隆市,0,292,10017
2017,47,住院,65+,新竹市,0,224,10018
2017,47,住院,65+,嘉義市,0,181,10020
2017,47,住院,65+,台北市,0,2907,63000
2017,47,住院,65+,高雄市,0,1294,64000
2017,47,住院,65+,新北市,0,872,65000
2017,47,住院,65+,台中市,0,1049,66000
2017,47,住院,65+,台南市,0,679,67000
2017,47,住院,65+,桃園市,0,1405,68000
2017,47,住院,7~12,金門縣,0,2,09020
2017,47,住院,7~12,宜蘭縣,0,13,10002
2017,47,住院,7~12,新竹縣,0,3,10004
2017,47,住院,7~12,苗栗縣,1,7,10005
2017,47,住院,7~12,彰化縣,0,39,10007
2017,47,住院,7~12,南投縣,0,8,10008
2017,47,住院,7~12,雲林縣,0,6,10009
2017,47,住院,7~12,嘉義縣,0,10,10010
2017,47,住院,7~12,屏東縣,0,18,10013
2017,47,住院,7~12,花蓮縣,0,10,10015
2017,47,住院,7~12,基隆市,1,9,10017
2017,47,住院,7~12,新竹市,0,9,10018
2017,47,住院,7~12,嘉義市,0,1,10020
2017,47,住院,7~12,台北市,0,96,63000
2017,47,住院,7~12,高雄市,1,37,64000
2017,47,住院,7~12,新北市,0,18,65000
2017,47,住院,7~12,台中市,0,44,66000
2017,47,住院,7~12,台南市,0,10,67000
2017,47,住院,7~12,桃園市,0,56,68000
2017,47,門診,0~2,連江縣,0,56,09007
2017,47,門診,0~2,金門縣,9,639,09020
2017,47,門診,0~2,宜蘭縣,36,3468,10002
2017,47,門診,0~2,新竹縣,32,4295,10004
2017,47,門診,0~2,苗栗縣,16,3628,10005
2017,47,門診,0~2,彰化縣,38,10352,10007
2017,47,門診,0~2,南投縣,20,4047,10008
2017,47,門診,0~2,雲林縣,26,4722,10009
2017,47,門診,0~2,嘉義縣,8,1899,10010
2017,47,門診,0~2,屏東縣,34,5697,10013
2017,47,門診,0~2,台東縣,15,1179,10014
2017,47,門診,0~2,花蓮縣,9,2442,10015
2017,47,門診,0~2,澎湖縣,0,546,10016
2017,47,門診,0~2,基隆市,26,2198,10017
2017,47,門診,0~2,新竹市,46,5488,10018
2017,47,門診,0~2,嘉義市,32,3237,10020
2017,47,門診,0~2,台北市,135,16892,63000
2017,47,門診,0~2,高雄市,150,21543,64000
2017,47,門診,0~2,新北市,251,33217,65000
2017,47,門診,0~2,台中市,151,26415,66000
2017,47,門診,0~2,台南市,102,14568,67000
2017,47,門診,0~2,桃園市,146,17257,68000
2017,47,門診,13~15,連江縣,0,15,09007
2017,47,門診,13~15,金門縣,0,332,09020
2017,47,門診,13~15,宜蘭縣,2,1653,10002
2017,47,門診,13~15,新竹縣,0,1927,10004
2017,47,門診,13~15,苗栗縣,3,1603,10005
2017,47,門診,13~15,彰化縣,4,5642,10007
2017,47,門診,13~15,南投縣,1,2017,10008
2017,47,門診,13~15,雲林縣,4,2686,10009
2017,47,門診,13~15,嘉義縣,0,1602,10010
2017,47,門診,13~15,屏東縣,8,3246,10013
2017,47,門診,13~15,台東縣,1,717,10014
2017,47,門診,13~15,花蓮縣,3,1420,10015
2017,47,門診,13~15,澎湖縣,3,466,10016
2017,47,門診,13~15,基隆市,11,1420,10017
2017,47,門診,13~15,新竹市,4,2036,10018
2017,47,門診,13~15,嘉義市,1,1889,10020
2017,47,門診,13~15,台北市,23,8607,63000
2017,47,門診,13~15,高雄市,14,10118,64000
2017,47,門診,13~15,新北市,39,15182,65000
2017,47,門診,13~15,台中市,28,11068,66000
2017,47,門診,13~15,台南市,7,6822,67000
2017,47,門診,13~15,桃園市,8,8770,68000
2017,47,門診,16~18,連江縣,0,20,09007
2017,47,門診,16~18,金門縣,0,332,09020
2017,47,門診,16~18,宜蘭縣,2,1722,10002
2017,47,門診,16~18,新竹縣,1,1715,10004
2017,47,門診,16~18,苗栗縣,1,1862,10005
2017,47,門診,16~18,彰化縣,0,5693,10007
2017,47,門診,16~18,南投縣,0,1962,10008
2017,47,門診,16~18,雲林縣,0,2973,10009
2017,47,門診,16~18,嘉義縣,1,1537,10010
2017,47,門診,16~18,屏東縣,0,3337,10013
2017,47,門診,16~18,台東縣,0,601,10014
2017,47,門診,16~18,花蓮縣,1,1465,10015
2017,47,門診,16~18,澎湖縣,0,507,10016
2017,47,門診,16~18,基隆市,0,1670,10017
2017,47,門診,16~18,新竹市,5,2124,10018
2017,47,門診,16~18,嘉義市,1,2250,10020
2017,47,門診,16~18,台北市,10,10594,63000
2017,47,門診,16~18,高雄市,4,12507,64000
2017,47,門診,16~18,新北市,12,17404,65000
2017,47,門診,16~18,台中市,18,14153,66000
2017,47,門診,16~18,台南市,3,7901,67000
2017,47,門診,16~18,桃園市,4,9393,68000
2017,47,門診,19~24,連江縣,0,111,09007
2017,47,門診,19~24,金門縣,1,655,09020
2017,47,門診,19~24,宜蘭縣,0,3097,10002
2017,47,門診,19~24,新竹縣,0,3017,10004
2017,47,門診,19~24,苗栗縣,0,3036,10005
2017,47,門診,19~24,彰化縣,3,9874,10007
2017,47,門診,19~24,南投縣,0,3321,10008
2017,47,門診,19~24,雲林縣,1,4760,10009
2017,47,門診,19~24,嘉義縣,1,2913,10010
2017,47,門診,19~24,屏東縣,0,6334,10013
2017,47,門診,19~24,台東縣,1,1139,10014
2017,47,門診,19~24,花蓮縣,0,2661,10015
2017,47,門診,19~24,澎湖縣,0,939,10016
2017,47,門診,19~24,基隆市,0,2745,10017
2017,47,門診,19~24,新竹市,1,5003,10018
2017,47,門診,19~24,嘉義市,1,3956,10020
2017,47,門診,19~24,台北市,7,26334,63000
2017,47,門診,19~24,高雄市,4,27447,64000
2017,47,門診,19~24,新北市,13,33727,65000
2017,47,門診,19~24,台中市,1,30822,66000
2017,47,門診,19~24,台南市,4,17540,67000
2017,47,門診,19~24,桃園市,9,16974,68000
2017,47,門診,25~64,連江縣,0,695,09007
2017,47,門診,25~64,金門縣,0,7641,09020
2017,47,門診,25~64,宜蘭縣,1,41926,10002
2017,47,門診,25~64,新竹縣,0,37511,10004
2017,47,門診,25~64,苗栗縣,2,42041,10005
2017,47,門診,25~64,彰化縣,2,122462,10007
2017,47,門診,25~64,南投縣,1,47169,10008
2017,47,門診,25~64,雲林縣,0,64737,10009
2017,47,門診,25~64,嘉義縣,2,37127,10010
2017,47,門診,25~64,屏東縣,3,80120,10013
2017,47,門診,25~64,台東縣,1,17808,10014
2017,47,門診,25~64,花蓮縣,1,35313,10015
2017,47,門診,25~64,澎湖縣,0,13592,10016
2017,47,門診,25~64,基隆市,2,38604,10017
2017,47,門診,25~64,新竹市,6,57632,10018
2017,47,門診,25~64,嘉義市,0,51262,10020
2017,47,門診,25~64,台北市,31,341799,63000
2017,47,門診,25~64,高雄市,18,333664,64000
2017,47,門診,25~64,新北市,34,390497,65000
2017,47,門診,25~64,台中市,22,302909,66000
2017,47,門診,25~64,台南市,10,199872,67000
2017,47,門診,25~64,桃園市,17,199616,68000
2017,47,門診,3~6,連江縣,0,46,09007
2017,47,門診,3~6,金門縣,11,896,09020
2017,47,門診,3~6,宜蘭縣,28,4642,10002
2017,47,門診,3~6,新竹縣,36,6124,10004
2017,47,門診,3~6,苗栗縣,35,5236,10005
2017,47,門診,3~6,彰化縣,76,14126,10007
2017,47,門診,3~6,南投縣,15,5431,10008
2017,47,門診,3~6,雲林縣,49,7352,10009
2017,47,門診,3~6,嘉義縣,21,3020,10010
2017,47,門診,3~6,屏東縣,30,7936,10013
2017,47,門診,3~6,台東縣,8,1669,10014
2017,47,門診,3~6,花蓮縣,20,3307,10015
2017,47,門診,3~6,澎湖縣,3,926,10016
2017,47,門診,3~6,基隆市,25,3160,10017
2017,47,門診,3~6,新竹市,57,7573,10018
2017,47,門診,3~6,嘉義市,38,4916,10020
2017,47,門診,3~6,台北市,175,24138,63000
2017,47,門診,3~6,高雄市,152,29222,64000
2017,47,門診,3~6,新北市,281,46954,65000
2017,47,門診,3~6,台中市,151,36488,66000
2017,47,門診,3~6,台南市,99,20810,67000
2017,47,門診,3~6,桃園市,194,24533,68000
2017,47,門診,65+,連江縣,0,274,09007
2017,47,門診,65+,金門縣,0,3741,09020
2017,47,門診,65+,宜蘭縣,0,27343,10002
2017,47,門診,65+,新竹縣,0,14773,10004
2017,47,門診,65+,苗栗縣,0,24378,10005
2017,47,門診,65+,彰化縣,0,64144,10007
2017,47,門診,65+,南投縣,0,29904,10008
2017,47,門診,65+,雲林縣,0,41960,10009
2017,47,門診,65+,嘉義縣,0,29850,10010
2017,47,門診,65+,屏東縣,0,52188,10013
2017,47,門診,65+,台東縣,0,11451,10014
2017,47,門診,65+,花蓮縣,0,20761,10015
2017,47,門診,65+,澎湖縣,0,8713,10016
2017,47,門診,65+,基隆市,0,20491,10017
2017,47,門診,65+,新竹市,0,21063,10018
2017,47,門診,65+,嘉義市,0,27037,10020
2017,47,門診,65+,台北市,0,188314,63000
2017,47,門診,65+,高雄市,0,166319,64000
2017,47,門診,65+,新北市,0,144431,65000
2017,47,門診,65+,台中市,1,116992,66000
2017,47,門診,65+,台南市,1,95069,67000
2017,47,門診,65+,桃園市,0,74844,68000
2017,47,門診,7~12,連江縣,0,44,09007
2017,47,門診,7~12,金門縣,0,735,09020
2017,47,門診,7~12,宜蘭縣,11,3380,10002
2017,47,門診,7~12,新竹縣,8,4289,10004
2017,47,門診,7~12,苗栗縣,9,3237,10005
2017,47,門診,7~12,彰化縣,9,10432,10007
2017,47,門診,7~12,南投縣,3,3927,10008
2017,47,門診,7~12,雲林縣,8,5181,10009
2017,47,門診,7~12,嘉義縣,5,2540,10010
2017,47,門診,7~12,屏東縣,8,5841,10013
2017,47,門診,7~12,台東縣,4,1182,10014
2017,47,門診,7~12,花蓮縣,3,2716,10015
2017,47,門診,7~12,澎湖縣,7,756,10016
2017,47,門診,7~12,基隆市,14,2531,10017
2017,47,門診,7~12,新竹市,11,5014,10018
2017,47,門診,7~12,嘉義市,13,3712,10020
2017,47,門診,7~12,台北市,70,19463,63000
2017,47,門診,7~12,高雄市,59,21706,64000
2017,47,門診,7~12,新北市,121,30697,65000
2017,47,門診,7~12,台中市,51,22936,66000
2017,47,門診,7~12,台南市,28,14639,67000
2017,47,門診,7~12,桃園市,78,16931,68000
2017,48,住院,0~2,金門縣,0,2,09020
2017,48,住院,0~2,宜蘭縣,2,42,10002
2017,48,住院,0~2,新竹縣,1,11,10004
2017,48,住院,0~2,苗栗縣,1,5,10005
2017,48,住院,0~2,彰化縣,3,102,10007
2017,48,住院,0~2,南投縣,0,24,10008
2017,48,住院,0~2,雲林縣,1,16,10009
2017,48,住院,0~2,嘉義縣,2,36,10010
2017,48,住院,0~2,屏東縣,1,42,10013
2017,48,住院,0~2,台東縣,0,2,10014
2017,48,住院,0~2,花蓮縣,1,20,10015
2017,48,住院,0~2,基隆市,1,26,10017
2017,48,住院,0~2,新竹市,0,39,10018
2017,48,住院,0~2,嘉義市,0,12,10020
2017,48,住院,0~2,台北市,6,194,63000
2017,48,住院,0~2,高雄市,6,130,64000
2017,48,住院,0~2,新北市,4,52,65000
2017,48,住院,0~2,台中市,7,118,66000
2017,48,住院,0~2,台南市,0,19,67000
2017,48,住院,0~2,桃園市,4,181,68000
2017,48,住院,13~15,金門縣,0,1,09020
2017,48,住院,13~15,宜蘭縣,0,3,10002
2017,48,住院,13~15,新竹縣,0,2,10004
2017,48,住院,13~15,苗栗縣,0,6,10005
2017,48,住院,13~15,彰化縣,0,14,10007
2017,48,住院,13~15,雲林縣,0,6,10009
2017,48,住院,13~15,嘉義縣,0,5,10010
2017,48,住院,13~15,屏東縣,0,1,10013
2017,48,住院,13~15,花蓮縣,0,5,10015
2017,48,住院,13~15,基隆市,0,2,10017
2017,48,住院,13~15,新竹市,0,5,10018
2017,48,住院,13~15,嘉義市,0,1,10020
2017,48,住院,13~15,台北市,0,35,63000
2017,48,住院,13~15,高雄市,0,29,64000
2017,48,住院,13~15,新北市,0,7,65000
2017,48,住院,13~15,台中市,1,25,66000
2017,48,住院,13~15,台南市,0,5,67000
2017,48,住院,13~15,桃園市,0,34,68000
2017,48,住院,16~18,宜蘭縣,0,9,10002
2017,48,住院,16~18,新竹縣,0,2,10004
2017,48,住院,16~18,苗栗縣,1,4,10005
2017,48,住院,16~18,彰化縣,0,23,10007
2017,48,住院,16~18,南投縣,0,7,10008
2017,48,住院,16~18,雲林縣,0,3,10009
2017,48,住院,16~18,嘉義縣,0,6,10010
2017,48,住院,16~18,屏東縣,0,10,10013
2017,48,住院,16~18,花蓮縣,0,4,10015
2017,48,住院,16~18,基隆市,0,4,10017
2017,48,住院,16~18,新竹市,0,9,10018
2017,48,住院,16~18,嘉義市,0,1,10020
2017,48,住院,16~18,台北市,0,46,63000
2017,48,住院,16~18,高雄市,0,51,64000
2017,48,住院,16~18,新北市,0,29,65000
2017,48,住院,16~18,台中市,0,40,66000
2017,48,住院,16~18,台南市,0,14,67000
2017,48,住院,16~18,桃園市,0,47,68000
2017,48,住院,19~24,金門縣,0,6,09020
2017,48,住院,19~24,宜蘭縣,0,24,10002
2017,48,住院,19~24,新竹縣,0,17,10004
2017,48,住院,19~24,苗栗縣,0,23,10005
2017,48,住院,19~24,彰化縣,0,75,10007
2017,48,住院,19~24,南投縣,0,13,10008
2017,48,住院,19~24,雲林縣,0,15,10009
2017,48,住院,19~24,嘉義縣,0,17,10010
2017,48,住院,19~24,屏東縣,0,32,10013
2017,48,住院,19~24,台東縣,0,1,10014
2017,48,住院,19~24,花蓮縣,0,33,10015
2017,48,住院,19~24,澎湖縣,0,1,10016
2017,48,住院,19~24,基隆市,0,11,10017
2017,48,住院,19~24,新竹市,0,15,10018
2017,48,住院,19~24,嘉義市,0,23,10020
2017,48,住院,19~24,台北市,0,189,63000
2017,48,住院,19~24,高雄市,0,122,64000
2017,48,住院,19~24,新北市,0,70,65000
2017,48,住院,19~24,台中市,0,128,66000
2017,48,住院,19~24,台南市,0,41,67000
2017,48,住院,19~24,桃園市,0,141,68000
2017,48,住院,25~64,連江縣,0,1,09007
2017,48,住院,25~64,金門縣,0,30,09020
2017,48,住院,25~64,宜蘭縣,0,458,10002
2017,48,住院,25~64,新竹縣,0,156,10004
2017,48,住院,25~64,苗栗縣,0,206,10005
2017,48,住院,25~64,彰化縣,0,1299,10007
2017,48,住院,25~64,南投縣,0,189,10008
2017,48,住院,25~64,雲林縣,0,320,10009
2017,48,住院,25~64,嘉義縣,0,603,10010
2017,48,住院,25~64,屏東縣,0,472,10013
2017,48,住院,25~64,台東縣,0,17,10014
2017,48,住院,25~64,花蓮縣,0,431,10015
2017,48,住院,25~64,澎湖縣,0,17,10016
2017,48,住院,25~64,基隆市,0,347,10017
2017,48,住院,25~64,新竹市,0,331,10018
2017,48,住院,25~64,嘉義市,0,381,10020
2017,48,住院,25~64,台北市,1,4207,63000
2017,48,住院,25~64,高雄市,0,2423,64000
2017,48,住院,25~64,新北市,0,1382,65000
2017,48,住院,25~64,台中市,0,1900,66000
2017,48,住院,25~64,台南市,0,1294,67000
2017,48,住院,25~64,桃園市,0,2369,68000
2017,48,住院,3~6,金門縣,0,1,09020
2017,48,住院,3~6,宜蘭縣,0,37,10002
2017,48,住院,3~6,新竹縣,0,7,10004
2017,48,住院,3~6,苗栗縣,1,9,10005
2017,48,住院,3~6,彰化縣,1,64,10007
2017,48,住院,3~6,南投縣,0,25,10008
2017,48,住院,3~6,雲林縣,0,6,10009
2017,48,住院,3~6,嘉義縣,0,16,10010
2017,48,住院,3~6,屏東縣,1,41,10013
2017,48,住院,3~6,台東縣,0,1,10014
2017,48,住院,3~6,花蓮縣,0,11,10015
2017,48,住院,3~6,澎湖縣,0,1,10016
2017,48,住院,3~6,基隆市,0,11,10017
2017,48,住院,3~6,新竹市,0,18,10018
2017,48,住院,3~6,嘉義市,1,6,10020
2017,48,住院,3~6,台北市,0,121,63000
2017,48,住院,3~6,高雄市,1,91,64000
2017,48,住院,3~6,新北市,1,49,65000
2017,48,住院,3~6,台中市,0,66,66000
2017,48,住院,3~6,台南市,0,11,67000
2017,48,住院,3~6,桃園市,1,119,68000
2017,48,住院,65+,連江縣,0,3,09007
2017,48,住院,65+,金門縣,0,24,09020
2017,48,住院,65+,宜蘭縣,0,341,10002
2017,48,住院,65+,新竹縣,0,136,10004
2017,48,住院,65+,苗栗縣,0,216,10005
2017,48,住院,65+,彰化縣,0,987,10007
2017,48,住院,65+,南投縣,0,174,10008
2017,48,住院,65+,雲林縣,0,338,10009
2017,48,住院,65+,嘉義縣,0,569,10010
2017,48,住院,65+,屏東縣,0,325,10013
2017,48,住院,65+,台東縣,0,2,10014
2017,48,住院,65+,花蓮縣,0,282,10015
2017,48,住院,65+,澎湖縣,0,3,10016
2017,48,住院,65+,基隆市,0,315,10017
2017,48,住院,65+,新竹市,0,238,10018
2017,48,住院,65+,嘉義市,0,162,10020
2017,48,住院,65+,台北市,0,3049,63000
2017,48,住院,65+,高雄市,0,1514,64000
2017,48,住院,65+,新北市,0,937,65000
2017,48,住院,65+,台中市,0,1079,66000
2017,48,住院,65+,台南市,0,647,67000
2017,48,住院,65+,桃園市,0,1467,68000
2017,48,住院,7~12,宜蘭縣,0,24,10002
2017,48,住院,7~12,新竹縣,0,5,10004
2017,48,住院,7~12,苗栗縣,0,11,10005
2017,48,住院,7~12,彰化縣,0,40,10007
2017,48,住院,7~12,南投縣,0,5,10008
2017,48,住院,7~12,雲林縣,0,3,10009
2017,48,住院,7~12,嘉義縣,0,17,10010
2017,48,住院,7~12,屏東縣,0,22,10013
2017,48,住院,7~12,花蓮縣,0,9,10015
2017,48,住院,7~12,基隆市,0,7,10017
2017,48,住院,7~12,新竹市,0,7,10018
2017,48,住院,7~12,嘉義市,0,1,10020
2017,48,住院,7~12,台北市,0,71,63000
2017,48,住院,7~12,高雄市,1,53,64000
2017,48,住院,7~12,新北市,0,16,65000
2017,48,住院,7~12,台中市,0,53,66000
2017,48,住院,7~12,台南市,0,8,67000
2017,48,住院,7~12,桃園市,0,52,68000
2017,48,門診,0~2,連江縣,0,25,09007
2017,48,門診,0~2,金門縣,2,691,09020
2017,48,門診,0~2,宜蘭縣,23,3464,10002
2017,48,門診,0~2,新竹縣,39,4577,10004
2017,48,門診,0~2,苗栗縣,21,3638,10005
2017,48,門診,0~2,彰化縣,43,10395,10007
2017,48,門診,0~2,南投縣,16,3979,10008
2017,48,門診,0~2,雲林縣,35,4826,10009
2017,48,門診,0~2,嘉義縣,8,1962,10010
2017,48,門診,0~2,屏東縣,27,5915,10013
2017,48,門診,0~2,台東縣,7,1169,10014
2017,48,門診,0~2,花蓮縣,8,2460,10015
2017,48,門診,0~2,澎湖縣,1,567,10016
2017,48,門診,0~2,基隆市,22,2189,10017
2017,48,門診,0~2,新竹市,37,5256,10018
2017,48,門診,0~2,嘉義市,21,3425,10020
2017,48,門診,0~2,台北市,142,17007,63000
2017,48,門診,0~2,高雄市,124,21502,64000
2017,48,門診,0~2,新北市,263,34066,65000
2017,48,門診,0~2,台中市,143,26299,66000
2017,48,門診,0~2,台南市,97,14439,67000
2017,48,門診,0~2,桃園市,123,17755,68000
2017,48,門診,13~15,連江縣,0,16,09007
2017,48,門診,13~15,金門縣,1,307,09020
2017,48,門診,13~15,宜蘭縣,0,1601,10002
2017,48,門診,13~15,新竹縣,2,1757,10004
2017,48,門診,13~15,苗栗縣,5,1573,10005
2017,48,門診,13~15,彰化縣,1,5050,10007
2017,48,門診,13~15,南投縣,2,1924,10008
2017,48,門診,13~15,雲林縣,1,2637,10009
2017,48,門診,13~15,嘉義縣,3,1464,10010
2017,48,門診,13~15,屏東縣,2,2953,10013
2017,48,門診,13~15,台東縣,2,553,10014
2017,48,門診,13~15,花蓮縣,0,1297,10015
2017,48,門診,13~15,澎湖縣,0,371,10016
2017,48,門診,13~15,基隆市,4,1278,10017
2017,48,門診,13~15,新竹市,0,1920,10018
2017,48,門診,13~15,嘉義市,1,1809,10020
2017,48,門診,13~15,台北市,18,8414,63000
2017,48,門診,13~15,高雄市,12,9474,64000
2017,48,門診,13~15,新北市,31,14795,65000
2017,48,門診,13~15,台中市,16,10149,66000
2017,48,門診,13~15,台南市,4,6345,67000
2017,48,門診,13~15,桃園市,7,8452,68000
2017,48,門診,16~18,連江縣,0,11,09007
2017,48,門診,16~18,金門縣,0,371,09020
2017,48,門診,16~18,宜蘭縣,0,1562,10002
2017,48,門診,16~18,新竹縣,0,1561,10004
2017,48,門診,16~18,苗栗縣,1,1694,10005
2017,48,門診,16~18,彰化縣,3,4997,10007
2017,48,門診,16~18,南投縣,0,1795,10008
2017,48,門診,16~18,雲林縣,0,2666,10009
2017,48,門診,16~18,嘉義縣,1,1477,10010
2017,48,門診,16~18,屏東縣,0,3290,10013
2017,48,門診,16~18,台東縣,0,552,10014
2017,48,門診,16~18,花蓮縣,0,1324,10015
2017,48,門診,16~18,澎湖縣,0,447,10016
2017,48,門診,16~18,基隆市,3,1505,10017
2017,48,門診,16~18,新竹市,4,2090,10018
2017,48,門診,16~18,嘉義市,0,2146,10020
2017,48,門診,16~18,台北市,10,9844,63000
