受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院竹東院區,1120321,500000 ,112年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,10004
連江縣立醫院,1120321,1920000 ,112年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,09007
新北市立聯合醫院三重院區,1120321,2261418 ,112年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,65000
衛生福利部苗栗醫院,1120321,250000 ,112年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,10005
衛生福利部桃園醫院新屋分院,1120321,1530000 ,112年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,68000
衛生福利部嘉義醫院,1120321,2478330 ,112年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,10020
衛生福利部彰化醫院,1120321,4840000 ,112年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,10007
衛生福利部臺中醫院,1120321,4064877 ,112年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,10019
衛生福利部臺東醫院,1120321,96000 ,112年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,10014
衛生福利部臺南醫院,1120321,682169 ,112年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,10021
三軍總醫院附設民眾診療服務處,1120324,1136755 ,112年感染管制與抗生素管理卓越計畫補捐助案,63000
國立成功大學醫學院附設醫院,1120410,810000 ,112年傳染病防治醫療網支援合作醫院行政作業款,10021
國立臺灣大學醫學院附設醫院,1120410,950000 ,112年傳染病防治醫療網支援合作醫院行政作業款,63000
三軍總醫院澎湖分院附設民眾診療服務處,1120417,779035 ,112年度傳染病防治醫療網應變醫院病房維護費,10016
高雄市立民生醫院,1120417,3182500 ,112年度傳染病防治醫療網應變醫院病房維護費,64000
國立成功大學醫學院附設醫院斗六分院,1120417,663300 ,112年度傳染病防治醫療網應變醫院病房維護費,10009
國立陽明交通大學附設醫院,1120417,2115000 ,112年度傳染病防治醫療網應變醫院病房維護費,10002
國立臺灣大學醫學院附設醫院雲林分院,1120417,2653200 ,112年度傳染病防治醫療網應變醫院病房維護費,10009
國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院竹北院區,1120417,1620000 ,112年度傳染病防治醫療網應變醫院病房維護費,10004
國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1120417,3283000 ,112年度傳染病防治醫療網應變醫院病房維護費,10018
連江縣立醫院,1120417,790000 ,112年度傳染病防治醫療網應變醫院病房維護費,09007
新北市立聯合醫院三重院區,1120417,1859750 ,112年度傳染病防治醫療網應變醫院病房維護費,65000
臺北市立聯合醫院和平院區,1120417,3283000 ,112年度傳染病防治醫療網應變醫院病房維護費,63000
衛生福利部花蓮醫院,1120417,1600000 ,112年度傳染病防治醫療網應變醫院病房維護費,10015
衛生福利部金門醫院,1120417,788187 ,112年度傳染病防治醫療網應變醫院病房維護費,09020
衛生福利部南投醫院,1120417,1514584 ,112年度傳染病防治醫療網應變醫院病房維護費,10008
衛生福利部屏東醫院,1120417,2115000 ,112年度傳染病防治醫療網應變醫院病房維護費,10013
衛生福利部苗栗醫院,1120417,1669982 ,112年度傳染病防治醫療網應變醫院病房維護費,10005
衛生福利部桃園醫院新屋分院,1120417,1913500 ,112年度傳染病防治醫療網應變醫院病房維護費,68000
衛生福利部基隆醫院,1120417,789947 ,112年度傳染病防治醫療網應變醫院病房維護費,10017
衛生福利部嘉義醫院,1120417,1620000 ,112年度傳染病防治醫療網應變醫院病房維護費,10020
衛生福利部彰化醫院,1120417,2022931 ,112年度傳染病防治醫療網應變醫院病房維護費,10007
衛生福利部臺中醫院,1120417,2088516 ,112年度傳染病防治醫療網應變醫院病房維護費,10019
衛生福利部臺東醫院,1120417,704216 ,112年度傳染病防治醫療網應變醫院病房維護費,10014
衛生福利部臺南醫院,1120417,2303368 ,112年度傳染病防治醫療網應變醫院病房維護費,10021
三.對公保軍保退撫基金之補助及挹注,,467700 ,,
公務人員退休撫卹基金管理局,1120419,467700 ,本署聘任人員110年度調降退休所得節省經費挹注退撫基金,63000
四.公費就養及醫療補助,,0 ,,
五.社會保險負擔,,0 ,,
六.對國內團體之捐助,,19761082 ,,
1.財團法人,,12002124 ,,
(1)基金捐助,,0 ,,
(2)計畫捐助,,12002124 ,,
中山醫學大學附設醫院,1120101,20000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10019
中國醫藥大學附設醫院,1120101,59000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10019
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,1120101,59000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10020
天主教靈醫會醫療財團法人羅東聖母醫院,1120101,132000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10002
台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,1120101,60000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10014
台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,10014
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1120101,24155 ,112年度補助醫院辦理漢生病個案確診及治療計畫,63000
台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,1120101,69000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10018
佛教慈濟醫療財團法人台北慈濟醫院,1120101,37000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,65000
佛教慈濟醫療財團法人玉里慈濟醫院,1120101,159000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10015
佛教慈濟醫療財團法人花蓮慈濟醫院,1120101,48000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10015
佛教慈濟醫療財團法人關山慈濟醫院,1120101,40000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10014
沙爾德聖保祿修女會醫療財團法人聖保祿醫院,1120101,53000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,68000
東基醫療財團法人台東基督教醫院,1120101,20000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10014
長庚醫療財團法人林口長庚紀念醫院,1120101,72000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,68000
屏基醫療財團法人屏東基督教醫院,1120101,131000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
埔基醫療財團法人埔里基督教醫院,1120101,149000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
埔基醫療財團法人埔里基督教醫院,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,10008
財團法人台灣紅絲帶基金會,1120101,1250000 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
財團法人台灣關愛基金會,1120101,1395000 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
財團法人杏陵醫學基金會,1120101,517500 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
財團法人私立高雄醫學大學附設中和紀念醫院,1120101,41000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,64000
財團法人護理人員愛滋病防治基金會,1120101,110000 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
高雄市立大同醫院（委託財團法人私立高雄醫學大學經營）,1120101,40000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,64000
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),1120101,35000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,64000
彰化基督教醫療財團法人南投基督教醫院,1120101,156000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
彰化基督教醫療財團法人彰化基督教醫院,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,10007
臺灣基督教門諾會醫療財團法人門諾醫院,1120101,57000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10015
戴德森醫療財團法人嘉義基督教醫院,1120101,56000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10020
醫療財團法人台灣血液基金會,1120101,75650 ,指定機構辦理新冠病毒血清抗體監視系統之提供指定檢體補助費,63000
醫療財團法人羅許基金會羅東博愛醫院,1120101,61000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10002
財團法人台灣肝臟研究暨教育基金會,1120212,300000 ,2023年亞太肝臟研究學會32nd Conference of the Asian Pacific Association for the Study of the Liver(2023APASL Annual Meeting),63000
中山醫學大學附設醫院,1120316,16000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10019
中國醫藥大學兒童醫院,1120316,19700 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10019
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,1120316,25119 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10020
天主教若瑟醫療財團法人若瑟醫院,1120316,26950 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10009
台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院,1120316,10013 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,63000
佛教慈濟醫療財團法人大林慈濟醫院,1120316,17000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10010
佛教慈濟醫療財團法人花蓮慈濟醫院,1120316,16200 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10015
奇美醫療財團法人奇美醫院,1120316,12610 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10021
長庚醫療財團法人高雄長庚紀念醫院,1120316,28000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,64000
屏基醫療財團法人屏東基督教醫院,1120316,24300 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10013
為恭醫療財團法人為恭紀念醫院,1120316,10922 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10005
埔基醫療財團法人埔里基督教醫院,1120316,26000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10008
財團法人私立高雄醫學大學附設中和紀念醫院,1120316,27000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,64000
新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興建經營),1120316,27000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10018
義大醫療財團法人義大醫院,1120316,4900 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,64000
彰化基督教醫療財團法人彰化基督教兒童醫院,1120316,19999 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10007
臺灣基督教門諾會醫療財團法人門諾醫院,1120316,16986 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10015
戴德森醫療財團法人嘉義基督教醫院,1120316,12392 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10020
醫療財團法人羅許基金會羅東博愛醫院,1120316,8850 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10002
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1120324,1072879 ,112年感染管制與抗生素管理卓越計畫補捐助案,63000
佛教慈濟醫療財團法人花蓮慈濟醫院,1120324,1008516 ,112年感染管制與抗生素管理卓越計畫補捐助案,10015
中國醫藥大學附設醫院,1120410,800000 ,112年傳染病防治醫療網支援合作醫院行政作業款,10019
佛教慈濟醫療財團法人花蓮慈濟醫院,1120410,339663 ,112年傳染病防治醫療網支援合作醫院行政作業款,10015
長庚醫療財團法人林口長庚紀念醫院,1120410,765025 ,112年傳染病防治醫療網支援合作醫院行政作業款,68000
財團法人私立高雄醫學大學附設中和紀念醫院,1120410,800000 ,112年傳染病防治醫療網支援合作醫院行政作業款,64000
佛教慈濟醫療財團法人大林慈濟醫院,1120417,747000 ,112年度傳染病防治醫療網應變醫院病房維護費,10010
長庚醫療財團法人嘉義長庚紀念醫院,1120417,574795 ,112年度傳染病防治醫療網應變醫院病房維護費,10010
財團法人台灣紅絲帶基金會,1120825,100000 ,112年補助民間團體辦理急性病毒性肝炎防治衛生教育,63000
財團法人肝病防治學術基金會,1120825,100000 ,112年補助民間團體辦理急性病毒性肝炎防治衛生教育,63000
財團法人兒童肝膽疾病防治基金會,1120825,100000 ,112年補助民間團體辦理急性病毒性肝炎防治衛生教育,63000
2.其他團體,,7758958 ,,
人和藥局,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,10013
人和藥局,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,64000
大千綜合醫院,1120101,44000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10005
大順醫院,1120101,42000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10005
大新醫院,1120101,65000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
天文大藥局,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,65000
心惠聯合藥局,1120101,16000 ,112年愛滋病指定醫事機構服務品質提升計畫,10005
日信藥局(彰化員林),1120101,16000 ,112年愛滋病指定醫事機構服務品質提升計畫,10007
水里社區基督聯合診所,1120101,46000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
世界和平婦女會台灣總會,1120101,80000 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
出雲藥局,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,65000
台灣同志運動發展協會,1120101,100000 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
台灣年輕藥師協會,1120101,140000 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
台灣愛滋病學會,1120101,700000 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
台灣預防醫學學會,1120101,146675 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
安泰醫療社團法人安泰醫院,1120101,43000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
安泰醫療社團法人潮州安泰醫院,1120101,35000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
竹山秀傳醫療社團法人竹山秀傳醫院,1120101,52000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
竹山秀傳醫療社團法人竹山秀傳醫院,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,10008
竹信醫院,1120101,142000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10004
佑民醫療社團法人佑民醫院,1120101,56000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
枋寮醫療社團法人枋寮醫院,1120101,155000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
東元醫療社團法人東元綜合醫院,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,10004
東勢區農會附設農民醫院,1120101,50000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10019
社團法人中華民國台灣懷愛協會,1120101,250000 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,10019
社團法人中華民國愛滋感染者權益促進會,1120101,200000 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
社團法人台北市日日春關懷互助協會,1120101,200000 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣愛之希望協會,1120101,528500 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,64000
社團法人台灣愛滋病護理學會,1120101,1320500 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣新滋識同盟,1120101,347025 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,65000
社團法人台灣跨虹者權益促進協會,1120101,179625 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣露德協會,1120101,1090958 ,112年補助民間團體暨大專校院辦理愛滋病防治工作計畫,63000
南門醫療社團法人南門醫院,1120101,43000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
柏愛藥局(新北市),1120101,16000 ,112年愛滋病指定醫事機構服務品質提升計畫,65000
柏愛藥局(臺北市),1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,63000
皇誼藥局,1120101,16000 ,112年愛滋病指定醫事機構服務品質提升計畫,65000
美日藥局,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,10019
茂隆骨科醫院,1120101,45000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
家安藥師藥局,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,10013
健仁醫院,1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,64000
康妍藥局,1120101,16000 ,112年愛滋病指定醫事機構服務品質提升計畫,10018
敏盛綜合醫院,1120101,16000 ,112年愛滋病指定醫事機構服務品質提升計畫,68000
惠登藥師藥局(宜蘭),1120101,6000 ,112年愛滋病指定醫事機構服務品質提升計畫,10002
童綜合醫療社團法人童綜合醫院,1120101,35000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10019
陽明醫院,1120101,66000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10020
德安藥局,1120101,16000 ,112年愛滋病指定醫事機構服務品質提升計畫,10019
聯合藥師藥局,1120101,16000 ,112年愛滋病指定醫事機構服務品質提升計畫,10005
懷慶中西藥局,1120101,16000 ,112年愛滋病指定醫事機構服務品質提升計畫,10005
寶建醫療社團法人寶建醫院,1120101,89000 ,112年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
社團法人臺灣兒科醫學會,1120201,298005 ,112年本署補助民間團體辦理腸病毒、麻疹及德國麻疹防治與感染管制教育訓練計畫,63000
大千綜合醫院,1120316,23500 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10005
光田醫療社團法人光田綜合醫院,1120316,27000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10019
光田醫療社團法人光田綜合醫院大甲分院,1120316,27000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10019
安泰醫療社團法人安泰醫院,1120316,28000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10013
秀傳醫療社團法人秀傳紀念醫院,1120316,13000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10007
東元醫療社團法人東元綜合醫院,1120316,16900 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10004
林新醫療社團法人林新醫院,1120316,27000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10019
敏盛綜合醫院,1120316,16000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,68000
童綜合醫療社團法人童綜合醫院,1120316,23800 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10019
臺北市立萬芳醫院-委託臺北醫學大學辦理,1120316,23602 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,63000
輔英科技大學附設醫院,1120316,12940 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10013
澄清綜合醫院中港分院,1120316,18000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,10019
衛生福利部雙和醫院(委託臺北醫學大學興建經營),1120316,13000 ,補助112年腸病毒責任醫院辦理醫護人員教育訓練,65000
中華民國藥師公會全國聯合會,1120512,350000 ,2023亞洲藥學會年會(FAPA2023),63000
中華民國醫師公會全國聯合會,1120522,28566 ,112年登革熱、屈公病與蜱媒傳染病之醫事人員教育訓練,63000
臺灣腎臟護理學會,1120828,150000 ,112年補助民間團體辦理醫療院所透析單位辦理急性病毒性B、C型肝炎防治教育訓練,63000
台灣疫苗推動協會,1121027,161362 ,辦理2023年疫苗專家論壇案,63000
七.對外之捐助,,0 ,,
八.其他補助及捐助,,7166306561 ,,
個人,1120101,177665000 ,COVID-19確診者血液透析津貼,
個人,1120101,286083536 ,一般護理之家照護嚴重特殊傳染性肺炎(COVID-19)輕症或無症狀之就地安置確診住民之照護津貼,
個人,1120101,6553325291 ,執行醫療照護之醫事人員津貼,
個人,1120101,15465000 ,專責病房照護輔佐人員津貼,
個人,1120101,138000 ,辦理居家護理所到宅執行嚴重特殊傳染性肺炎醫療照護發給津貼,
個人,1120101,83682990 ,辦理精神科醫院執行嚴重特殊傳染性肺炎醫療照護之醫事人員及相關人員津貼,
個人,1120101,49774636 ,辦理精神照護機構執行嚴重特殊傳染性肺炎醫療照護之醫事人員及相關人員津貼,
佳國耳鼻喉科診所,1120222,172108 ,醫療(事)機構受嚴重特殊傳染性肺炎影響而停診(業)之補償(貼),68000
九.獎助,,27842179833 ,,
1.對學生之獎助,,0 ,,
2.對私校之獎助,,0 ,,
3.社會福利津貼及濟助,,23374109553 ,,
個人,1120101,99334894 ,112年公費抗結核藥品,
個人,1120101,46000000 ,112年孕婦全面愛滋篩檢,
個人,1120101,21154000 ,112年性病、急性病毒性肝炎及藥癮患者全面篩檢愛滋病毒計畫,
個人,1120101,9834400 ,112年非愛滋指定醫事機構PrEP計畫,
個人,1120101,214700866 ,112年建構抗藥性結核病醫療照護體系補助計畫,
個人,1120101,247039000 ,112年愛滋病指定醫事機構服務品質提升計畫,
個人,1120101,765019 ,112年補助臺南市政府衛生局配置保全人員,
個人,1120101,2394150 ,112年矯正機關潛伏結核感染檢驗與治療計畫,
個人,1120101,37000000 ,112年藥癮愛滋個案替代治療計畫,
個人,1120101,2668867312 ,公費補助臺灣清冠一號藥品費用,
個人,1120101,865737280 ,直轄市、縣（市）政府辦理「嚴重特殊傳染性肺炎隔離及檢疫期間防疫補償」補償金,
個人,1120101,171778328 ,辦理嚴重特殊傳染性肺炎死亡喪葬慰問金,
個人,1120110,400992619 ,112年度結核病及漢生病直接觀察治療都治執行計畫,
個人,1120111,279326737 ,嚴重特殊傳染性肺炎隔離治療費用-112年春節期間加成給付費用,
個人,1120113,1654800 ,112年度愛滋匿名篩檢服務拓點計畫,
個人,1120117,1739154 ,112年因執行職務意外暴露愛滋病毒後預防性投藥,
個人,1120117,427899 ,112年疑似愛滋感染嬰幼兒醫療照護作業補助費用,
個人,1120130,17281324761 ,嚴重特殊傳染性肺炎隔離治療費用,
