單位類別,受補助單位,補助日期,撥款金額,核准日期,累計撥款金額,補助事項或支出用途,縣市代碼
團體,長庚醫療財團法人林口長庚紀念醫院,1060508,57900,1060308,57900,抗生素抗藥性管理通報系統,68000
團體,長庚醫療財團法人林口長庚紀念醫院,1060316,0,1060308,680000,補助支援合作醫院相關行政費,68000
團體,財團法人私立高雄醫學大學附設中和紀念醫院,1060313,0,1060308,680000,補助支援合作醫院相關行政費,64000
團體,財團法人私立高雄醫學大學附設中和紀念醫院,1060508,57900,1060308,57900,抗生素抗藥性管理通報系統,64000
團體,彰化基督教醫療財團法人彰化基督教醫院,1060508,57900,1060308,57900,抗生素抗藥性管理通報系統,10007
團體,衛生福利部雙和醫院(委託臺北醫學大學興建經營),1060525,50400,1060308,50400,抗生素抗藥性管理通報系統,65000
團體,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,1060508,144750,1060308,144750,抗生素抗藥性管理通報系統,65000
團體,壢新醫院,1060508,144750,1060308,144750,抗生素抗藥性管理通報系統,68000
團體,中山醫學大學附設醫院,1060621,19024,1060320,19024,106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,66000
團體,天主教若瑟醫療財團法人若瑟醫院,1060606,9595,1060320,9595,106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,10009
團體,行天宮醫療志業醫療財團法人恩主公醫院,1060606,17475,1060320,17475,106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,65000
團體,澄清綜合醫院中港分院,1060616,20000,1060320,20000,106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,66000
團體,財團法人肝病防治學術基金會 ,1060616,100000,1060606,100000,病毒性肝炎防治衛生教育,63000
團體,財團法人兒童肝膽疾病防治基金會,1060616,100000,1060606,100000,病毒性肝炎防治衛生教育,63000
縣市政府,宜蘭縣政府衛生局,1060307,0,1060210,1134400,傳染病防治計畫,10002
縣市政府,花蓮縣衛生局,1060220,0,1060210,612800,傳染病防治計畫,10015
縣市政府,金門縣衛生局,1060310,0,1060210,106000,傳染病防治計畫,09020
縣市政府,南投縣政府衛生局,1060314,0,1060210,930000,傳染病防治計畫,10008
縣市政府,屏東縣政府衛生局,1060301,0,1060210,3787600,傳染病防治計畫,10013
縣市政府,苗栗縣衛生局,1060216,0,1060210,1031808,傳染病防治計畫,10005
縣市政府,桃園市政府衛生局,1060216,0,1060210,1764385,傳染病防治計畫,68000
縣市政府,高雄市政府衛生局,1060308,0,1060210,5839500,傳染病防治計畫,64000
縣市政府,基隆市衛生局,1060301,0,1060210,702000,傳染病防治計畫,10017
縣市政府,連江縣衛生福利局,1060221,0,1060210,180000,傳染病防治計畫,09007
縣市政府,雲林縣衛生局,1060301,0,1060210,1123600,傳染病防治計畫,10009
縣市政府,新北市政府衛生局,1060306,0,1060210,2653480,傳染病防治計畫,65000
縣市政府,新竹市衛生局,1060216,0,1060210,594000,傳染病防治計畫,10018
縣市政府,新竹縣政府衛生局,1060217,0,1060210,734288,傳染病防治計畫,10004
縣市政府,嘉義市政府衛生局,1060217,0,1060210,820000,傳染病防治計畫,10020
縣市政府,嘉義縣衛生局,1060220,0,1060210,1386280,傳染病防治計畫,10010
縣市政府,彰化縣衛生局,1060301,0,1060210,1264920,傳染病防治計畫,10007
縣市政府,臺中市政府衛生局,1060220,0,1060210,1857324,傳染病防治計畫,66000
縣市政府,臺東縣衛生局,1060306,0,1060210,752188,傳染病防治計畫,10014
縣市政府,臺南市政府衛生局,1060301,0,1060210,4923520,傳染病防治計畫,67000
縣市政府,澎湖縣政府衛生局,1060301,0,1060210,564400,傳染病防治計畫,10016
縣市政府,高雄市政府衛生局,1060626,16141000,1060518,16141000,加強高風險縣市登革熱防治計畫,64000
縣市政府,臺南市政府衛生局,1060612,13923000,1060518,13923000,加強高風險縣市登革熱防治計畫,67000
縣市政府,屏東縣政府衛生局,1060603,4936000,1060601,4936000,加強高風險縣市登革熱防治計畫,10013
