受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
個人,1100604,448000,110年公費抗結核藥品levofloxacin(750mg),
個人,1100623,817200,110年公費抗結核藥品moxifloxacin採購案,
個人,1100630,1354500,110年公費抗結核藥品cycloserine採購案,
個人,1100702,9000,抗結核公費藥Levofloxacin 100mg,
個人,1100721,260000,110年公費抗結核藥品Streptomycin (1gm)採購案,
個人,1100122,238787,本署退休人員(聘任人員)109年度優惠存款差額利息歸墊 ,
個人,1100118,176000,110年致贈退休人員及在職亡故同仁之遺族三節慰問金(春節),
個人,1100118,232000,退職工友(含遺眷)三節慰問金(春節),
個人,1100524,168000,110年致贈退休人員及在職亡故同仁之遺族三節慰問金(端午節),
個人,1100524,226000,技工工友三節慰問金(端午節),
個人,1100903,172000,110年致贈退休人員及在職亡故同仁之遺族三節慰問金(中秋節),
個人,1100903,6000,補發在職亡故同仁遺族109(中秋節)110年(春節及端午節)年節慰問金,
個人,1100906,224000,退職工友（含遺眷）110年中秋節慰問金,
