"單位類別","受補助單位","補助日期","撥款金額","核准日期","累計撥款金額","補助事項或支出用途","縣市別"
"對特種基金之補助","衛生福利部嘉南療養院","1080201","43,120 ","1080101","43,120 ","愛滋防治替代治療計畫藥品費-丁基原啡因複方錠(Suboxone)藥品補助費","臺南市"
"對特種基金之補助","衛生福利部臺南醫院","1080222","135,000 ","1080101","135,000 ","108年「抗生素抗藥性管理通報系統」","臺南市"
"對特種基金之補助","國立成功大學醫學院附設醫院","1080322","700,000 ","1080305","700,000 ","補(捐)助支援合作醫院行政作業款","臺南市"
"對特種基金之補助","國立臺灣大學醫學院附設醫院","1080312","700,000 ","1080305","700,000 ","補(捐)助支援合作醫院行政作業款","臺北市"
"對特種基金之補助","國立成功大學醫學院附設醫院","1080322","30,000 ","1080320","30,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","臺南市"
"對特種基金之補助","國立臺灣大學醫學院附設醫院","1080326","20,000 ","1080320","20,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","臺北市"
"對特種基金之補助","臺中榮民總醫院","1080326","30,000 ","1080320","30,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","臺中市"
"對特種基金之補助","衛生福利部桃園醫院","1080326","30,000 ","1080320","30,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","桃園市"
"對國內團體之捐助","台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院","1080220","40,000 ","1080101","40,000 ","108年度補助醫院辦理漢生病個案確診及治療計畫","臺北市"
"對國內團體之捐助","台灣基督長老教會新樓醫療財團法人台南新樓醫院","1080222","135,000 ","1080101","135,000 ","108年「抗生素抗藥性管理通報系統」","臺南市"
"對國內團體之捐助","奇美醫療財團法人柳營奇美醫院","1080225","53,400 ","1080101","53,400 ","108年「抗生素抗藥性管理通報系統」","臺南市"
"對國內團體之捐助","長庚醫療財團法人基隆長庚紀念醫院","1080319","53,400 ","1080101","53,400 ","108年「抗生素抗藥性管理通報系統」","基隆市"
"對國內團體之捐助","屏基醫療財團法人屏東基督教醫院","1080222","53,400 ","1080101","53,400 ","108年「抗生素抗藥性管理通報系統」","屏東縣"
"對國內團體之捐助","新光醫療財團法人新光吳火獅紀念醫院","1080222","53,400 ","1080101","53,400 ","108年「抗生素抗藥性管理通報系統」","臺北市"
"對國內團體之捐助","臺北醫學大學附設醫院","1080304","53,400 ","1080101","53,400 ","108年「抗生素抗藥性管理通報系統」","臺北市"
"對國內團體之捐助","財團法人台北市愛慈社會福利基金會","1080325","100,000 ","1080225","100,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","財團法人台灣紅絲帶基金會","1080314","1,000,000 ","1080225","1,000,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","財團法人台灣關愛基金會","1080321","1,424,000 ","1080225","1,424,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","財團法人杏陵醫學基金會","1080308","432,000 ","1080225","432,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","財團法人護理人員愛滋病防治基金會","1080321","300,000 ","1080225","300,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","中國醫藥大學附設醫院","1080314","700,000 ","1080305","700,000 ","補(捐)助支援合作醫院行政作業款","臺中市"
"對國內團體之捐助","佛教慈濟醫療財團法人花蓮慈濟醫院","1080314","700,000 ","1080305","700,000 ","補(捐)助支援合作醫院行政作業款","花蓮縣"
"對國內團體之捐助","長庚醫療財團法人林口長庚紀念醫院","1080314","700,000 ","1080305","700,000 ","補(捐)助支援合作醫院行政作業款","桃園市"
"對國內團體之捐助","財團法人私立高雄醫學大學附設中和紀念醫院","1080321","700,000 ","1080305","700,000 ","補(捐)助支援合作醫院行政作業款","高雄市"
"對國內團體之捐助","天主教若瑟醫療財團法人若瑟醫院","1080327","30,000 ","1080320","30,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","雲林縣"
"對國內團體之捐助","天主教靈醫會醫療財團法人羅東聖母醫院","1080326","17,500 ","1080320","17,500 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","宜蘭縣"
"對國內團體之捐助","奇美醫療財團法人奇美醫院","1080326","25,000 ","1080320","25,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","臺南市"
"對國內團體之捐助","長庚醫療財團法人基隆長庚紀念醫院","1080326","60,000 ","1080320","60,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","基隆市"
"對國內團體之捐助","財團法人私立高雄醫學大學附設中和紀念醫院","1080327","30,000 ","1080320","30,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","高雄市"
"對國內團體之捐助","彰化基督教醫療財團法人彰化基督教醫院","1080327","20,000 ","1080320","20,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","彰化縣"
"對國內團體之捐助","健仁醫院","1080222","135,000 ","1080101","135,000 ","108年「抗生素抗藥性管理通報系統」","高雄市"
"對國內團體之捐助","敏盛綜合醫院","1080304","53,400 ","1080101","53,400 ","108年「抗生素抗藥性管理通報系統」","桃園市"
"對國內團體之捐助","陽明醫院","1080222","135,000 ","1080101","135,000 ","108年「抗生素抗藥性管理通報系統」","嘉義市"
"對國內團體之捐助","台灣結核暨肺部疾病醫學會","1080129","990,000 ","1080108","990,000 ","「108年結核病防治教育訓練補助計畫」-結核病個案管理師教育訓練計畫及認證","臺北市"
"對國內團體之捐助","台灣結核暨肺部疾病醫學會","1080129","570,000 ","1080108","570,000 ","「108年結核病防治教育訓練補助計畫」-醫師結核病防治教育訓練","臺北市"
"對國內團體之捐助","中華民國大腸直腸外科醫學會","1080321","680,000 ","1080225","680,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","高雄市"
"對國內團體之捐助","中華民國台灣女童軍總會","1080308","60,000 ","1080225","60,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","中華身心健康促進暨研究協會","1080321","50,000 ","1080225","50,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","桃園市"
"對國內團體之捐助","世界和平婦女會台灣總會","1080308","80,000 ","1080225","80,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","台灣年輕藥師協會","1080321","150,000 ","1080225","150,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","台灣愛滋病學會","1080308","656,000 ","1080225","656,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","社團法人中華民國愛滋感染者權益促進會","1080308","300,000 ","1080225","300,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","社團法人台北市日日春關懷互助協會","1080314","200,000 ","1080225","200,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","社團法人台灣世界快樂聯盟","1080311","110,000 ","1080225","110,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","屏東縣"
"對國內團體之捐助","社團法人台灣愛之希望協會","1080326","680,000 ","1080225","680,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","高雄市"
"對國內團體之捐助","社團法人台灣愛滋病護理學會","1080308","472,000 ","1080225","472,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","社團法人台灣愛滋關懷協會","1080314","100,000 ","1080225","100,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","社團法人台灣新滋識同盟","1080314","200,000 ","1080225","200,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","新北市"
"對國內團體之捐助","社團法人台灣預防醫學學會","1080311","200,000 ","1080225","200,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","社團法人台灣露德協會","1080308","1,072,000 ","1080225","1,072,000 ","「108年度補助民間團體及大專院校辦理愛滋病防治工作計畫」","臺北市"
"對國內團體之捐助","東元醫療社團法人東元綜合醫院","1080326","30,000 ","1080320","30,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","新竹縣"
"獎助","個人","1080327","2,248,000 ","1070101","2,248,000 ","107-108年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫","各縣市"
"獎助","個人","1080318","78,065,000 ","1070101","78,065,000 ","108年度補助建構抗藥性結核病醫療照護體系計畫","各縣市"
"獎助","個人","1080201","1,340,000,000 ","1071228","1,340,000,000 ","108年預算償還106及107年愛滋醫療費用欠款","各縣市"
"獎助","個人","1080213","10,000,000 ","1080101","10,000,000 ","「性傳染病、急性病毒性肝炎或藥癮病患全面篩檢愛滋計畫」","各縣市"
"獎助","個人","1080201","178,670,500 ","1080101","178,670,500 ","108年度「結核病及漢生病直接觀察治療都治執行計畫」","各縣市"
"獎助","個人","1080311","35,400 ","1080101","35,400 ","108年慢性傳染性結核病個案住院營養暨生活費補助","各縣市"
"獎助","個人","1080213","21,000,000 ","1080101","21,000,000 ","代辦108年「愛滋防治替代治療計畫」","各縣市"
"獎助","個人","1080221","24,000,000 ","1080101","24,000,000 ","孕婦全面篩檢愛滋計畫","各縣市"
"獎助","個人","1080307","88,808,000 ","1080101","88,808,000 ","委託健保代辦結核病等醫療費用","各縣市"
"獎助","個人","1080223","7,620,000 ","1080108","7,620,000 ","108年抗結核藥品Bedaquiline","各縣市"
"獎助","個人","1080325","49,882 ","1080108","49,882 ","因執行業務意外暴露愛滋病毒後預防性投藥補助","各縣市"
"獎助","個人","1080325","24,515 ","1080108","24,515 ","因執行業務意外暴露愛滋病毒後預防性投藥補助","各縣市"
"獎助","個人","1080325","42,038 ","1080108","42,038 ","因執行業務意外暴露愛滋病毒後預防性投藥補助","各縣市"
"獎助","個人","1080328","223,845 ","1080108","223,845 ","因執行業務意外暴露愛滋病毒後預防性投藥補助","各縣市"
"獎助","個人","1080304","2,940,000 ","1080115","2,940,000 ","108年專案進口抗結核藥品Terizidone採購案","各縣市"
"獎助","個人","1080305","64,500 ","1080128","64,500 ","108年公費抗結核藥品levofloxacin 500mg","各縣市"
"獎助","個人","1080306","364,000 ","1080128","364,000 ","108年公費抗結核藥品streptomycin","各縣市"
"獎助","個人","1080219","5,953,935 ","1080212","5,953,935 ","106年愛滋醫療費用於107下半年孳生利息","各縣市"
"獎助","個人","1080325","5,054,070 ","1080214","5,054,070 ","108年度愛滋病指定醫事機構服務品質提升計畫","各縣市"
"獎助","個人","1080325","2,079,940 ","1080214","2,079,940 ","108年度愛滋病指定醫事機構服務品質提升計畫","各縣市"
"獎助","個人","1080321","221,890 ","1080214","221,890 ","108年度愛滋病指定醫事機構服務品質提升計畫","各縣市"
"獎助","個人","1080321","2,656,240 ","1080214","2,656,240 ","108年度愛滋病指定醫事機構服務品質提升計畫","各縣市"
"獎助","個人","1080325","2,593,550 ","1080214","2,593,550 ","108年度愛滋病指定醫事機構服務品質提升計畫","各縣市"
"獎助","個人","1080328","6,252,340 ","1080220","6,252,340 ","108年度愛滋病指定醫事機構服務品質提升計畫","各縣市"
"獎助","個人","1080304","42,992 ","1080227","42,992 ","106年欠款於108年1月10日清償前孳生利息","各縣市"
"獎助","個人","1080328","1,969,600 ","1080311","1,969,600 ","108年度愛滋抗原抗體複合型快速篩檢試劑","各縣市"
"獎助","個人","1080218","80,915 ","1080215","80,915 ","本署107年聘任人員優惠存款利息差額補貼(江○○)","各縣市"
"獎助","個人","1080304","16,000 ","1080102","16,000 ","108年三麻一風監視調查作業之病例通報獎金","各縣市"
"獎助","個人","1080218","216,000 ","1080102","216,000 ","108年退職工友(含遺眷)三節慰問金","各縣市"
"獎助","個人","1080213","180,000 ","1080103","180,000 ","108年致贈退休人員及在職亡故同仁之遺族三節慰問金","各縣市"
"獎助","個人","1080321","40,000 ","1080319","40,000 ","登革熱通報獎金","各縣市"
