"單位類別","受補助單位","補助日期","撥款金額","核准日期","累計撥款金額","補助事項或支出用途","縣市別"
"對特種基金之補助","衛生福利部桃園醫院新屋分院","1071227","0 ","1070410","2,420,000 ","有關107年傳染病防治醫療網應變醫院病房維護費補（捐）助費用","桃園市"
"對特種基金之補助","衛生福利部臺中醫院","1080107","0 ","1070410","2,362,788 ","有關107年傳染病防治醫療網應變醫院病房維護費補（捐）助費用","臺中市"
"對特種基金之補助","衛生福利部臺南醫院","1071227","0 ","1070410","2,420,000 ","有關107年傳染病防治醫療網應變醫院病房維護費補（捐）助費用","臺南市"
"對特種基金之補助","三軍總醫院附設基隆民眾診療服務處","1071221","232 ","1070905","232 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","基隆市"
"對特種基金之補助","高雄市立民生醫院","1080104","20,000 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","高雄市"
"對特種基金之補助","高雄榮民總醫院","1080110","3,364 ","1070905","3,364 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","高雄市"
"對特種基金之補助","國立成功大學醫學院附設醫院","1080103","16,550 ","1070905","16,550 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","臺南市"
"對特種基金之補助","國立臺灣大學醫學院附設醫院新竹分院","1071221","9,125 ","1070905","9,125 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","新竹市"
"對特種基金之補助","臺中榮民總醫院","1080104","20,000 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","臺中市"
"對特種基金之補助","衛生福利部南投醫院","1080104","2,796 ","1070905","2,796 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","南投縣"
"對特種基金之補助","衛生福利部屏東醫院","1080104","12,000 ","1070905","12,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","屏東縣"
"對特種基金之補助","衛生福利部桃園醫院","1080103","0 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","桃園市"
"對特種基金之補助","三軍總醫院附設民眾診療服務處","1080103","100,000 ","1070925","100,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","臺北市"
"對特種基金之補助","高雄榮民總醫院","1080103","100,000 ","1070925","100,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","高雄市"
"對特種基金之補助","國立台灣大學醫學院附設醫院","1080103","99,500 ","1070925","99,500 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","臺北市"
"對特種基金之補助","國立成功大學醫學院附設醫院","1080103","100,000 ","1070925","100,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","臺南市"
"對特種基金之補助","國立陽明大學附設醫院","1080103","96,826 ","1070925","96,826 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","宜蘭縣"
"對特種基金之補助","國軍高雄總醫院左營分院附設民眾診療服務處","1080103","98,000 ","1070925","98,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","高雄市"
"對特種基金之補助","臺中榮民總醫院","1080103","99,946 ","1070925","99,946 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","臺中市"
"對特種基金之補助","臺中榮民總醫院埔里分院","1080103","100,000 ","1070925","100,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","南投縣"
"對特種基金之補助","臺北榮民總醫院桃園分院","1080103","100,000 ","1070925","100,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","桃園市"
"對特種基金之補助","衛生福利部玉里醫院","1080103","100,000 ","1070925","100,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","花蓮縣"
"對特種基金之補助","衛生福利部南投醫院","1080103","88,000 ","1070925","88,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","南投縣"
"對特種基金之補助","衛生福利部屏東醫院","1080103","100,000 ","1070925","100,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","屏東縣"
"對特種基金之補助","衛生福利部胸腔病院","1080103","100,000 ","1070925","100,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","臺南市"
"對特種基金之補助","衛生福利部彰化醫院","1080103","100,000 ","1070925","100,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","彰化縣"
"對特種基金之補助","衛生福利部旗山醫院","1080103","100,000 ","1070925","100,000 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","高雄市"
"對特種基金之補助","衛生福利部臺中醫院","1080103","98,635 ","1070925","98,635 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","臺中市"
"對特種基金之補助","衛生福利部臺南醫院","1080103","99,750 ","1070925","99,750 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","臺南市"
"對特種基金之補助","衛生福利部豐原醫院","1080103","99,125 ","1070925","99,125 ","107年度「醫療機構介接取回所屬結核病照護個案加值訊息補助計畫」","臺中市"
"對特種基金之補助","國立台灣大學醫學院附設醫院","1080103","20,000 ","1071004","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","臺北市"
"對國內團體之捐助","天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院","1080108","39,040 ","1070101","195,200 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","嘉義市"
"對國內團體之捐助","佛教慈濟醫療財團法人花蓮慈濟醫院","1080108","39,040 ","1070101","195,200 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","花蓮縣"
"對國內團體之捐助","長庚醫療財團法人嘉義長庚紀念醫院","1080108","28,616 ","1070101","184,776 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","嘉義縣"
"對國內團體之捐助","為恭醫療財團法人為恭紀念醫院","1080109","97,600 ","1070101","488,000 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","苗栗縣"
"對國內團體之捐助","振興醫療財團法人振興醫院","1080108","39,040 ","1070101","195,200 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","臺北市"
"對國內團體之捐助","義大醫療財團法人義大醫院","1080108","38,630 ","1070101","194,790 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","高雄市"
"對國內團體之捐助","醫療財團法人羅許基金會羅東博愛醫院","1080108","97,600 ","1070101","488,000 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","宜蘭縣"
"對國內團體之捐助","台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院","1071228","0 ","1070118","30,080 ","107年度補助醫院辦理漢生病個案確診及治療計畫","臺北市"
"對國內團體之捐助","財團法人台灣紅絲帶基金會","1071226","240,000 ","1070205","1,200,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","財團法人台灣關愛基金會","1071207","360,000 ","1070205","1,800,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院","1080110","40,000 ","1070214","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺東縣"
"對國內團體之捐助","台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院","1080110","40,000 ","1070214","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","新竹市"
"對國內團體之捐助","佛教慈濟醫療財團法人花蓮慈濟醫院","1080110","40,000 ","1070214","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","花蓮縣"
"對國內團體之捐助","長庚醫療財團法人林口長庚紀念醫院","1080110","0 ","1070214","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","桃園市"
"對國內團體之捐助","為恭醫療財團法人為恭紀念醫院","1070827","0 ","1070214","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","苗栗縣"
"對國內團體之捐助","臺灣基督教門諾會醫療財團法人門諾醫院","1080110","40,000 ","1070214","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","花蓮縣"
"對國內團體之捐助","中山醫學大學附設醫院","1080110","0 ","1070221","69,961 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺中市"
"對國內團體之捐助","中國醫藥大學附設醫院","1080110","0 ","1070221","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺中市"
"對國內團體之捐助","佛教慈濟醫療財團法人台中慈濟醫院","1080110","40,000 ","1070221","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺中市"
"對國內團體之捐助","秀傳醫療財團法人彰濱秀傳紀念醫院","1080110","40,000 ","1070221","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","彰化縣"
"對國內團體之捐助","彰化基督教醫療財團法人員林基督教醫院","1080110","0 ","1070221","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","彰化縣"
"對國內團體之捐助","彰化基督教醫療財團法人彰化基督教醫院","1080110","0 ","1070221","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","彰化縣"
"對國內團體之捐助","天主教若瑟醫療財團法人若瑟醫院","1080110","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","雲林縣"
"對國內團體之捐助","天主教靈醫會醫療財團法人羅東聖母醫院","1080107","40,000 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","宜蘭縣"
"對國內團體之捐助","台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院","1080110","40,000 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺北市"
"對國內團體之捐助","台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院","1080111","40,000 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺北市"
"對國內團體之捐助","佛教慈濟醫療財團法人大林慈濟醫院","1080110","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","嘉義縣"
"對國內團體之捐助","佛教慈濟醫療財團法人台北慈濟醫院","1071227","40,000 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","新北市"
"對國內團體之捐助","奇美醫療財團法人奇美醫院","1080110","0 ","1070222","58,053 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺南市"
"對國內團體之捐助","長庚醫療財團法人台北長庚紀念醫院","1080102","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺北市"
"對國內團體之捐助","長庚醫療財團法人高雄長庚紀念醫院","1080110","0 ","1070222","39,484 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","高雄市"
"對國內團體之捐助","長庚醫療財團法人基隆長庚紀念醫院","1080102","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","基隆市"
"對國內團體之捐助","長庚醫療財團法人嘉義長庚紀念醫院","1080114","0 ","1070222","7,034 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","嘉義縣"
"對國內團體之捐助","屏基醫療財團法人屏東基督教醫院","1080110","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","屏東縣"
"對國內團體之捐助","財團法人私立高雄醫學大學附設中和紀念醫院","1080107","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","高雄市"
"對國內團體之捐助","國泰醫療財團法人國泰綜合醫院","1071227","40,000 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺北市"
"對國內團體之捐助","義大醫療財團法人義大醫院","1080110","21,280 ","1070222","61,280 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","高雄市"
"對國內團體之捐助","戴德森醫療財團法人嘉義基督教醫院","1080110","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","嘉義市"
"對國內團體之捐助","醫療財團法人羅許基金會羅東博愛醫院","1080110","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","宜蘭縣"
"對國內團體之捐助","中山醫學大學附設醫院","1071002","29,258 ","1070302","29,258 ","107年腸病毒醫療品質提升方案","臺中市"
"對國內團體之捐助","中國醫藥大學兒童醫院","1070918","0 ","1070302","39,000 ","107年腸病毒醫療品質提升方案","臺中市"
"對國內團體之捐助","天主教若瑟醫療財團法人若瑟醫院","1070604","0 ","1070302","14,940 ","107年腸病毒醫療品質提升方案","雲林縣"
"對國內團體之捐助","台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院","1071004","10,102 ","1070302","10,102 ","107年腸病毒醫療品質提升方案","臺北市"
"對國內團體之捐助","佛教慈濟醫療財團法人大林慈濟醫院","1070814","0 ","1070302","27,000 ","107年腸病毒醫療品質提升方案","嘉義縣"
"對國內團體之捐助","佛教慈濟醫療財團法人台中慈濟醫院","1071003","20,860 ","1070302","20,860 ","107年腸病毒醫療品質提升方案","臺中市"
"對國內團體之捐助","佛教慈濟醫療財團法人花蓮慈濟醫院","1071011","27,917 ","1070302","27,917 ","107年腸病毒醫療品質提升方案","花蓮縣"
"對國內團體之捐助","長庚醫療財團法人高雄長庚紀念醫院","1071107","38,000 ","1070302","38,000 ","107年腸病毒醫療品質提升方案","高雄市"
"對國內團體之捐助","屏基醫療財團法人屏東基督教醫院","1070904","0 ","1070302","21,875 ","107年腸病毒醫療品質提升方案","屏東縣"
"對國內團體之捐助","為恭醫療財團法人為恭紀念醫院","1070815","0 ","1070302","16,433 ","107年腸病毒醫療品質提升方案","苗栗縣"
"對國內團體之捐助","彰化基督教醫療財團法人彰化基督教兒童醫院","1070904","0 ","1070302","33,640 ","107年腸病毒醫療品質提升方案","彰化縣"
"對國內團體之捐助","臺灣基督教門諾會醫療財團法人門諾醫院","1070904","0 ","1070302","19,551 ","107年腸病毒醫療品質提升方案","花蓮縣"
"對國內團體之捐助","醫療財團法人羅許基金會羅東博愛醫院","1071003","12,680 ","1070302","12,680 ","107年腸病毒醫療品質提升方案","宜蘭縣"
"對國內團體之捐助","財團法人私立高雄醫學大學附設中和紀念醫院","1071121","0 ","1070308","700,000 ","107年補(捐)助支援合作醫院相關行政費","高雄市"
"對國內團體之捐助","天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院","1071024","33,769 ","1070309","33,769 ","107年腸病毒醫療品質提升方案","嘉義市"
"對國內團體之捐助","戴德森醫療財團法人嘉義基督教醫院","1070918","0 ","1070309","18,980 ","107年腸病毒醫療品質提升方案","嘉義市"
"對國內團體之捐助","中國醫藥大學附設醫院","1071120","0 ","1070312","700,000 ","107年補(捐)助支援合作醫院相關行政費","臺中市"
"對國內團體之捐助","佛教慈濟醫療財團法人花蓮慈濟醫院","1071121","0 ","1070312","700,000 ","107年補(捐)助支援合作醫院相關行政費","花蓮縣"
"對國內團體之捐助","長庚醫療財團法人林口長庚紀念醫院","1071119","0 ","1070312","700,000 ","107年補(捐)助支援合作醫院相關行政費","桃園市"
"對國內團體之捐助","仁愛醫療財團法人大里仁愛醫院","1071220","20,000 ","1070314","20,000 ","醫療院所提供健康檢查服務增列愛滋篩檢選項之補助計畫","臺中市"
"對國內團體之捐助","埔基醫療財團法人埔里基督教醫院","1080102","20,000 ","1070314","20,000 ","醫療院所提供健康檢查服務增列愛滋篩檢選項之補助計畫","南投縣"
"對國內團體之捐助","財團法人肝病防治學術基金會 ","1071205","0 ","1070529","100,000 ","107年度補（捐）助民間團體辦理病毒性肝炎防治衛生教育","臺北市"
"對國內團體之捐助","財團法人兒童肝膽疾病防治基金會","1071109","0 ","1070529","100,000 ","107年度補（捐）助民間團體辦理病毒性肝炎防治衛生教育","臺北市"
"對國內團體之捐助","天主教若瑟醫療財團法人若瑟醫院","1080104","15,356 ","1070905","15,356 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","雲林縣"
"對國內團體之捐助","天主教耕莘醫療財團法人耕莘醫院","1071221","677 ","1070905","677 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","新北市"
"對國內團體之捐助","天主教靈醫會醫療財團法人羅東聖母醫院","1071221","0 ","1070905","650 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","宜蘭縣"
"對國內團體之捐助","台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院","1080103","2,557 ","1070905","2,557 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","臺東縣"
