受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,1140101,3900,114年度愛滋病指定醫事機構整合式服務計畫,10014
衛生福利部樂生療養院,1140101,100000,114年度補助醫院辦理漢生病個案確診及治療計畫,65000
臺中榮民總醫院,1140101,100000,114年度補助醫院辦理漢生病個案確診及治療計畫,10019
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1140101,100000,114年度補助醫院辦理漢生病個案確診及治療計畫,63000
國立臺灣大學醫學院附設醫院,1140101,100000,114年度補助醫院辦理漢生病個案確診及治療計畫,63000
國立成功大學醫學院附設醫院,1140101,180000,114年度補助醫院辦理漢生病個案確診及治療計畫,10021
疫苗基金,1140101,5235577000,114年疫苗基金國庫撥補款,63000
衛生福利部南投醫院,1140101,150040,114年替代治療者潛伏結核感染檢驗與治療前驅計畫補助案,10008
衛生福利部草屯療養院,1140101,185405,114年替代治療者潛伏結核感染檢驗與治療前驅計畫補助案,10008
高雄市立凱旋醫院,1140101,2205659,114年替代治療者潛伏結核感染檢驗與治療前驅計畫補助案,64000
中山醫學大學附設醫院,1140101,516010,114年替代治療者潛伏結核感染檢驗與治療前驅計畫補助案,10019
賢德醫院,1140101,586916,114年替代治療者潛伏結核感染檢驗與治療前驅計畫補助案,10019
衛生福利部胸腔病院,1140101,860640,114年替代治療者潛伏結核感染檢驗與治療前驅計畫補助案,10021
衛生福利部嘉南療養院,1140101,495330,114年替代治療者潛伏結核感染檢驗與治療前驅計畫補助案,10021
社團法人台灣世界快樂聯盟,1140108,45000,114年補助民間團體辦理愛滋防治計畫,10013
社團法人台灣愛之希望協會,1140108,542500,114年補助民間團體辦理愛滋防治計畫,64000
社團法人台灣新滋識同盟,1140108,250000,114年補助民間團體辦理愛滋防治計畫,65000
社團法人中華民國台灣懷愛協會,1140108,415000,114年補助民間團體辦理愛滋防治計畫,10019
世界和平婦女會台灣總會,1140108,84800,114年補助民間團體辦理愛滋防治計畫,63000
台灣同志運動發展協會,1140108,365000,114年補助民間團體辦理愛滋防治計畫,63000
台灣年輕藥師協會,1140108,125000,114年補助民間團體辦理愛滋防治計畫,63000
台灣愛滋病學會,1140108,467000,114年補助民間團體辦理愛滋防治計畫,63000
台灣預防醫學學會,1140108,255000,114年補助民間團體辦理愛滋防治計畫,63000
社團法人中華民國愛滋感染者權益促進會,1140108,150000,114年補助民間團體辦理愛滋防治計畫,63000
社團法人台北市日日春關懷互助協會,1140108,250000,114年補助民間團體辦理愛滋防治計畫,63000
社團法人台灣愛滋病護理學會,1140108,1400000,114年補助民間團體辦理愛滋防治計畫,63000
社團法人台灣跨虹者權益促進協會,1140108,180000,114年補助民間團體辦理愛滋防治計畫,63000
社團法人台灣露德協會,1140108,1139500,114年補助民間團體辦理愛滋防治計畫,63000
社團法人臺灣愛加一協會,1140108,250800,114年補助民間團體辦理愛滋防治計畫,63000
財團法人台灣紅絲帶基金會,1140108,1550000,114年補助民間團體辦理愛滋防治計畫,63000
財團法人台灣關愛基金會,1140108,1195000,114年補助民間團體辦理愛滋防治計畫,63000
財團法人杏陵醫學基金會,1140108,408400,114年補助民間團體辦理愛滋防治計畫,63000
財團法人護理人員愛滋病防治基金會,1140108,205000,114年補助民間團體辦理愛滋防治計畫,63000
社團法人臺灣兒科醫學會,1140120,300000,114年補助腸病毒、麻疹及德國麻疹防治與感染管制教育訓練,63000
社團法人中華民國南洋台灣姊妹會,1140121,585000,114年補助民間團體辦理愛滋防治計畫,65000
亞洲同志運動聯盟,1140121,207000,114年補助民間團體辦理愛滋防治計畫,63000
社團法人台灣性產業勞動者權益推動協會,1140121,60000,114年補助民間團體辦理愛滋防治計畫,63000
國立陽明交通大學附設醫院,1140204,1000000,114年傳染病防治醫療網應變醫院維護費,10002
衛生福利部花蓮醫院,1140204,350000,114年傳染病防治醫療網應變醫院維護費,10015
衛生福利部金門醫院,1140204,550000,114年傳染病防治醫療網應變醫院維護費,09020
衛生福利部南投醫院,1140204,750000,114年傳染病防治醫療網應變醫院維護費,10008
衛生福利部屏東醫院,1140204,800000,114年傳染病防治醫療網應變醫院維護費,10013
衛生福利部苗栗醫院,1140204,750000,114年傳染病防治醫療網應變醫院維護費,10005
衛生福利部桃園醫院新屋分院,1140204,500000,114年傳染病防治醫療網應變醫院維護費,68000
高雄市立民生醫院,1140204,400000,114年傳染病防治醫療網應變醫院維護費,64000
衛生福利部基隆醫院,1140204,750000,114年傳染病防治醫療網應變醫院維護費,10017
連江縣立醫院,1140204,350000,114年傳染病防治醫療網應變醫院維護費,09007
國立臺灣大學醫學院附設醫院雲林分院,1140204,1000000,114年傳染病防治醫療網應變醫院維護費,10009
新北市立聯合醫院三重院區,1140204,850000,114年傳染病防治醫療網應變醫院維護費,65000
國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1140204,1100000,114年傳染病防治醫療網應變醫院維護費,10018
國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院竹北院區,1140204,400000,114年傳染病防治醫療網應變醫院維護費,10004
衛生福利部嘉義醫院,1140204,350000,114年傳染病防治醫療網應變醫院維護費,10020
長庚醫療財團法人嘉義長庚紀念醫院,1140204,1100000,114年傳染病防治醫療網應變醫院維護費,10010
衛生福利部彰化醫院,1140204,900000,114年傳染病防治醫療網應變醫院維護費,10007
衛生福利部臺中醫院,1140204,900000,114年傳染病防治醫療網應變醫院維護費,10019
臺北市立聯合醫院婦幼院區,1140204,900000,114年傳染病防治醫療網應變醫院維護費,63000
衛生福利部臺東醫院,1140204,350000,114年傳染病防治醫療網應變醫院維護費,10014
衛生福利部臺南醫院,1140204,900000,114年傳染病防治醫療網應變醫院維護費,10021
三軍總醫院澎湖分院附設民眾診療服務處,1140204,600000,114年傳染病防治醫療網應變醫院維護費,10016
衛生福利部中央健康保險署,1140210,15750000,114年春節期間傳染病特別門診獎勵計畫,63000
天主教靈醫會醫療財團法人羅東聖母醫院,1140212,22820,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10002
醫療財團法人羅許基金會羅東博愛醫院,1140212,9000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10002
佛教慈濟醫療財團法人花蓮慈濟醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10015
臺灣基督教門諾會醫療財團法人門諾醫院,1140212,29400,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10015
衛生福利部金門醫院,1140212,6000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,09020
埔基醫療財團法人埔里基督教醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10008
衛生福利部南投醫院,1140212,21000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10008
安泰醫療社團法人安泰醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10013
屏東榮民總醫院,1140212,23648,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10013
屏基醫療財團法人屏東基督教醫院,1140212,27200,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10013
輔英科技大學附設醫院,1140212,14460,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10013
大千綜合醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10005
為恭醫療財團法人為恭紀念醫院,1140212,16600,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10005
衛生福利部苗栗醫院,1140212,18540,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10005
敏盛綜合醫院,1140212,22800,114年補助腸病毒責任醫院辦理醫護人員教育訓練,68000
衛生福利部桃園醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,68000
長庚醫療財團法人高雄長庚紀念醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,64000
財團法人私立高雄醫學大學附設中和紀念醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,64000
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,64000
高雄榮民總醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,64000
義大醫療財團法人義大醫院,1140212,8500,114年補助腸病毒責任醫院辦理醫護人員教育訓練,64000
天主教若瑟醫療財團法人若瑟醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10009
衛生福利部臺北醫院,1140212,27000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,65000
衛生福利部雙和醫院(委託臺北醫學大學興建經營),1140212,23000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,65000
國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10018
新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興建經營),1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10018
東元醫療社團法人東元綜合醫院,1140212,22000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10004
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10020
戴德森醫療財團法人嘉義基督教醫院,1140212,15000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10020
佛教慈濟醫療財團法人大林慈濟醫院,1140212,17500,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10010
秀傳醫療社團法人秀傳紀念醫院,1140212,20000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10007
彰化基督教醫療財團法人彰化基督教兒童醫院,1140212,26800,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10007
衛生福利部彰化醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10007
中山醫學大學附設醫院,1140212,21340,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10019
中國醫藥大學兒童醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10019
光田醫療社團法人光田綜合醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10019
光田醫療社團法人光田綜合醫院大甲院區,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10019
林新醫療社團法人林新醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10019
童綜合醫療社團法人童綜合醫院,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10019
澄清綜合醫院中港分院,1140212,19400,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10019
臺北市立萬芳醫院-委託臺北醫學大學辦理,1140212,30000,114年補助腸病毒責任醫院辦理醫護人員教育訓練,63000
奇美醫療財團法人奇美醫院,1140212,17800,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10021
三軍總醫院澎湖分院附設民眾診療服務處,1140212,29800,114年補助腸病毒責任醫院辦理醫護人員教育訓練,10016
衛生福利部桃園醫院,1140318,4280000,114年抗生素管理卓越與感染管制計畫,68000
財團法人私立高雄醫學大學附設中和紀念醫院,1140318,4320000,114年抗生素管理卓越與感染管制計畫,64000
國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1140318,4320000,114年抗生素管理卓越與感染管制計畫,10018
臺北榮民總醫院,1140318,3930000,114年抗生素管理卓越與感染管制計畫,63000
奇美醫療財團法人奇美醫院,1140318,4360000,114年抗生素管理卓越與感染管制計畫,10021
個人,1131213,870000,114年度公費藥品delamanid、兒童複方可溶錠RH/RHZ複方,
個人,1131230,48062625,114年非愛滋指定醫事機構愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,
個人,1131230,233000000,114年建構抗藥性結核病醫療照護體系補助計畫,
個人,1140101,135000,114年三麻一風監視調查作業之病例通報獎金,
個人,1140101,2088000,114年因執行職務意外暴露愛滋病毒後預防性投藥(oPEP)補助費用,
個人,1140101,441875000,114年度結核病及漢生病直接觀察治療都治執行計畫,
個人,1140101,251598246,114年度愛滋病指定醫事機構整合式服務計畫,
個人,1140101,300000000,114年愛滋醫療費用,
個人,1140101,1700000,114年疑似或確診愛滋感染嬰幼兒醫療照護作業,
個人,1140101,12000,114年醫療院所配合防疫協助執行疑似麻疹個案接觸者暴露後預防措施之相關費用,
個人,1140101,10000000,性病、急性病毒性肝炎或藥癮病患全面篩檢愛滋病毒計畫,
個人,1140101,140000000,結核病法定醫療服務費用,
個人,1140101,57600000,撥付地方政府發放民眾申請之防疫補償金等,
個人,1140103,218000,114年致贈退休人員及在職亡故同仁之遺族三節慰問金(春節),
個人,1140106,4219200,114年度愛滋匿名篩檢服務拓點計畫,
個人,1140113,238000,退職工友(含遺眷)114年春節慰問金,
個人,1140122,194454,本署退休人員(聘任人員)113年度優惠存款差額利息歸墊,
個人,1140203,132000,114年抗結核公費藥物Levofloxacin 500mg,
個人,1140206,960000,114年在臺外籍愛滋感染者服藥2年內支持計畫-CD4及病毒量檢驗費用,
個人,1140213,5239944,114年度潛伏結核感染治療藥品,
個人,1140214,17500000,藥癮愛滋個案替代治療計畫,
個人,1140218,27000000,孕婦篩檢愛滋病毒計畫,
個人,1140312,3348000,114年度愛滋抗原/抗體複合型快速篩檢試劑,
