受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
高雄市立民生醫院,1100315,104000,110年暴露愛滋病毒前預防性投藥計畫,64000
高雄榮民總醫院,1100315,84000,110年暴露愛滋病毒前預防性投藥計畫,64000
國立成功大學醫學院附設醫院,1100315,136500,110年暴露愛滋病毒前預防性投藥計畫,67000
國立陽明交通大學附設醫院,1100315,25200,110年暴露愛滋病毒前預防性投藥計畫,10002
國立臺灣大學醫學院附設醫院,1100315,105000,110年暴露愛滋病毒前預防性投藥計畫,63000
國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院,1100315,23500,110年暴露愛滋病毒前預防性投藥計畫,10004
國?臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1100315,52500,110年暴露愛滋病毒前預防性投藥計畫,10018
臺中榮民總醫院,1100315,696535,110年暴露愛滋病毒前預防性投藥計畫,66000
臺北市立聯合醫院昆明院區,1100315,1523865,110年暴露愛滋病毒前預防性投藥計畫,63000
衛生福利部桃園醫院,1100315,266000,110年暴露愛滋病毒前預防性投藥計畫,68000
臺北榮民總醫院,1100317,1471255,110年暴露愛滋病毒前預防性投藥計畫,63000
三軍總醫院澎湖分院附設民眾診療服務處,1100329,144000,110年傳染病防治醫療網應變醫院病房維護費補(捐)助案,10016
連江縣立醫院,1100329,124800,110年傳染病防治醫療網應變醫院病房維護費補(捐)助案,09007
臺北市立聯合醫院婦幼院區,1100329,1313000,110年傳染病防治醫療網應變醫院病房維護費補(捐)助案,63000
衛生福利部花蓮醫院,1100329,624000,110年傳染病防治醫療網應變醫院病房維護費補(捐)助案,10015
衛生福利部金門醫院,1100329,152000,110年傳染病防治醫療網應變醫院病房維護費補(捐)助案,09020
衛生福利部屏東醫院,1100329,990000,110年傳染病防治醫療網應變醫院病房維護費補(捐)助案,10013
衛生福利部桃園醫院新屋分院,1100329,990000,110年傳染病防治醫療網應變醫院病房維護費補(捐)助案,68000
衛生福利部臺中醫院,1100329,1001000,110年傳染病防治醫療網應變醫院病房維護費補(捐)助案,66000
衛生福利部臺南醫院,1100329,1012000,110年傳染病防治醫療網應變醫院病房維護費補(捐)助案,67000
國立臺灣大學醫學院附設醫院,1100331,210000,辦理「感染管制與抗生素管理卓越計畫」補捐助案,63000
高雄榮民總醫院,1100401,210000,辦理「感染管制與抗生素管理卓越計畫」補捐助案,64000
退撫基金,1100408,350724,本署聘任人員108年度調降退休所得節省經費挹注退撫基金,
中華大學學校財團法人中華大學,1100101,20000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10018
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1100101,50000,110年度補助醫院辦理漢生病個案確診及治療計畫,63000
光宇學校財團法人元培醫事科技大學,1100101,10000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10018
財團法人台灣紅絲帶基金會,1100101,1016000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人台灣關愛基金會,1100101,1112000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人杏陵醫學基金會,1100101,400000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人護理人員愛滋病防治基金會,1100101,100000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
中國醫藥大學附設醫院,1100301,700000,補助支援合作醫院相關行政費,66000
佛教慈濟醫療財團法人花蓮慈濟醫院,1100301,700000,補助支援合作醫院相關行政費,10015
長庚醫療財團法人林口長庚紀念醫院,1100301,700000,補助支援合作醫院相關行政費,68000
財團法人私立高雄醫學大學附設中和紀念醫院,1100301,700000,補助支援合作醫院相關行政費,64000
中山醫學大學附設醫院,1100315,126000,110年暴露愛滋病毒前預防性投藥計畫,66000
天主教若瑟醫療財團法人若瑟醫院,1100315,54600,110年暴露愛滋病毒前預防性投藥計畫,10009
天主教靈醫會醫療財團法人羅東聖母醫院,1100315,21000,110年暴露愛滋病毒前預防性投藥計畫,10002
台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,1100315,73500,110年暴露愛滋病毒前預防性投藥計畫,10018
佛教慈濟醫療財團法人台北慈濟醫院,1100315,28400,110年暴露愛滋病毒前預防性投藥計畫,65000
奇美醫療財團法人奇美醫院,1100315,105000,110年暴露愛滋病毒前預防性投藥計畫,67000
長庚醫療財團法人基隆長庚紀念醫院,1100315,4200,110年暴露愛滋病毒前預防性投藥計畫,10017
財團法人私立高雄醫學大學附設中和紀念醫院,1100315,105000,110年暴露愛滋病毒前預防性投藥計畫,64000
彰化基督教醫療財團法人員林基督教醫院,1100315,63000,110年暴露愛滋病毒前預防性投藥計畫,10007
彰化基督教醫療財團法人彰化基督教醫院,1100315,56700,110年暴露愛滋病毒前預防性投藥計畫,10007
戴德森醫療財團法人嘉義基督教醫院,1100315,21000,110年暴露愛滋病毒前預防性投藥計畫,10020
醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,1100315,213200,110年暴露愛滋病毒前預防性投藥計畫,65000
財團法人台灣肝臟研究暨教育基金會,1100325,300000,2021年第17屆國際病毒性肝炎及肝病大會（ISVHLD GHS 2021）,63000
中國醫藥大學附設醫院,1100401,210000,辦理「感染管制與抗生素管理卓越計畫」補捐助案,66000
長庚醫療財團法人林口長庚紀念醫院,1100401,210000,辦理「感染管制與抗生素管理卓越計畫」補捐助案,68000
中華民國藥師公會全國聯合會,1100101,50000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
仁德醫護管理專科學校,1100101,20000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10005
世界和平婦女會台灣總會,1100101,80000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
台灣年輕藥師協會,1100101,100000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
台灣愛滋病學會,1100101,532000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
弘光科技大學,1100101,20000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,66000
社團法人中華民國愛滋感染者權益促進會,1100101,173000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台北市日日春關懷互助協會,1100101,200000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣世界快樂聯盟,1100101,30000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10013
社團法人台灣愛之希望協會,1100101,506000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,64000
社團法人台灣愛滋病護理學會,1100101,520000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣愛滋關懷協會,1100101,60000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣新滋識同盟,1100101,200000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,65000
社團法人台灣跨虹者權益促進協會,1100101,100000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣預防醫學學會,1100101,150000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣露德協會,1100101,818496,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人彰化縣馨滋關懷協會,1100101,5000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10007
崇右影藝科技大學,1100101,10000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10017
景文科技大學,1100101,10000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,65000
高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營),1100315,31500,110年暴露愛滋病毒前預防性投藥計畫,64000
個人,1100101,129586000,110年抗藥性結核病醫療照護體系補助計畫,
個人,1100101,756000,110年度專案進口公費抗結核藥品pretomanid,
個人,1100101,183400000,110年度補助縣市衛生局辦理結核病及漢生病直接觀察治療都治執行計畫,
個人,1100101,7960755,110年矯正機關潛伏結核感染篩檢與治療計畫補助健保承作醫院醫療費用,
個人,1100101,1008930,補助臺南市衛生局配置保全人員,
個人,1100113,2325928,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100113,3623085,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100113,8874910,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100118,92000,110年度公費抗結核藥品levofloxacin (500mg),
個人,1100119,3175800,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100120,5567895,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100122,131352,110年因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1100122,51175,110年因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1100122,170366,110年因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1100122,83127,110年因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1100122,328505,110年因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1100122,25450,疑似愛滋感染嬰幼兒醫療照護作業補助費用,
個人,1100122,30471,疑似愛滋感染嬰幼兒醫療照護作業補助費用,
個人,1100127,20000000,110年藥癮愛滋個案替代治療計畫(醫療費用),
個人,1100201,10000000,性病及藥癮者愛滋篩檢費用,
個人,1100202,257290,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100202,23000000,孕婦全面愛滋篩檢,
個人,1100208,860000000,109與110年愛滋醫療費用及欠款,
個人,1100209,87011250,110年委託健保署代辦公務預算支付結核病等醫療費用,
個人,1100226,96096,抗結核用藥RH及RHZ可溶錠,
個人,1100303,748000,110年公費抗結核藥品kanamycin採購案,
個人,1100309,153600,110年愛滋匿名篩檢服務拓點計畫,
個人,1100315,20387000,110年暴露愛滋病毒前預防性投藥計畫,
個人,1100324,1536000,110年公費抗結核藥品terizidone採購案,
個人,1100502,19050000,110年公費抗結核藥品bedaquiline採購案,
個人,1100507,42000,抗結核藥Amikacin(500mg),
個人,1100122,238787,本署退休人員(聘任人員)109年度優惠存款差額利息歸墊 ,
個人,1100118,176000,110年致贈退休人員及在職亡故同仁之遺族三節慰問金(春節),
個人,1100118,232000,退職工友(含遺眷)三節慰問金(春節),
個人,1100524,168000,110年致贈退休人員及在職亡故同仁之遺族三節慰問金(端午節),
個人,1100524,226000,技工工友三節慰問金(端午節),
