單位類別,受補助單位,補助日期,撥款金額,核准日期,累計撥款金額,補助事項或支出用途,縣市別
團體,衛生福利部雙和醫院(委託臺北醫學大學興建經營),,,1060308,"193,000",抗生素抗藥性管理通報系統,新北市
團體,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,,,1060308,"477,830",抗生素抗藥性管理通報系統,新北市
團體,壢新醫院,,,1060308,"482,500",抗生素抗藥性管理通報系統,桃園市
團體,中山醫學大學附設醫院,,,1060320,"19,024",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,臺中市
團體,中國醫藥大學兒童醫院,,,1060320,"36,000",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,臺中市
團體,仁愛醫療財團法人大里仁愛醫院,,,1060320,"11,243",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,臺中市
團體,天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,,,1060320,"30,548",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,嘉義市
團體,天主教若瑟醫療財團法人若瑟醫院,,,1060320,"9,595",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,雲林縣
團體,台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院,,,1060320,"24,160",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,臺北市
團體,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,,,1060320,"34,430",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,新竹市
團體,光田醫療社團法人光田綜合醫院,,,1060320,"34,155",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,臺中市
團體,光田醫療社團法人光田綜合醫院大甲分院,,,1060320,"35,510",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,臺中市
團體,安泰醫療社團法人安泰醫院,,,1060320,"23,020",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,屏東縣
團體,行天宮醫療志業醫療財團法人恩主公醫院,,,1060320,"17,475",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,新北市
團體,佛教慈濟醫療財團法人大林慈濟醫院,,,1060320,"25,300",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,嘉義縣
團體,佛教慈濟醫療財團法人台北慈濟醫院,,,1060320,"19,267",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,新北市
團體,佛教慈濟醫療財團法人花蓮慈濟醫院,,,1060320,"9,300",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,花蓮縣
團體,佛教慈濟醫療財團法人花蓮慈濟醫院,,,1060320,"18,000",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,花蓮縣
團體,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,,,1060320,"17,870",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,桃園市
團體,奇美醫療財團法人柳營奇美醫院,,,1060320,"6,661",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,臺南市
團體,東元綜合醫院,,,1060320,"24,915",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,新竹縣
團體,長庚醫療財團法人高雄長庚紀念醫院,,,1060320,"34,000",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,高雄市
團體,屏基醫療財團法人屏東基督教醫院,,,1060320,"21,758",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,屏東縣
團體,埔基醫療財團法人埔里基督教醫院,,,1060320,"31,200",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,南投縣
團體,財團法人為恭紀念醫院,,,1060320,"16,590",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,苗栗縣
團體,高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),,,1060320,"14,170",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,高雄市
團體,敏盛綜合醫院,,,1060320,"18,414",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,桃園市
團體,義大醫療財團法人義大醫院,,,1060320,"19,386",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,高雄市
團體,彰化基督教醫療財團法人彰化基督教兒童醫院,,,1060320,"40,000",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,彰化縣
團體,澄清綜合醫院,,,1060320,"22,238",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,臺中市
團體,澄清綜合醫院中港分院,,,1060320,"20,000",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,臺中市
團體,戴德森醫療財團法人嘉義基督教醫院,,,1060320,"32,800",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,嘉義市
團體,醫療財團法人羅許基金會羅東博愛醫院,,,1060320,"9,580",106年腸病毒醫療品質提升方案之責任醫院教育訓練經費,宜蘭縣
團體,中華民國醫師公會全國聯合會,,,1060427,"83,000",「醫療安全暨品質研討系列96-日本腦炎及茲卡病毒感染症新知」研討會,臺北市
團體,社團法人台灣內科醫學會,,,1060523,"200,000",106年桿菌性痢疾等腸道傳染病防治教育訓練,臺北市
團體,財團法人肝病防治學術基金會 ,,,1060606,"100,000",病毒性肝炎防治衛生教育,臺北市
團體,財團法人兒童肝膽疾病防治基金會,,,1060606,"100,000",病毒性肝炎防治衛生教育,臺北市
團體,台灣周產期醫學會,,,1061205,"191,553",辦理106年孕婦暨新生兒重要傳染病防治研討會,臺北市
縣市政府,宜蘭縣政府衛生局,,,1060210,"2,726,000",傳染病防治計畫,宜蘭縣
縣市政府,花蓮縣衛生局,,,1060210,"1,378,820",傳染病防治計畫,花蓮縣
縣市政府,金門縣衛生局,,,1060210,"255,000",傳染病防治計畫,金門縣
縣市政府,南投縣政府衛生局,,,1060210,"2,235,000",傳染病防治計畫,南投縣
縣市政府,屏東縣政府衛生局,,,1060210,"9,054,482",傳染病防治計畫,屏東縣
縣市政府,苗栗縣衛生局,,,1060210,"2,479,000",傳染病防治計畫,苗栗縣
縣市政府,桃園市政府衛生局,,,1060210,"4,230,000",傳染病防治計畫,桃園市
縣市政府,高雄市政府衛生局,,,1060210,"13,680,000",傳染病防治計畫,高雄市
縣市政府,基隆市衛生局,,,1060210,"1,685,000",傳染病防治計畫,基隆市
縣市政府,連江縣衛生福利局,,,1060210,"334,000",傳染病防治計畫,連江縣
縣市政府,雲林縣衛生局,,,1060210,"2,709,000",傳染病防治計畫,雲林縣
縣市政府,新北市政府衛生局,,,1060210,"4,617,000",傳染病防治計畫,新北市
縣市政府,新竹市衛生局,,,1060210,"1,441,000",傳染病防治計畫,新竹市
縣市政府,新竹縣政府衛生局,,,1060210,"1,791,000",傳染病防治計畫,新竹縣
縣市政府,嘉義市政府衛生局,,,1060210,"1,922,000",傳染病防治計畫,嘉義市
縣市政府,嘉義縣衛生局,,,1060210,"3,277,000",傳染病防治計畫,嘉義縣
縣市政府,彰化縣衛生局,,,1060210,"3,032,000",傳染病防治計畫,彰化縣
縣市政府,臺中市政府衛生局,,,1060210,"4,412,686",傳染病防治計畫,臺中市
縣市政府,臺東縣衛生局,,,1060210,"1,715,000",傳染病防治計畫,臺東縣
縣市政府,臺南市政府衛生局,,,1060210,"11,818,000",傳染病防治計畫,臺南市
縣市政府,澎湖縣政府衛生局,,,1060210,"1,351,000",傳染病防治計畫,澎湖縣
縣市政府,高雄市政府衛生局,,,1060518,"15,555,082",加強高風險縣市登革熱防治計畫,高雄市
縣市政府,臺南市政府衛生局,,,1060518,"12,551,171",加強高風險縣市登革熱防治計畫,臺南市
縣市政府,屏東縣政府衛生局,,,1060601,"4,555,178",加強高風險縣市登革熱防治計畫,屏東縣
