受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
臺中榮民總醫院,1090203,89885,109年度補助醫院辦理漢生病個案確診及治療計畫,66000
高雄市立民生醫院,1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,64000
高雄榮民總醫院,1090210,7044,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,64000
國立成功大學醫學院附設醫院,1090210,20000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,67000
國立陽明大學附設醫院,1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10002
國立臺灣大學醫學院附設醫院,1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,63000
國?臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1090210,3001,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10018
臺中榮民總醫院,1090210,620316,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,66000
臺北市立聯合醫院昆明院區,1090210,799679,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,63000
臺北榮民總醫院,1090210,1178615,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,63000
衛生福利部南投醫院,1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10008
衛生福利部屏東醫院,1090210,21500,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10013
衛生福利部桃園醫院,1090210,40000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,68000
三軍總醫院澎湖分院附設民眾診療服務處,1090215,375560,109年傳染病防治醫療網應變醫院病房維護費補（捐）助方案,10016
連江縣立醫院,1090215,343200,109年傳染病防治醫療網應變醫院病房維護費補（捐）助方案,09007
臺北市立聯合醫院婦幼院區,1090215,3500000,109年傳染病防治醫療網應變醫院病房維護費補（捐）助方案,63000
衛生福利部花蓮醫院,1090215,1562459,109年傳染病防治醫療網應變醫院病房維護費補（捐）助方案,10015
衛生福利部金門醫院,1090215,404800,109年傳染病防治醫療網應變醫院病房維護費補（捐）助方案,09020
衛生福利部屏東醫院,1090215,2365000,109年傳染病防治醫療網應變醫院病房維護費補（捐）助方案,10013
衛生福利部桃園醫院新屋分院,1090215,2447500,109年傳染病防治醫療網應變醫院病房維護費補（捐）助方案,68000
衛生福利部臺中醫院,1090215,2416916,109年傳染病防治醫療網應變醫院病房維護費補（捐）助方案,66000
衛生福利部臺南醫院,1090215,1579308,109年傳染病防治醫療網應變醫院病房維護費補（捐）助方案,67000
臺中榮民總醫院,1090306,250000,109年度智慧防疫資訊交換捐補助計畫,66000
國立成功大學醫學院附設醫院,1090309,250000,109年度智慧防疫資訊交換捐補助計畫,67000
臺北榮民總醫院,1090309,249873,109年度智慧防疫資訊交換捐補助計畫,63000
國立臺北商業大學,1090311,20000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
高雄榮民總醫院,1090316,210000,109年度智慧防疫資訊交換捐補助計畫,64000
國立成功大學醫學院附設醫院,1090319,700000,傳染病防治醫療網支援合作醫院109年行政作業款,67000
國立臺灣大學醫學院附設醫院,1090319,700000,傳染病防治醫療網支援合作醫院109年行政作業款,63000
三軍總醫院澎湖分院附設民眾診療服務處,1090509,30870,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10016
高雄榮民總醫院,1090509,32000,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,64000
國立成功大學醫學院附設醫院,1090509,19716,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,67000
國?臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1090509,17000,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10018
臺中榮民總醫院,1090509,12975,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,66000
衛生福利部南投醫院,1090509,21000,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10008
衛生福利部苗栗醫院,1090509,7400,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10005
衛生福利部桃園醫院,1090509,22512,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,68000
三軍總醫院附設民眾診療服務處,1090605,185000,109年度智慧防疫資訊交換捐補助計畫,63000
國軍桃園總醫院附設民眾診療服務處,1090605,185000,109年度智慧防疫資訊交換捐補助計畫,68000
國立臺灣大學,1090806,525000,109年暴露愛滋病毒前預防性投藥(PrEP)血中藥物濃度檢測計畫,63000
國立陽明大學附設醫院,1091207,400,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10002
國立臺灣大學醫學院附設醫院,1091207,12000,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,63000
臺北市立聯合醫院林森中醫昆明院區,1091207,30400,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,63000
衛生福利部南投醫院,1091207,400,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10008
衛生福利部屏東醫院,1091207,6600,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10013
國?臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1091214,1200,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10018
高雄榮民總醫院,1091215,9800,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,64000
高雄市立民生醫院,1091216,1600,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,64000
疫苗基金,1091217,347250000,增購公費流感疫苗所需相關經費,63000
臺中榮民總醫院,1091221,15600,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,66000
國立成功大學醫學院附設醫院,1091230,1800,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,67000
天主教聖功醫療財團法人聖功醫院,1090101,164400,109年抗生素抗藥性管理通報系統補捐助案,64000
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1090101,163500,109年抗生素抗藥性管理通報系統補捐助案,63000
台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,1090101,165285,109年抗生素抗藥性管理通報系統補捐助案,10018
佛教慈濟醫療財團法人大林慈濟醫院,1090101,165285,109年抗生素抗藥性管理通報系統補捐助案,10010
秀傳醫療財團法人彰濱秀傳紀念醫院,1090101,165285,109年抗生素抗藥性管理通報系統補捐助案,10007
長庚醫療財團法人高雄長庚紀念醫院,1090101,155739,109年抗生素抗藥性管理通報系統補捐助案,64000
國泰醫療財團法人國泰綜合醫院,1090101,153000,109年抗生素抗藥性管理通報系統補捐助案,63000
彰化基督教醫療財團法人員林基督教醫院,1090101,165285,109年抗生素抗藥性管理通報系統補捐助案,10007
臺灣基督教門諾會醫療財團法人門諾醫院,1090101,156393,109年抗生素抗藥性管理通報系統補捐助案,10015
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1090203,21302,109年度補助醫院辦理漢生病個案確診及治療計畫,63000
中山醫學大學附設醫院,1090210,15000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,66000
天主教若瑟醫療財團法人若瑟醫院,1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10009
天主教耕莘醫療財團法人耕莘醫院,1090210,1090,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,65000
天主教靈醫會醫療財團法人羅東聖母醫院,1090210,12409,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10002
台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,1090210,21052,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10014
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1090210,21360,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,63000
台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1090210,13962,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,63000
台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10018
佛教慈濟醫療財團法人花蓮慈濟醫院,1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10015
奇美醫療財團法人奇美醫院,1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,67000
長庚醫療財團法人基隆長庚紀念醫院,1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10017
長庚醫療財團法人嘉義長庚紀念醫院,1090210,19901,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10010
財團法人私立高雄醫學大學附設中和紀念醫院,1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,64000
彰化基督教醫療財團法人員林基督教醫院,1090210,19798,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10007
彰化基督教醫療財團法人彰化基督教醫院,1090210,20136,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10007
戴德森醫療財團法人嘉義基督教醫院,1090210,45000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10020
醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,1090210,24058,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,65000
奇美醫療財團法人奇美醫院,1090306,250000,109年度智慧防疫資訊交換捐補助計畫,67000
屏基醫療財團法人屏東基督教醫院,1090306,250000,109年度智慧防疫資訊交換捐補助計畫,10013
光宇學校財團法人元培醫事科技大學,1090311,20000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,10018
財團法人台灣紅絲帶基金會,1090311,1515500,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人台灣關愛基金會,1090311,1640000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人杏陵醫學基金會,1090311,660000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人護理人員愛滋病防治基金會,1090311,44924,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
中國醫藥大學附設醫院,1090319,700000,傳染病防治醫療網支援合作醫院109年行政作業款,66000
佛教慈濟醫療財團法人花蓮慈濟醫院,1090319,700000,傳染病防治醫療網支援合作醫院109年行政作業款,10015
長庚醫療財團法人林口長庚紀念醫院,1090319,700000,傳染病防治醫療網支援合作醫院109年行政作業款,68000
財團法人私立高雄醫學大學附設中和紀念醫院,1090319,700000,傳染病防治醫療網支援合作醫院109年行政作業款,64000
財團法人肝病防治學術基金會 ,1090422,100000,109年度補(捐)助民間團體辦理急性病毒性肝炎防治衛生教育,63000
財團法人兒童肝膽疾病防治基金會,1090422,100000,109年度補(捐)助民間團體辦理急性病毒性肝炎防治衛生教育,63000
中山醫學大學附設醫院,1090509,17999,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,66000
中國醫藥大學兒童醫院,1090509,31000,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,66000
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,1090509,10636,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10020
天主教若瑟醫療財團法人若瑟醫院,1090509,22967,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10009
台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,1090509,27816,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10018
佛教慈濟醫療財團法人大林慈濟醫院,1090509,28000,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10010
佛教慈濟醫療財團法人花蓮慈濟醫院,1090509,26701,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10015
長庚醫療財團法人高雄長庚紀念醫院,1090509,32000,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,64000
屏基醫療財團法人屏東基督教醫院,1090509,18390,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10013
為恭醫療財團法人為恭紀念醫院,1090509,15830,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10005
埔基醫療財團法人埔里基督教醫院,1090509,29400,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10008
義大醫療財團法人義大醫院,1090509,15400,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,64000
彰化基督教醫療財團法人彰化基督教兒童醫院,1090509,30000,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10007
臺灣基督教門諾會醫療財團法人門諾醫院,1090509,19345,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10015
醫療財團法人羅許基金會羅東博愛醫院,1090509,11625,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10002
台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,1090605,185000,109年度智慧防疫資訊交換捐補助計畫,63000
戴德森醫療財團法人嘉義基督教醫院,1090605,175500,109年度智慧防疫資訊交換捐補助計畫,10020
中山醫學大學附設醫院,1091214,2000,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,66000
天主教若瑟醫療財團法人若瑟醫院,1091214,2800,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10009
天主教耕莘醫療財團法人耕莘醫院,1091215,1000,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,65000
台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,1091216,400,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10014
台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,1091216,2200,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10018
奇美醫療財團法人奇美醫院,1091216,4600,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,67000
長庚醫療財團法人嘉義長庚紀念醫院,1091216,1400,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10010
財團法人私立高雄醫學大學附設中和紀念醫院,1091216,7200,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,64000
彰化基督教醫療財團法人彰化基督教醫院,1091216,400,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10007
醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,1091216,13800,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,65000
天主教靈醫會醫療財團法人羅東聖母醫院,1091221,600,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10002
醫療財團法人羅許基金會羅東博愛醫院,1091228,200,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10002
天成醫療社團法人天晟醫院,1090101,165285,109年抗生素抗藥性管理通報系統補捐助案,68000
東元醫療社團法人東元綜合醫院,1090101,165285,109年抗生素抗藥性管理通報系統補捐助案,10004
寶建醫療社團法人寶建醫院,1090101,165285,109年抗生素抗藥性管理通報系統補捐助案,10013
社團法人台灣內科醫學會,1090129,250000,「成人重要傳染病防治」醫護人員教育訓練,63000
七賢高美泌尿科診所,1090210,16914,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,64000
安泰醫療社團法人安泰醫院,1090210,24680,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10013
竹山秀傳醫院,1090210,17880,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10008
東元醫療社團法人東元綜合醫院,1090210,20000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,10004
高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營),1090210,6986,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,64000
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),1090210,25000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,64000
鳳山李嘉文泌尿科診所,1090210,40000,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,64000
社團法人台灣兒童感染症醫學會,1090305,500000,辦理2020年疫苗專家論壇(MaterClass in Vaccinology 2020),63000
中華身心健康促進暨研究協會,1090311,40000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,68000
世界和平婦女會台灣總會,1090311,80000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
台灣年輕藥師協會,1090311,150000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
台灣愛滋病學會,1090311,1027000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人中華民國愛滋感染者權益促進會,1090311,228322,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人中華民國醫務社會工作協會,1090311,100000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台北市日日春關懷互助協會,1090311,200000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣愛之希望協會,1090311,612300,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,64000
社團法人台灣愛滋病護理學會,1090311,650000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣新滋識同盟,1090311,200000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,65000
社團法人台灣預防醫學學會,1090311,200000,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣露德協會,1090311,1255100,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人彰化縣馨滋關懷協會,1090311,1800,109年補助民間團體及大專校院辦理愛滋病防治工作計畫,10007
高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營),1090311,250000,109年度智慧防疫資訊交換捐補助計畫,64000
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),1090311,250000,109年度智慧防疫資訊交換捐補助計畫,64000
臺灣腎臟護理學會,1090313,198180,醫療院所透析單位急性病毒性B、C型肝炎防治教育訓練,63000
台灣結核暨肺部疾病醫學會,1090415,800559,「109年結核病防治教育訓練補助計畫」-醫師結核病防治教育訓練計畫 ,63000
台灣結核暨肺部疾病醫學會,1090422,1547915,109年結核病防治教育訓練補助計畫-結核病個案管理師教育訓練及認證,63000
社團法人中華民國腹膜透析腎友協會,1090422,100000,109年度補(捐)助民間團體辦理急性病毒性肝炎防治衛生教育,63000
大千綜合醫院,1090509,31000,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10005
光田醫療社團法人光田綜合醫院,1090509,29506,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,66000
光田醫療社團法人光田綜合醫院大甲分院,1090509,29513,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,66000
安泰醫療社團法人安泰醫院,1090509,30370,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10013
秀傳醫療社團法人秀傳紀念醫院,1090509,18360,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10007
東元醫療社團法人東元綜合醫院,1090509,27856,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,10004
敏盛綜合醫院,1090509,12180,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,68000
童綜合醫療社團法人童綜合醫院,1090509,19699,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,66000
澄清綜合醫院中港分院,1090509,22000,109年本署補助腸病毒責任醫院辦理醫護人員訓練經費,66000
中華民國醫師公會全國聯合會,1090618,98800,登革熱、屈公病與蜱媒傳染病之醫事人員教育訓練,63000
鳳山李嘉文泌尿科診所,1091211,17200,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,64000
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),1091214,2600,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,64000
東元醫療社團法人東元綜合醫院,1091216,3600,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,10004
高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營),1091216,1800,PrEP計畫-民眾自我篩檢試劑發放資訊彙整案,64000
個人,1090101,334604394,109年度「結核病及漢生病直接觀察治療都治執行計畫」,
個人,1090101,155853379,109年度補助建構抗藥性結核病醫療照護體系計畫,
個人,1090101,448179,6名個案之丁基原啡因複方錠(Suboxone)藥品費用案,
個人,1090101,408390,因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1090101,66726,因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1090101,95091,因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1090101,344102,因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1090101,318786,因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1090101,800247,因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1090108,3020000,「109年公費抗結核藥品cycloserine」採購案,
個人,1090108,1233213000,支付愛滋醫療費用,
個人,1090113,38100000,109年抗結核公費藥品Bedaquiline,
個人,1090121,12370784,109年度愛滋病指定醫事機構服務品質提升計畫,
個人,1090121,777451,109年度愛滋病指定醫事機構服務品質提升計畫,
個人,1090121,7996720,109年度愛滋病指定醫事機構服務品質提升計畫,
個人,1090121,11252328,109年度愛滋病指定醫事機構服務品質提升計畫,
個人,1090121,25844154,109年度愛滋病指定醫事機構服務品質提升計畫,
個人,1090122,5186311,107年愛滋醫療費用欠款之利息,
個人,1090210,5249780,109年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥計畫(PrEP)計畫,
個人,1090211,318393,107年醫療費用欠款利息,
個人,1090211,218400,109年慢性傳染性結核病個案住院營養暨生活費補助,
個人,1090211,40000000,109年藥癮愛滋個案替代治療計畫(醫療費用),
個人,1090213,46000000,孕婦全面愛滋篩檢,
個人,1090215,170956000,109年委託健保署代辦公務預算支付結核病等醫療費用,
個人,1090217,20000000,「性傳染病、急性病毒性肝炎或藥癮病患全面篩檢愛滋計畫」醫療費用,
個人,1090218,1446010,愛滋匿名篩檢服務拓點計畫,
個人,1090221,816000,109年度抗結核免費藥品levofloxacin 750mg採購案,
個人,1090302,468000,「109年公費抗結核藥品streptomycin」採購案,
個人,1090310,889200,「109年度專案進口公費抗結核藥品clofazimine」採購案,
個人,1090310,282295,因108年菸金繳納107年愛滋醫療費用欠款而衍生之利息支出,
個人,1090310,81144,專案進口公費抗結核藥品兒童複方可溶錠RH/RHZ,
個人,1090311,1950,補助感染愛滋之藥害血友病患者108年下半年度全民健保自付保費,
個人,1090319,21960,結核病人用Amikacin 250mg 900支,
個人,1090330,51600,"結核病人用Levofloxacin 500mg 12,000顆",
個人,1090416,1579384,109年度公費抗結核藥品PAS採購案,
個人,1090421,1634400,109年度公費抗結核藥品moxifloxacin採購案,
個人,1090513,4276800,109年度專案進口公費抗結核藥品delamanid採購案,
個人,1090615,8455407,109年度愛滋病指定醫事機構服務品質提升計畫,
個人,1090620,10956000,109年度第1/2型愛滋病毒抗原/抗體自我篩檢試劑,
個人,1090723,750000,109年專案進口公費抗結核藥品kanamycin採購案,
個人,1090728,78059,108年愛滋醫療費用欠款之利息,
個人,1090824,42059,108年愛滋醫療費用欠款利息,
個人,1090902,2697,藥害血友病患者健保自付保費109年1-6月,
個人,1090928,47300,採購抗結核藥物levofloxacin 500mg,
個人,1091013,826161,109年度公費抗結核藥品cycloserine後續擴充,
個人,1091014,474,醫療院所配合防疫協助執行疑似麻疹個案接觸者暴露後預防措施之相關費用,
個人,1091023,7200,抗結核公費藥Levofloxacin(100mg),
個人,1091028,1710000,109年公費抗結核藥品prothionamide,
個人,1091217,47400000,預撥健保醫療費用,
個人,1091221,121163204,償付109年愛滋醫療費用欠款,
個人,1100115,50203720,撥付109年愛滋醫療費用,
個人,1090204,14114,本署108年退休人員優惠存款差額利息(江OO),
個人,1090803,246111,本署聘任退休人員陳OO君及楊OO君108年度優惠存款差額利息歸墊,
個人,1081224,690000,109年退職工友(含遺眷)三節慰問金,
個人,1081225,530000,109年致贈退休人員及在職亡故同仁之遺族三節慰問金,
個人,1090508,38000,109年三麻一風監視調查作業之病例通報獎金,
個人,1091215,3000,霍亂通報獎金,
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1091229,15000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,63000
台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,1091229,10000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,10018
奇美醫療財團法人奇美醫院,1091229,15000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,67000
為恭醫療財團法人為恭紀念醫院,1091229,10000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,10005
個人,1091229,2500,茲卡病毒感染症通報獎金,
高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營),1091229,20000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,64000
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),1091229,20000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,64000
高雄榮民總醫院,1091229,10000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,64000
國立成功大學醫學院附設醫院,1091229,10000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,67000
國泰醫療財團法人國泰綜合醫院,1091229,10000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,63000
臺北市立萬芳醫院－委託財團法人臺北醫學大學辦理,1091229,30000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,63000
臺北市立關渡醫院─委託臺北榮民總醫院經營,1091229,10000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,63000
衛生福利部雙和醫院(委託臺北醫學大學興建經營),1091229,10000,109年「實驗室傳染病自動通報系統」資料品質評比獎勵金,65000
