確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數,縣市別代碼,鄉鎮別代碼
19CoV,2021,05,台北市,文山區,F,0,70+,5,63000,63000080
19CoV,2021,05,台北市,文山區,F,0,70+,5,63000,63000082
19CoV,2021,05,台北市,文山區,M,0,70+,9,63000,63000082
19CoV,2021,05,台北市,文山區,M,0,70+,9,63000,63000080
19CoV,2021,05,台北市,文山區,M,0,70+,9,63000,63000081
19CoV,2021,05,台北市,松山區,M,0,65~69,2,63000,63000010
19CoV,2021,05,台北市,松山區,F,0,70+,3,63000,63000010
19CoV,2021,05,台北市,松山區,M,0,70+,2,63000,63000010
19CoV,2021,05,台北市,萬華區,M,0,35~39,1,63000,63000070
19CoV,2021,05,台北市,萬華區,M,0,35~39,1,63000,63000072
19CoV,2021,05,台北市,萬華區,M,0,35~39,1,63000,63000071
19CoV,2021,05,台北市,萬華區,M,0,40~44,2,63000,63000071
19CoV,2021,05,台北市,萬華區,M,0,40~44,2,63000,63000072
19CoV,2021,05,台北市,萬華區,M,0,40~44,2,63000,63000070
19CoV,2021,05,台北市,萬華區,F,0,45~49,2,63000,63000071
19CoV,2021,05,台北市,萬華區,F,0,45~49,2,63000,63000072
19CoV,2021,05,台北市,萬華區,F,0,45~49,2,63000,63000070
19CoV,2021,05,台北市,萬華區,M,0,45~49,1,63000,63000071
19CoV,2021,05,台北市,萬華區,M,0,45~49,1,63000,63000070
19CoV,2021,05,台北市,萬華區,M,0,45~49,1,63000,63000072
19CoV,2021,05,台北市,萬華區,F,0,50~54,1,63000,63000071
19CoV,2021,05,台北市,萬華區,F,0,50~54,1,63000,63000070
19CoV,2021,05,台北市,萬華區,F,0,50~54,1,63000,63000072
19CoV,2021,05,台北市,萬華區,M,0,50~54,1,63000,63000070
19CoV,2021,05,台北市,萬華區,M,0,50~54,1,63000,63000072
19CoV,2021,05,台北市,萬華區,M,0,50~54,1,63000,63000071
19CoV,2021,05,台北市,萬華區,F,0,55~59,2,63000,63000072
19CoV,2021,05,台北市,萬華區,F,0,55~59,2,63000,63000070
19CoV,2021,05,台北市,萬華區,F,0,55~59,2,63000,63000071
19CoV,2021,05,台北市,萬華區,M,0,55~59,7,63000,63000072
19CoV,2021,05,台北市,萬華區,M,0,55~59,7,63000,63000070
19CoV,2021,05,台北市,萬華區,M,0,55~59,7,63000,63000071
19CoV,2021,05,台北市,萬華區,F,0,60~64,4,63000,63000072
19CoV,2021,05,台北市,萬華區,F,0,60~64,4,63000,63000071
19CoV,2021,05,台北市,萬華區,F,0,60~64,4,63000,63000070
19CoV,2021,05,台北市,萬華區,M,0,60~64,5,63000,63000072
19CoV,2021,05,台北市,萬華區,M,0,60~64,5,63000,63000070
19CoV,2021,05,台北市,萬華區,M,0,60~64,5,63000,63000071
19CoV,2021,05,台北市,萬華區,F,0,65~69,5,63000,63000070
19CoV,2021,05,台北市,萬華區,F,0,65~69,5,63000,63000071
19CoV,2021,05,台北市,萬華區,F,0,65~69,5,63000,63000072
19CoV,2021,05,台北市,萬華區,M,0,65~69,12,63000,63000070
19CoV,2021,05,台北市,萬華區,M,0,65~69,12,63000,63000071
19CoV,2021,05,台北市,萬華區,M,0,65~69,12,63000,63000072
19CoV,2021,05,台北市,萬華區,F,0,70+,16,63000,63000071
19CoV,2021,05,台北市,萬華區,F,0,70+,16,63000,63000072
19CoV,2021,05,台北市,萬華區,F,0,70+,16,63000,63000070
19CoV,2021,05,台北市,萬華區,M,0,70+,33,63000,63000071
19CoV,2021,05,台北市,萬華區,M,0,70+,33,63000,63000070
19CoV,2021,05,台北市,萬華區,M,0,70+,33,63000,63000072
19CoV,2021,05,高雄市,大寮區,M,0,65~69,1,64000,64000140
19CoV,2021,05,新北市,三峽區,F,0,65~69,1,65000,65000090
19CoV,2021,05,新北市,三峽區,F,0,70+,2,65000,65000090
19CoV,2021,05,新北市,三峽區,M,0,70+,3,65000,65000090
19CoV,2021,05,新北市,三重區,M,0,50~54,1,65000,65000020
19CoV,2021,05,新北市,三重區,M,0,55~59,4,65000,65000020
19CoV,2021,05,新北市,三重區,F,0,60~64,4,65000,65000020
19CoV,2021,05,新北市,三重區,M,0,60~64,4,65000,65000020
19CoV,2021,05,新北市,三重區,F,0,65~69,5,65000,65000020
19CoV,2021,05,新北市,三重區,M,0,65~69,6,65000,65000020
19CoV,2021,05,新北市,三重區,F,0,70+,7,65000,65000020
19CoV,2021,05,新北市,三重區,M,0,70+,15,65000,65000020
19CoV,2021,05,新北市,中和區,F,0,40~44,1,65000,65000030
19CoV,2021,05,新北市,中和區,M,0,50~54,1,65000,65000030
19CoV,2021,05,新北市,中和區,M,0,55~59,1,65000,65000030
19CoV,2021,05,新北市,中和區,F,0,60~64,1,65000,65000030
19CoV,2021,05,新北市,中和區,M,0,60~64,3,65000,65000030
19CoV,2021,05,新北市,中和區,F,0,65~69,1,65000,65000030
19CoV,2021,05,新北市,中和區,M,0,65~69,5,65000,65000030
19CoV,2021,05,新北市,中和區,F,0,70+,12,65000,65000030
19CoV,2021,05,新北市,中和區,M,0,70+,21,65000,65000030
19CoV,2021,05,新北市,五股區,M,0,55~59,1,65000,65000150
19CoV,2021,05,新北市,五股區,M,0,60~64,2,65000,65000150
19CoV,2021,05,新北市,五股區,M,0,65~69,2,65000,65000150
19CoV,2021,05,新北市,五股區,F,0,70+,1,65000,65000150
19CoV,2021,05,新北市,五股區,M,0,70+,3,65000,65000150
19CoV,2021,05,新北市,八里區,M,0,55~59,1,65000,65000230
19CoV,2021,05,新北市,土城區,M,0,35~39,1,65000,65000130
19CoV,2021,05,新北市,土城區,M,0,60~64,1,65000,65000130
19CoV,2021,05,新北市,土城區,F,0,65~69,1,65000,65000130
19CoV,2021,05,新北市,土城區,M,0,65~69,2,65000,65000130
19CoV,2021,05,新北市,土城區,F,0,70+,10,65000,65000130
19CoV,2021,05,新北市,土城區,M,0,70+,7,65000,65000130
19CoV,2021,05,新北市,新店區,M,0,35~39,1,65000,65000060
19CoV,2021,05,新北市,新店區,M,0,55~59,1,65000,65000060
19CoV,2021,05,新北市,新店區,F,0,60~64,1,65000,65000060
19CoV,2021,05,新北市,新店區,M,0,60~64,3,65000,65000060
19CoV,2021,05,新北市,新店區,F,0,65~69,1,65000,65000060
19CoV,2021,05,新北市,新店區,M,0,65~69,2,65000,65000060
19CoV,2021,05,新北市,新店區,F,0,70+,1,65000,65000060
19CoV,2021,05,新北市,新店區,M,0,70+,7,65000,65000060
19CoV,2021,05,新北市,新莊區,F,0,35~39,1,65000,65000050
19CoV,2021,05,新北市,新莊區,F,0,60~64,3,65000,65000050
19CoV,2021,05,新北市,新莊區,M,0,60~64,3,65000,65000050
19CoV,2021,05,新北市,新莊區,F,0,65~69,1,65000,65000050
19CoV,2021,05,新北市,新莊區,M,0,65~69,1,65000,65000050
19CoV,2021,05,新北市,新莊區,F,0,70+,3,65000,65000050
19CoV,2021,05,新北市,新莊區,M,0,70+,14,65000,65000050
19CoV,2021,05,新北市,板橋區,M,0,35~39,1,65000,65000010
19CoV,2021,05,新北市,板橋區,F,0,55~59,1,65000,65000010
19CoV,2021,05,新北市,板橋區,M,0,55~59,4,65000,65000010
19CoV,2021,05,新北市,板橋區,F,0,60~64,1,65000,65000010
19CoV,2021,05,新北市,板橋區,M,0,60~64,4,65000,65000010
19CoV,2021,05,新北市,板橋區,F,0,65~69,5,65000,65000010
19CoV,2021,05,新北市,板橋區,M,0,65~69,9,65000,65000010
19CoV,2021,05,新北市,板橋區,F,0,70+,14,65000,65000010
19CoV,2021,05,新北市,板橋區,M,0,70+,24,65000,65000010
19CoV,2021,05,新北市,林口區,M,0,60~64,1,65000,65000170
19CoV,2021,05,新北市,林口區,F,0,65~69,1,65000,65000170
19CoV,2021,05,新北市,林口區,M,0,65~69,1,65000,65000170
19CoV,2021,05,新北市,樹林區,M,0,55~59,1,65000,65000070
19CoV,2021,05,新北市,樹林區,F,0,60~64,1,65000,65000070
19CoV,2021,05,新北市,樹林區,M,0,60~64,1,65000,65000070
19CoV,2021,05,新北市,樹林區,F,0,70+,1,65000,65000070
19CoV,2021,05,新北市,樹林區,M,0,70+,1,65000,65000070
19CoV,2021,05,新北市,永和區,F,0,40~44,1,65000,65000040
19CoV,2021,05,新北市,永和區,F,0,50~54,2,65000,65000040
19CoV,2021,05,新北市,永和區,M,0,60~64,2,65000,65000040
19CoV,2021,05,新北市,永和區,M,0,65~69,4,65000,65000040
19CoV,2021,05,新北市,永和區,F,0,70+,3,65000,65000040
19CoV,2021,05,新北市,永和區,M,0,70+,10,65000,65000040
19CoV,2021,05,新北市,汐止區,F,0,40~44,1,65000,65000110
19CoV,2021,05,新北市,汐止區,M,0,60~64,1,65000,65000110
19CoV,2021,05,新北市,汐止區,F,0,65~69,1,65000,65000110
19CoV,2021,05,新北市,汐止區,M,0,65~69,2,65000,65000110
19CoV,2021,05,新北市,汐止區,F,0,70+,3,65000,65000110
19CoV,2021,05,新北市,汐止區,M,0,70+,3,65000,65000110
19CoV,2021,05,新北市,泰山區,M,0,60~64,2,65000,65000160
19CoV,2021,05,新北市,泰山區,M,0,65~69,1,65000,65000160
19CoV,2021,05,新北市,泰山區,M,0,70+,1,65000,65000160
19CoV,2021,05,新北市,淡水區,F,0,65~69,1,65000,65000100
19CoV,2021,05,新北市,淡水區,M,0,65~69,1,65000,65000100
19CoV,2021,05,新北市,淡水區,F,0,70+,1,65000,65000100
19CoV,2021,05,新北市,淡水區,M,0,70+,4,65000,65000100
19CoV,2021,05,新北市,深坑區,M,0,65~69,1,65000,65000180
19CoV,2021,05,新北市,深坑區,M,0,70+,2,65000,65000180
19CoV,2021,05,新北市,瑞芳區,M,0,65~69,1,65000,65000120
19CoV,2021,05,新北市,石碇區,F,0,65~69,1,65000,65000190
19CoV,2021,05,新北市,蘆洲區,M,0,50~54,1,65000,65000140
19CoV,2021,05,新北市,蘆洲區,F,0,60~64,2,65000,65000140
19CoV,2021,05,新北市,蘆洲區,M,0,60~64,1,65000,65000140
19CoV,2021,05,新北市,蘆洲區,M,0,65~69,4,65000,65000140
19CoV,2021,05,新北市,蘆洲區,F,0,70+,2,65000,65000140
19CoV,2021,05,新北市,蘆洲區,M,0,70+,1,65000,65000140
19CoV,2021,05,新北市,鶯歌區,F,0,70+,1,65000,65000080
19CoV,2021,05,台中市,北屯區,F,0,70+,1,66000,66000080
19CoV,2021,05,台中市,北屯區,M,0,70+,1,66000,66000080
19CoV,2021,05,台中市,西屯區,M,0,70+,1,66000,66000060
19CoV,2021,05,台南市,白河區,F,0,70+,1,67000,67000030
19CoV,2021,05,桃園市,中壢區,F,0,65~69,1,68000,68000020
19CoV,2021,05,桃園市,大園區,M,0,65~69,1,68000,68000060
19CoV,2021,05,桃園市,平鎮區,F,0,70+,1,68000,68000100
19CoV,2021,05,桃園市,平鎮區,M,0,70+,2,68000,68000100
19CoV,2021,05,桃園市,桃園區,F,0,65~69,1,68000,68000010
19CoV,2021,05,桃園市,桃園區,F,0,70+,1,68000,68000010
19CoV,2021,05,桃園市,桃園區,M,0,70+,2,68000,68000010
19CoV,2021,05,桃園市,楊梅區,M,0,70+,2,68000,68000040
19CoV,2021,05,桃園市,蘆竹區,M,0,70+,1,68000,68000050
19CoV,2021,05,桃園市,龍潭區,M,0,60~64,1,68000,68000090
19CoV,2021,05,桃園市,龜山區,M,0,50~54,1,68000,68000070
19CoV,2021,05,桃園市,龜山區,F,0,70+,1,68000,68000070
19CoV,2021,05,桃園市,龜山區,M,0,70+,1,68000,68000070
19CoV,2021,06,新竹縣,竹東鎮,F,0,55~59,1,10004,10004020
19CoV,2021,06,新竹縣,竹東鎮,M,0,55~59,1,10004,10004020
19CoV,2021,06,新竹縣,竹東鎮,F,0,70+,2,10004,10004020
19CoV,2021,06,新竹縣,竹東鎮,M,0,70+,8,10004,10004020
19CoV,2021,06,苗栗縣,後龍鎮,F,0,65~69,1,10005,10005060
19CoV,2021,06,苗栗縣,頭份市,F,0,70+,1,10005,10005050
19CoV,2021,06,彰化縣,二林鎮,F,0,45~49,1,10007,10007200
19CoV,2021,06,彰化縣,二林鎮,M,0,70+,1,10007,10007200
19CoV,2021,06,彰化縣,埔鹽鄉,F,0,40~44,1,10007,10007140
19CoV,2021,06,彰化縣,埤頭鄉,F,0,40~44,1,10007,10007220
19CoV,2021,06,彰化縣,溪湖鎮,F,0,70+,1,10007,10007110
19CoV,2021,06,南投縣,埔里鎮,M,0,30~34,1,10008,10008020
19CoV,2021,06,雲林縣,台西鄉,M,0,70+,1,10009,10009160
19CoV,2021,06,屏東縣,枋寮鄉,F,0,70+,1,10013,10013160
19CoV,2021,06,基隆市,中山區,M,0,70+,4,10017,10017050
19CoV,2021,06,基隆市,中正區,F,0,70+,1,10017,10017010
19CoV,2021,06,基隆市,仁愛區,M,0,45~49,1,10017,10017040
19CoV,2021,06,基隆市,仁愛區,F,0,70+,3,10017,10017040
19CoV,2021,06,基隆市,仁愛區,M,0,70+,2,10017,10017040
19CoV,2021,06,基隆市,信義區,M,0,70+,1,10017,10017070
19CoV,2021,06,基隆市,安樂區,F,0,70+,1,10017,10017060
19CoV,2021,06,基隆市,暖暖區,M,0,50~54,1,10017,10017030
19CoV,2021,06,新竹市,北區,F,0,45~49,1,10018,10018020
19CoV,2021,06,台北市,中山區,M,0,50~54,1,63000,63000040
19CoV,2021,06,台北市,中山區,F,0,65~69,1,63000,63000040
19CoV,2021,06,台北市,中山區,M,0,65~69,1,63000,63000040
19CoV,2021,06,台北市,中山區,F,0,70+,1,63000,63000040
19CoV,2021,06,台北市,中山區,M,0,70+,1,63000,63000040
19CoV,2021,06,台北市,中正區,M,0,65~69,1,63000,63000050
19CoV,2021,06,台北市,中正區,F,0,70+,1,63000,63000050
19CoV,2021,06,台北市,中正區,M,0,70+,1,63000,63000050
19CoV,2021,06,台北市,信義區,F,0,70+,1,63000,63000020
19CoV,2021,06,台北市,信義區,M,0,70+,1,63000,63000020
19CoV,2021,06,台北市,內湖區,M,0,70+,1,63000,63000100
19CoV,2021,06,台北市,北投區,F,0,60~64,1,63000,63000120
19CoV,2021,06,台北市,北投區,F,0,70+,4,63000,63000120
19CoV,2021,06,台北市,北投區,M,0,70+,3,63000,63000120
19CoV,2021,06,台北市,南港區,M,0,70+,2,63000,63000090
19CoV,2021,06,台北市,士林區,F,0,40~44,1,63000,63000110
19CoV,2021,06,台北市,士林區,F,0,55~59,1,63000,63000110
19CoV,2021,06,台北市,士林區,M,0,55~59,1,63000,63000110
19CoV,2021,06,台北市,士林區,F,0,65~69,1,63000,63000110
19CoV,2021,06,台北市,士林區,M,0,65~69,3,63000,63000110
19CoV,2021,06,台北市,士林區,F,0,70+,5,63000,63000110
19CoV,2021,06,台北市,士林區,M,0,70+,5,63000,63000110
19CoV,2021,06,台北市,大同區,F,0,65~69,1,63000,63000060
19CoV,2021,06,台北市,大同區,F,0,70+,2,63000,63000060
19CoV,2021,06,台北市,大同區,M,0,70+,2,63000,63000060
19CoV,2021,06,台北市,大安區,F,0,65~69,1,63000,63000030
19CoV,2021,06,台北市,大安區,M,0,65~69,1,63000,63000030
19CoV,2021,06,台北市,大安區,F,0,70+,4,63000,63000030
19CoV,2021,06,台北市,大安區,M,0,70+,2,63000,63000030
19CoV,2021,06,台北市,文山區,M,0,55~59,2,63000,63000081
19CoV,2021,06,台北市,文山區,M,0,55~59,2,63000,63000080
19CoV,2021,06,台北市,文山區,M,0,55~59,2,63000,63000082
19CoV,2021,06,台北市,文山區,M,0,60~64,1,63000,63000081
19CoV,2021,06,台北市,文山區,M,0,60~64,1,63000,63000080
19CoV,2021,06,台北市,文山區,M,0,60~64,1,63000,63000082
19CoV,2021,06,台北市,文山區,F,0,70+,2,63000,63000081
19CoV,2021,06,台北市,文山區,F,0,70+,2,63000,63000082
19CoV,2021,06,台北市,文山區,F,0,70+,2,63000,63000080
19CoV,2021,06,台北市,文山區,M,0,70+,3,63000,63000082
19CoV,2021,06,台北市,文山區,M,0,70+,3,63000,63000080
19CoV,2021,06,台北市,文山區,M,0,70+,3,63000,63000081
19CoV,2021,06,台北市,松山區,F,0,55~59,1,63000,63000010
19CoV,2021,06,台北市,萬華區,F,0,45~49,1,63000,63000070
19CoV,2021,06,台北市,萬華區,F,0,45~49,1,63000,63000072
19CoV,2021,06,台北市,萬華區,F,0,45~49,1,63000,63000071
19CoV,2021,06,台北市,萬華區,M,0,50~54,1,63000,63000072
19CoV,2021,06,台北市,萬華區,M,0,50~54,1,63000,63000070
19CoV,2021,06,台北市,萬華區,M,0,50~54,1,63000,63000071
19CoV,2021,06,台北市,萬華區,M,0,55~59,1,63000,63000071
19CoV,2021,06,台北市,萬華區,M,0,55~59,1,63000,63000070
19CoV,2021,06,台北市,萬華區,M,0,55~59,1,63000,63000072
19CoV,2021,06,台北市,萬華區,M,0,60~64,3,63000,63000070
19CoV,2021,06,台北市,萬華區,M,0,60~64,3,63000,63000071
19CoV,2021,06,台北市,萬華區,M,0,60~64,3,63000,63000072
19CoV,2021,06,台北市,萬華區,M,0,65~69,3,63000,63000072
19CoV,2021,06,台北市,萬華區,M,0,65~69,3,63000,63000070
19CoV,2021,06,台北市,萬華區,M,0,65~69,3,63000,63000071
19CoV,2021,06,台北市,萬華區,F,0,70+,5,63000,63000070
19CoV,2021,06,台北市,萬華區,F,0,70+,5,63000,63000072
19CoV,2021,06,台北市,萬華區,F,0,70+,5,63000,63000071
19CoV,2021,06,台北市,萬華區,M,0,70+,8,63000,63000071
19CoV,2021,06,台北市,萬華區,M,0,70+,8,63000,63000072
19CoV,2021,06,台北市,萬華區,M,0,70+,8,63000,63000070
19CoV,2021,06,新北市,三峽區,M,0,60~64,1,65000,65000090
19CoV,2021,06,新北市,三芝區,F,0,55~59,1,65000,65000210
19CoV,2021,06,新北市,三重區,F,0,45~49,1,65000,65000020
19CoV,2021,06,新北市,三重區,M,0,50~54,1,65000,65000020
19CoV,2021,06,新北市,三重區,F,0,55~59,1,65000,65000020
19CoV,2021,06,新北市,三重區,M,0,55~59,1,65000,65000020
19CoV,2021,06,新北市,三重區,M,0,60~64,1,65000,65000020
19CoV,2021,06,新北市,三重區,M,0,65~69,2,65000,65000020
19CoV,2021,06,新北市,三重區,F,0,70+,1,65000,65000020
19CoV,2021,06,新北市,三重區,M,0,70+,2,65000,65000020
19CoV,2021,06,新北市,中和區,M,0,50~54,2,65000,65000030
19CoV,2021,06,新北市,中和區,M,0,65~69,1,65000,65000030
19CoV,2021,06,新北市,中和區,F,0,70+,7,65000,65000030
19CoV,2021,06,新北市,中和區,M,0,70+,8,65000,65000030
19CoV,2021,06,新北市,五股區,M,0,65~69,1,65000,65000150
19CoV,2021,06,新北市,土城區,M,0,35~39,1,65000,65000130
19CoV,2021,06,新北市,土城區,F,0,55~59,1,65000,65000130
19CoV,2021,06,新北市,土城區,F,0,65~69,1,65000,65000130
19CoV,2021,06,新北市,土城區,F,0,70+,5,65000,65000130
19CoV,2021,06,新北市,土城區,M,0,70+,2,65000,65000130
19CoV,2021,06,新北市,新店區,M,0,40~44,1,65000,65000060
19CoV,2021,06,新北市,新店區,M,0,45~49,1,65000,65000060
19CoV,2021,06,新北市,新店區,M,0,50~54,1,65000,65000060
19CoV,2021,06,新北市,新店區,F,0,60~64,1,65000,65000060
19CoV,2021,06,新北市,新店區,F,0,70+,4,65000,65000060
19CoV,2021,06,新北市,新店區,M,0,70+,2,65000,65000060
19CoV,2021,06,新北市,新莊區,F,0,60~64,1,65000,65000050
19CoV,2021,06,新北市,新莊區,M,0,60~64,1,65000,65000050
19CoV,2021,06,新北市,新莊區,M,0,65~69,1,65000,65000050
19CoV,2021,06,新北市,新莊區,F,0,70+,3,65000,65000050
19CoV,2021,06,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2021,06,新北市,板橋區,F,0,65~69,2,65000,65000010
19CoV,2021,06,新北市,板橋區,M,0,65~69,3,65000,65000010
19CoV,2021,06,新北市,板橋區,F,0,70+,7,65000,65000010
19CoV,2021,06,新北市,板橋區,M,0,70+,6,65000,65000010
19CoV,2021,06,新北市,樹林區,F,0,50~54,1,65000,65000070
19CoV,2021,06,新北市,樹林區,M,0,65~69,1,65000,65000070
