確定病名,研判年份,研判週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
麻疹,2009,7,高雄市,左營區,F,否,4,1
麻疹,2009,8,台南市,下營區,F,是,0,1
麻疹,2009,9,台中市,北區,M,是,1,1
麻疹,2009,9,高雄市,三民區,F,否,1,1
麻疹,2009,9,高雄市,三民區,F,是,1,1
麻疹,2009,9,新北市,新莊區,M,否,0,1
麻疹,2009,9,新北市,樹林區,M,否,0,1
麻疹,2009,9,新北市,樹林區,M,否,1,1
麻疹,2009,9,桃園市,中壢區,M,否,0,1
麻疹,2009,9,桃園市,中壢區,M,否,5-9,1
麻疹,2009,9,桃園市,八德區,F,否,2,1
麻疹,2009,10,台中市,潭子區,F,否,1,1
麻疹,2009,10,台中市,西屯區,M,否,0,1
麻疹,2009,10,台南市,北區,M,否,2,1
麻疹,2009,10,台南市,北區,F,否,35-39,1
麻疹,2009,10,台南市,永康區,F,否,0,1
麻疹,2009,10,台南市,永康區,M,否,0,1
麻疹,2009,10,台南市,永康區,F,是,1,1
麻疹,2009,10,新北市,新莊區,M,否,0,1
麻疹,2009,10,新北市,新莊區,F,否,2,1
麻疹,2009,10,新北市,林口區,M,否,30-34,1
麻疹,2009,11,台中市,東區,F,是,4,1
麻疹,2009,11,台南市,安南區,F,否,35-39,1
麻疹,2009,11,新北市,新店區,M,是,0,1
麻疹,2009,12,新北市,新莊區,F,否,5-9,1
麻疹,2009,12,新北市,新莊區,M,否,5-9,1
麻疹,2009,13,台中市,東區,F,否,2,1
麻疹,2009,13,台南市,永康區,M,否,25-29,1
麻疹,2009,13,台南市,西港區,M,否,20-24,1
麻疹,2009,13,新北市,新店區,M,否,1,1
麻疹,2009,13,苗栗縣,公館鄉,M,否,25-29,1
麻疹,2009,14,台南市,永康區,M,否,20-24,1
麻疹,2009,16,高雄市,小港區,M,否,25-29,1
麻疹,2009,16,新北市,新莊區,M,否,3,1
麻疹,2009,16,南投縣,仁愛鄉,M,否,15-19,1
麻疹,2009,17,台南市,安南區,M,否,20-24,1
麻疹,2009,17,高雄市,三民區,M,否,15-19,1
麻疹,2009,17,高雄市,小港區,M,否,20-24,2
麻疹,2009,17,高雄市,旗山區,M,否,20-24,1
麻疹,2009,17,新北市,新莊區,M,否,20-24,1
麻疹,2009,17,桃園市,蘆竹區,M,是,20-24,1
麻疹,2009,17,南投縣,仁愛鄉,M,否,20-24,1
麻疹,2009,18,台中市,烏日區,M,是,1,1
麻疹,2009,18,高雄市,小港區,F,否,0,1
麻疹,2009,19,南投縣,南投市,M,否,0,1
麻疹,2009,20,南投縣,南投市,M,否,35-39,1
麻疹,2009,25,新北市,中和區,F,是,0,1
麻疹,2009,29,基隆市,中山區,M,否,30-34,1
麻疹,2009,36,屏東縣,內埔鄉,F,是,2,1
麻疹,2010,11,台北市,士林區,F,是,25-29,1
麻疹,2010,14,高雄市,大寮區,F,是,1,1
麻疹,2010,14,高雄市,大寮區,F,是,25-29,1
麻疹,2010,18,台中市,烏日區,M,是,1,1
麻疹,2010,19,台中市,烏日區,F,是,5-9,1
麻疹,2010,19,新竹縣,新豐鄉,M,是,35-39,1
麻疹,2010,23,台北市,松山區,M,否,30-34,1
麻疹,2010,24,台北市,信義區,M,否,0,1
麻疹,2010,25,台北市,內湖區,F,否,20-24,1
麻疹,2010,25,台北市,松山區,M,否,35-39,1
麻疹,2010,25,新北市,新店區,F,否,20-24,1
麻疹,2010,29,新北市,土城區,F,否,20-24,1
麻疹,2011,6,台北市,文山區,M,是,25-29,1
麻疹,2011,8,台北市,文山區,F,否,20-24,1
麻疹,2011,10,台北市,文山區,M,否,0,1
麻疹,2011,11,台中市,潭子區,M,是,20-24,1
麻疹,2011,13,連江縣,北竿鄉,M,否,20-24,1
麻疹,2011,13,連江縣,東引鄉,M,否,20-24,3
麻疹,2011,13,連江縣,東引鄉,M,否,25-29,1
麻疹,2011,14,連江縣,北竿鄉,M,否,20-24,2
麻疹,2011,15,台中市,沙鹿區,M,否,20-24,1
麻疹,2011,15,新北市,新莊區,M,否,20-24,1
麻疹,2011,15,連江縣,北竿鄉,M,否,20-24,1
麻疹,2011,15,連江縣,北竿鄉,M,否,25-29,1
麻疹,2011,15,連江縣,東引鄉,M,否,15-19,1
麻疹,2011,15,連江縣,東引鄉,M,否,20-24,1
麻疹,2011,16,台中市,北屯區,F,否,0,1
麻疹,2011,16,連江縣,南竿鄉,F,否,25-29,1
麻疹,2011,17,屏東縣,長治鄉,F,否,25-29,1
麻疹,2011,17,連江縣,北竿鄉,F,否,10-14,1
麻疹,2011,18,雲林縣,大埤鄉,M,否,25-29,1
麻疹,2011,18,連江縣,北竿鄉,M,否,20-24,2
麻疹,2011,19,連江縣,北竿鄉,M,否,20-24,1
麻疹,2011,20,雲林縣,林內鄉,M,否,20-24,1
麻疹,2011,20,連江縣,南竿鄉,M,否,20-24,1
麻疹,2011,22,桃園市,龜山區,M,否,5-9,1
麻疹,2011,23,新北市,八里區,F,否,1,1
麻疹,2011,25,台北市,大安區,F,是,25-29,1
麻疹,2011,25,桃園市,中壢區,F,否,0,1
麻疹,2011,25,桃園市,中壢區,M,否,0,1
麻疹,2011,26,新北市,蘆洲區,F,是,25-29,1
麻疹,2012,10,台北市,士林區,M,是,20-24,1
麻疹,2012,11,桃園市,桃園區,M,是,25-29,1
麻疹,2012,13,台南市,關廟區,F,是,20-24,1
麻疹,2012,17,台北市,南港區,M,是,1,1
麻疹,2012,18,基隆市,中正區,M,是,20-24,1
麻疹,2012,22,台北市,信義區,M,否,25-29,1
麻疹,2012,23,台中市,北屯區,M,否,25-29,1
麻疹,2012,25,新北市,汐止區,F,否,25-29,1
麻疹,2012,36,新北市,板橋區,M,否,20-24,1
麻疹,2013,6,高雄市,楠梓區,F,是,0,1
麻疹,2013,8,高雄市,仁武區,M,是,0,1
麻疹,2013,16,新北市,板橋區,F,是,35-39,1
麻疹,2013,18,桃園市,大園區,F,是,0,1
麻疹,2013,31,台北市,北投區,F,否,25-29,1
麻疹,2013,32,台北市,北投區,M,否,25-29,1
麻疹,2013,33,新北市,永和區,M,是,40-44,1
麻疹,2013,34,台中市,北屯區,M,是,35-39,1
麻疹,2014,2,高雄市,大寮區,M,是,25-29,1
麻疹,2014,6,新竹市,北區,F,是,0,1
麻疹,2014,8,高雄市,三民區,F,是,0,2
麻疹,2014,12,台北市,松山區,M,是,0,1
麻疹,2014,12,花蓮縣,新城鄉,F,是,1,1
麻疹,2014,15,台北市,文山區,M,是,35-39,1
麻疹,2014,15,新北市,新店區,M,是,25-29,1
麻疹,2014,16,台中市,北屯區,M,是,20-24,1
麻疹,2014,18,台中市,北屯區,F,否,20-24,2
麻疹,2014,18,屏東縣,萬丹鄉,F,是,1,1
麻疹,2014,22,台北市,信義區,F,是,45-49,1
麻疹,2014,22,台北市,松山區,M,是,40-44,1
麻疹,2014,23,台北市,南港區,M,是,35-39,1
麻疹,2014,24,台北市,信義區,F,否,20-24,1
麻疹,2014,25,桃園市,桃園區,M,是,25-29,1
麻疹,2014,34,桃園市,中壢區,M,是,2,1
麻疹,2014,36,台中市,西區,M,是,20-24,1
麻疹,2014,37,桃園市,龜山區,M,是,1,1
麻疹,2014,43,南投縣,仁愛鄉,M,否,20-24,1
麻疹,2014,44,南投縣,仁愛鄉,F,否,25-29,1
麻疹,2014,44,南投縣,埔里鎮,M,否,20-24,1
麻疹,2014,44,南投縣,埔里鎮,F,否,25-29,1
麻疹,2014,45,台北市,南港區,M,是,0,1
麻疹,2014,46,南投縣,埔里鎮,M,否,1,1
麻疹,2015,12,屏東縣,屏東市,M,是,30-34,1
麻疹,2015,18,新北市,蘆洲區,F,否,40-44,1
麻疹,2015,19,新北市,樹林區,F,否,25-29,1
麻疹,2015,20,台北市,北投區,F,否,25-29,1
麻疹,2015,20,台北市,南港區,F,否,20-24,1
麻疹,2015,20,台北市,南港區,M,否,25-29,1
麻疹,2015,21,台北市,中山區,M,否,20-24,1
麻疹,2015,21,台北市,中正區,M,否,30-34,1
麻疹,2015,21,台北市,內湖區,F,否,20-24,1
麻疹,2015,21,台北市,內湖區,M,否,25-29,1
麻疹,2015,21,台北市,北投區,M,否,30-34,1
麻疹,2015,21,新北市,三重區,M,否,25-29,1
麻疹,2015,21,桃園市,中壢區,M,否,20-24,1
麻疹,2015,22,台北市,中山區,F,否,20-24,1
麻疹,2015,22,台北市,中山區,F,否,25-29,1
麻疹,2015,22,台北市,內湖區,F,否,25-29,2
麻疹,2015,22,台北市,內湖區,M,否,25-29,1
麻疹,2015,22,新北市,三重區,F,否,25-29,1
麻疹,2015,22,新北市,三重區,M,否,30-34,1
麻疹,2015,22,新北市,淡水區,F,否,25-29,1
麻疹,2015,23,台中市,豐原區,M,否,0,1
麻疹,2015,23,嘉義市,東區,M,是,1,1
麻疹,2015,23,新竹縣,芎林鄉,M,是,40-44,1
麻疹,2015,25,台中市,太平區,F,否,15-19,1
麻疹,2015,28,台北市,文山區,F,是,35-39,1
麻疹,2015,28,新北市,中和區,F,是,25-29,1
麻疹,2015,37,台南市,新營區,F,是,40-44,1
麻疹,2015,41,台南市,新營區,M,否,15-19,1
麻疹,2016,12,台北市,松山區,F,是,45-49,1
麻疹,2016,16,屏東縣,長治鄉,F,是,0,1
麻疹,2016,18,新北市,淡水區,F,否,20-24,1
麻疹,2016,19,新北市,新店區,F,是,35-39,1
麻疹,2016,25,台北市,大同區,F,否,25-29,1
麻疹,2016,27,台南市,安定區,M,是,1,1
麻疹,2016,31,台北市,南港區,F,否,25-29,1
麻疹,2016,31,台北市,大安區,F,否,25-29,1
麻疹,2016,31,新北市,八里區,M,否,40-44,1
麻疹,2016,32,台北市,士林區,F,是,25-29,1
麻疹,2016,32,新竹市,香山區,M,是,5-9,1
麻疹,2016,32,金門縣,金湖鎮,M,是,55-59,1
麻疹,2016,34,新竹市,北區,M,否,0,1
麻疹,2016,51,桃園市,蘆竹區,M,是,30-34,1
麻疹,2017,9,桃園市,桃園區,F,是,1,1
麻疹,2017,11,台北市,松山區,F,是,0,1
麻疹,2017,13,新竹市,東區,M,是,25-29,1
麻疹,2017,15,新北市,新莊區,F,是,45-49,1
麻疹,2017,15,桃園市,蘆竹區,F,是,25-29,1
麻疹,2018,1,台北市,北投區,M,否,45-49,1
麻疹,2018,13,新北市,汐止區,M,是,30-34,1
麻疹,2018,13,桃園市,八德區,M,否,30-34,1
麻疹,2018,14,台北市,信義區,F,否,25-29,1
麻疹,2018,14,台北市,信義區,M,否,25-29,1
麻疹,2018,14,台北市,北投區,M,否,30-34,1
麻疹,2018,14,高雄市,鼓山區,M,否,25-29,1
麻疹,2018,14,新竹市,東區,M,是,0,1
麻疹,2018,14,新北市,三重區,M,否,45-49,1
麻疹,2018,14,桃園市,蘆竹區,M,否,35-39,1
麻疹,2018,14,桃園市,龜山區,F,否,40-44,1
麻疹,2018,14,南投縣,國姓鄉,M,否,30-34,1
麻疹,2018,16,台北市,內湖區,M,否,25-29,1
麻疹,2018,16,新北市,三峽區,F,否,25-29,1
麻疹,2018,16,新北市,三重區,F,否,40-44,1
麻疹,2018,16,新北市,新店區,F,否,25-29,1
麻疹,2018,16,新北市,新店區,M,否,35-39,1
麻疹,2018,16,桃園市,大園區,F,否,25-29,1
麻疹,2018,16,桃園市,桃園區,F,否,35-39,1
麻疹,2018,16,桃園市,蘆竹區,M,否,25-29,1
麻疹,2018,16,桃園市,蘆竹區,F,否,30-34,1
麻疹,2018,16,桃園市,龍潭區,F,否,45-49,1
麻疹,2018,17,高雄市,三民區,M,否,20-24,1
麻疹,2018,17,桃園市,龜山區,M,否,20-24,2
麻疹,2018,21,台北市,中山區,M,是,30-34,1
麻疹,2018,21,台北市,萬華區,F,是,30-34,1
麻疹,2018,25,桃園市,桃園區,F,是,30-34,1
麻疹,2018,25,新竹縣,芎林鄉,F,是,5-9,1
麻疹,2018,26,台北市,大安區,M,是,30-34,1
麻疹,2018,29,新竹縣,芎林鄉,F,否,25-29,1
麻疹,2018,35,南投縣,南投市,F,否,35-39,1
麻疹,2018,35,南投縣,南投市,M,是,40-44,1
麻疹,2018,37,新北市,板橋區,M,否,30-34,1
麻疹,2018,37,新北市,樹林區,M,是,30-34,1
麻疹,2018,41,新北市,土城區,F,否,45-49,1
麻疹,2018,50,新北市,新店區,M,否,25-29,1
麻疹,2018,51,台北市,內湖區,M,是,0,1
麻疹,2018,52,台北市,內湖區,F,否,30-34,1
麻疹,2018,52,新北市,永和區,M,是,35-39,1
麻疹,2019,1,台中市,北區,M,是,35-39,1
麻疹,2019,3,高雄市,新興區,F,是,25-29,1
麻疹,2019,3,新竹市,東區,M,是,30-34,1
麻疹,2019,3,新北市,板橋區,M,是,30-34,1
麻疹,2019,3,彰化縣,田尾鄉,F,是,20-24,1
麻疹,2019,4,新竹市,東區,F,否,35-39,1
麻疹,2019,4,桃園市,大園區,F,是,30-34,1
麻疹,2019,5,台中市,東勢區,F,否,50-54,1
麻疹,2019,5,新北市,新店區,M,是,35-39,1
麻疹,2019,5,新北市,板橋區,F,否,20-24,1
麻疹,2019,6,台北市,士林區,M,是,35-39,1
麻疹,2019,6,新竹市,香山區,F,是,5-9,1
麻疹,2019,7,新北市,板橋區,M,是,30-34,1
麻疹,2019,8,台北市,中正區,M,否,30-34,1
麻疹,2019,8,台北市,士林區,F,否,25-29,1
麻疹,2019,8,台北市,士林區,F,否,35-39,1
麻疹,2019,8,台北市,士林區,M,否,35-39,1
麻疹,2019,8,台北市,大同區,M,否,20-24,1
麻疹,2019,8,台中市,西屯區,F,是,3,1
麻疹,2019,8,新北市,三重區,M,否,0,1
麻疹,2019,8,新北市,永和區,F,否,35-39,1
麻疹,2019,8,新北市,蘆洲區,F,否,30-34,1
麻疹,2019,8,新北市,蘆洲區,M,否,35-39,1
麻疹,2019,9,桃園市,桃園區,F,否,20-24,1
麻疹,2019,9,彰化縣,彰化市,M,是,5-9,1
麻疹,2019,10,台北市,中山區,M,是,0,1
麻疹,2019,10,新竹市,東區,M,否,35-39,1
麻疹,2019,10,新北市,中和區,F,否,0,1
麻疹,2019,10,新北市,深坑區,F,否,25-29,1
麻疹,2019,10,桃園市,桃園區,F,是,5-9,1
麻疹,2019,11,台北市,中山區,M,否,35-39,1
麻疹,2019,11,新北市,鶯歌區,M,否,15-19,1
麻疹,2019,11,桃園市,龜山區,M,否,20-24,1
麻疹,2019,12,台南市,安南區,M,否,0,1
麻疹,2019,12,台南市,安南區,F,是,25-29,1
麻疹,2019,13,台北市,萬華區,M,是,30-34,1
麻疹,2019,13,台中市,大肚區,F,否,40-44,1
麻疹,2019,13,台中市,太平區,F,否,25-29,1
麻疹,2019,13,台南市,東區,F,是,30-34,1
麻疹,2019,13,桃園市,新屋區,M,是,25-29,1
麻疹,2019,14,新北市,林口區,M,是,25-29,1
麻疹,2019,14,新北市,淡水區,F,是,20-24,1
麻疹,2019,14,新竹縣,新豐鄉,F,是,20-24,1
麻疹,2019,14,新竹縣,新豐鄉,M,是,20-24,1
麻疹,2019,15,台中市,南屯區,F,否,20-24,1
麻疹,2019,15,台中市,西屯區,F,否,20-24,1
麻疹,2019,15,台中市,龍井區,F,否,20-24,1
麻疹,2019,15,台中市,龍井區,F,否,25-29,1
麻疹,2019,15,台中市,龍井區,M,否,25-29,1
麻疹,2019,15,台南市,柳營區,M,是,40-44,1
麻疹,2019,15,新北市,鶯歌區,M,是,25-29,1
麻疹,2019,15,桃園市,中壢區,M,是,30-34,1
麻疹,2019,15,桃園市,八德區,M,是,30-34,1
麻疹,2019,15,桃園市,桃園區,F,是,40-44,1
麻疹,2019,15,彰化縣,鹿港鎮,F,否,1,1
麻疹,2019,15,彰化縣,鹿港鎮,M,否,30-34,1
麻疹,2019,15,南投縣,南投市,F,是,15-19,1
麻疹,2019,16,台北市,大同區,M,否,25-29,1
麻疹,2019,16,台中市,西區,M,否,25-29,1
麻疹,2019,16,台中市,西屯區,M,否,25-29,1
麻疹,2019,16,基隆市,中正區,M,否,25-29,1
麻疹,2019,16,新竹市,東區,M,否,25-29,1
麻疹,2019,16,新北市,八里區,F,否,25-29,1
麻疹,2019,16,新北市,八里區,M,否,25-29,1
麻疹,2019,16,新北市,新莊區,F,否,25-29,1
麻疹,2019,16,新北市,林口區,M,否,30-34,1
麻疹,2019,16,新北市,永和區,M,否,20-24,1
麻疹,2019,16,新北市,汐止區,M,否,0,1
麻疹,2019,16,新北市,鶯歌區,F,否,15-19,1
麻疹,2019,16,桃園市,桃園區,F,否,10-14,1
麻疹,2019,16,桃園市,桃園區,M,是,20-24,1
麻疹,2019,16,桃園市,龜山區,M,否,30-34,1
麻疹,2019,17,新北市,板橋區,F,是,40-44,1
麻疹,2019,17,新北市,汐止區,F,否,1,1
麻疹,2019,17,桃園市,大園區,M,否,30-34,1
麻疹,2019,17,桃園市,桃園區,F,否,30-34,1
麻疹,2019,17,桃園市,龜山區,F,否,20-24,1
麻疹,2019,17,桃園市,龜山區,M,否,25-29,1
麻疹,2019,17,雲林縣,斗六市,M,否,25-29,1
麻疹,2019,18,新北市,新店區,M,是,30-34,1
麻疹,2019,18,新北市,板橋區,F,否,0,1
麻疹,2019,18,桃園市,蘆竹區,F,否,30-34,1
麻疹,2019,19,台北市,中正區,F,否,35-39,1
麻疹,2019,19,台北市,內湖區,F,否,30-34,1
麻疹,2019,19,台北市,萬華區,F,否,25-29,1
麻疹,2019,19,新北市,三重區,M,否,30-34,1
麻疹,2019,19,新北市,新店區,M,否,20-24,1
麻疹,2019,19,新北市,板橋區,M,否,35-39,1
麻疹,2019,19,新北市,板橋區,M,否,45-49,1
麻疹,2019,19,新北市,永和區,M,否,30-34,1
麻疹,2019,19,新北市,汐止區,F,否,30-34,1
麻疹,2019,19,新北市,泰山區,M,否,30-34,1
麻疹,2019,20,台北市,萬華區,M,否,20-24,1
麻疹,2019,20,台北市,萬華區,M,否,25-29,1
麻疹,2019,21,台北市,松山區,M,是,25-29,1
麻疹,2019,22,新北市,新店區,M,否,20-24,1
麻疹,2019,22,新北市,林口區,M,是,30-34,1
麻疹,2019,22,屏東縣,林邊鄉,M,是,30-34,1
麻疹,2019,23,台北市,士林區,M,是,25-29,1
麻疹,2019,23,台北市,大同區,F,否,0,1
麻疹,2019,24,南投縣,名間鄉,F,是,1,1
麻疹,2019,26,台中市,清水區,M,否,0,1
麻疹,2019,27,基隆市,仁愛區,M,是,25-29,1
麻疹,2019,27,新北市,樹林區,M,是,40-44,1
麻疹,2019,28,台北市,南港區,F,是,30-34,1
麻疹,2019,28,台中市,后里區,F,是,30-34,1
麻疹,2019,30,台北市,信義區,M,是,25-29,1
麻疹,2019,30,台中市,北屯區,M,是,25-29,1
麻疹,2019,31,台北市,信義區,M,是,25-29,1
麻疹,2019,31,台中市,豐原區,F,是,1,1
麻疹,2019,31,桃園市,中壢區,M,否,25-29,1
麻疹,2019,31,桃園市,觀音區,M,是,25-29,1
麻疹,2019,32,台北市,松山區,M,是,30-34,1
麻疹,2019,33,台北市,信義區,M,否,25-29,1
麻疹,2019,33,台北市,大安區,F,否,20-24,1
麻疹,2019,33,台北市,大安區,F,否,25-29,1
麻疹,2019,33,台北市,大安區,M,否,30-34,1
麻疹,2019,33,台北市,松山區,M,否,30-34,1
麻疹,2019,33,新北市,板橋區,M,是,35-39,1
麻疹,2019,33,彰化縣,彰化市,M,是,25-29,1
麻疹,2019,34,台中市,石岡區,M,否,3,1
麻疹,2019,34,新北市,三重區,F,否,20-24,1
麻疹,2019,34,新北市,汐止區,M,否,40-44,1
麻疹,2019,36,新北市,土城區,F,否,25-29,1
麻疹,2019,36,南投縣,國姓鄉,M,否,35-39,1
麻疹,2019,37,台北市,內湖區,M,否,30-34,1
麻疹,2019,37,高雄市,三民區,M,是,20-24,1
麻疹,2019,37,新北市,新店區,M,是,35-39,1
麻疹,2019,39,台北市,信義區,F,是,35-39,1
麻疹,2019,40,高雄市,三民區,M,是,30-34,1
麻疹,2019,42,台北市,信義區,M,是,30-34,1
麻疹,2019,42,高雄市,湖內區,M,否,30-34,1
麻疹,2019,42,高雄市,鳳山區,M,否,25-29,1
麻疹,2019,44,台東縣,台東市,M,是,50-54,1
麻疹,2019,48,新北市,新店區,F,是,35-39,1
麻疹,2019,50,台北市,大安區,F,否,25-29,1
麻疹,2019,50,新北市,新店區,F,否,30-34,1
麻疹,2019,51,台北市,士林區,F,是,25-29,1
麻疹,2019,52,新竹市,東區,F,是,35-39,1
麻疹,2019,52,新竹縣,竹東鎮,M,是,40-44,1
麻疹,2020,1,新北市,三重區,F,是,25-29,1
麻疹,2020,2,彰化縣,彰化市,F,是,0,1
麻疹,2022,35,新北市,新莊區,F,否,20-24,1
麻疹,2023,15,台北市,中正區,M,是,30-34,1
麻疹,2023,28,台中市,北屯區,M,是,35-39,1
麻疹,2024,8,新北市,中和區,M,否,35-39,1
麻疹,2024,9,台北市,大同區,M,是,20-24,1
麻疹,2024,9,新北市,中和區,M,否,30-34,1
麻疹,2024,9,新北市,中和區,M,否,35-39,1
麻疹,2024,10,新北市,中和區,F,否,25-29,1
麻疹,2024,10,新北市,永和區,M,是,30-34,1
麻疹,2024,10,新北市,永和區,M,否,40-44,1
麻疹,2024,10,新竹縣,竹東鎮,F,是,30-34,1
麻疹,2024,10,花蓮縣,吉安鄉,F,是,25-29,1
麻疹,2024,13,新竹縣,竹東鎮,M,是,25-29,1
麻疹,2024,15,高雄市,小港區,M,是,20-24,1
