縣市,醫療院所名稱,醫事機構代碼,地址
南投縣,曾漢棋綜合醫院,1538030037,南投縣草屯鎮炎峰里虎山路915號
南投縣,東華醫院,1538041209,南投縣竹山鎮集山路三段272巷16號
南投縣,衛生福利部草屯療養院,0138030010,南投縣草屯鎮玉屏路161號
南投縣,南投縣南投市衛生所,2338010014,南投縣南投市三和里三和一路13號
南投縣,南投縣埔里鎮衛生所,2338020010,南投縣埔里鎮中山路二段256號
南投縣,南投縣草屯鎮衛生所,2338030016,南投縣草屯鎮草溪路882巷7號
南投縣,南投縣集集鎮衛生所,2338050018,南投縣集集鎮民生路106號
南投縣,南投縣名間鄉衛生所,2338060014,南投縣名間鄉中正村彰南路42號
南投縣,南投縣鹿谷鄉衛生所,2338070010,南投縣鹿谷鄉中正路二段20號
南投縣,南投縣中寮鄉衛生所,2338080016,南投縣中寮鄉永平村永昌街102號
南投縣,南投縣魚池鄉衛生所,2338090012,南投縣魚池鄉東池村魚池街194號
南投縣,南投縣國姓鄉衛生所,2338100013,南投縣國姓鄉國姓村民族街42號
南投縣,南投縣水里鄉衛生所,2338110019,南投縣水里鄉博愛路205號
南投縣,南投縣信義鄉衛生所,2338120015,南投縣信義鄉明德村玉山路45號
南投縣,南投縣仁愛鄉衛生所,2338130011,南投縣仁愛鄉大同村五福巷17號
南投縣,南投縣竹山鎮衛生所,2338040012,南投縣竹山鎮公所路126號
彰化縣,衛生福利部彰化醫院,0137170515,彰化縣埔心鄉舊館村中正路二段80號
彰化縣,秀傳醫療社團法人秀傳紀念醫院,0937010019,彰化縣彰化市南瑤里中山路1段542號
彰化縣,道周醫療社團法人道周醫院,0937030012,彰化縣和美鎮和光路180號、和善路118號
彰化縣,員榮醫療社團法人員榮醫院,0937050014,彰化縣員林市中正路201號、彰化縣員林市莒光路359號
彰化縣,彰化基督教醫療財團法人彰化基督教醫院,1137010024,彰化縣彰化市南校街135號、中華路176號、旭光路235、320號
彰化縣,彰化基督教醫療財團法人彰化基督教兒童醫院,1137010042,彰化縣彰化市光南里13鄰旭光路320號、南校街135號
彰化縣,彰化基督教醫療財團法人漢銘基督教醫院,1137010051,彰化縣彰化市中山路一段366號
彰化縣,秀傳醫療財團法人彰濱秀傳紀念醫院,1137020511,彰化縣鹿港鎮鹿工路6號、6－2號
