年,週,就診類別,年齡別,縣市,其他肺炎健保就診人次,健保就診總人次,縣市別代碼
2016,51,門診,19~24,彰化縣,32,10323,10007
2016,51,門診,19~24,南投縣,8,3329,10008
2016,51,門診,19~24,雲林縣,6,5134,10009
2016,51,門診,19~24,嘉義縣,6,2852,10010
2016,51,門診,19~24,屏東縣,12,6625,10013
2016,51,門診,19~24,台東縣,1,1232,10014
2016,51,門診,19~24,花蓮縣,10,2798,10015
2016,51,門診,19~24,澎湖縣,0,927,10016
2016,51,門診,19~24,基隆市,20,3117,10017
2016,51,門診,19~24,新竹市,6,5318,10018
2016,51,門診,19~24,嘉義市,5,3995,10020
2016,51,門診,19~24,台北市,84,28978,63000
2016,51,門診,19~24,高雄市,70,28674,64000
2016,51,門診,19~24,新北市,131,36177,65000
2016,51,門診,19~24,台中市,241,32421,66000
2016,51,門診,19~24,台南市,87,18910,67000
2016,51,門診,19~24,桃園市,40,18666,68000
2016,51,門診,25~64,連江縣,2,733,09007
2016,51,門診,25~64,金門縣,8,8351,09020
2016,51,門診,25~64,宜蘭縣,244,42896,10002
2016,51,門診,25~64,新竹縣,82,40629,10004
2016,51,門診,25~64,苗栗縣,81,45978,10005
2016,51,門診,25~64,彰化縣,467,126376,10007
2016,51,門診,25~64,南投縣,153,47462,10008
2016,51,門診,25~64,雲林縣,230,67859,10009
2016,51,門診,25~64,嘉義縣,107,37390,10010
2016,51,門診,25~64,屏東縣,254,81888,10013
2016,51,門診,25~64,台東縣,33,18976,10014
2016,51,門診,25~64,花蓮縣,235,35705,10015
2016,51,門診,25~64,澎湖縣,11,13655,10016
2016,51,門診,25~64,基隆市,278,42392,10017
2016,51,門診,25~64,新竹市,184,60560,10018
2016,51,門診,25~64,嘉義市,100,53249,10020
2016,51,門診,25~64,台北市,1311,350899,63000
2016,51,門診,25~64,高雄市,845,338328,64000
2016,51,門診,25~64,新北市,1860,412401,65000
2016,51,門診,25~64,台中市,2153,308757,66000
2016,51,門診,25~64,台南市,1040,207455,67000
2016,51,門診,25~64,桃園市,602,206768,68000
2016,51,門診,3~6,連江縣,0,42,09007
2016,51,門診,3~6,金門縣,5,833,09020
2016,51,門診,3~6,宜蘭縣,138,4546,10002
2016,51,門診,3~6,新竹縣,104,7007,10004
2016,51,門診,3~6,苗栗縣,157,5657,10005
2016,51,門診,3~6,彰化縣,304,15270,10007
2016,51,門診,3~6,南投縣,102,5533,10008
2016,51,門診,3~6,雲林縣,129,7793,10009
2016,51,門診,3~6,嘉義縣,34,3162,10010
2016,51,門診,3~6,屏東縣,276,8795,10013
2016,51,門診,3~6,台東縣,46,1436,10014
2016,51,門診,3~6,花蓮縣,139,3497,10015
2016,51,門診,3~6,澎湖縣,9,767,10016
2016,51,門診,3~6,基隆市,99,3505,10017
2016,51,門診,3~6,新竹市,160,7685,10018
2016,51,門診,3~6,嘉義市,44,5110,10020
2016,51,門診,3~6,台北市,431,24440,63000
2016,51,門診,3~6,高雄市,844,30300,64000
2016,51,門診,3~6,新北市,748,48550,65000
2016,51,門診,3~6,台中市,1281,37820,66000
2016,51,門診,3~6,台南市,703,22285,67000
2016,51,門診,3~6,桃園市,492,25162,68000
2016,51,門診,65+,連江縣,4,286,09007
2016,51,門診,65+,金門縣,2,3802,09020
2016,51,門診,65+,宜蘭縣,240,27060,10002
2016,51,門診,65+,新竹縣,91,14814,10004
2016,51,門診,65+,苗栗縣,153,25454,10005
2016,51,門診,65+,彰化縣,375,61680,10007
2016,51,門診,65+,南投縣,249,28418,10008
2016,51,門診,65+,雲林縣,268,42489,10009
2016,51,門診,65+,嘉義縣,143,28671,10010
2016,51,門診,65+,屏東縣,249,51194,10013
2016,51,門診,65+,台東縣,38,11344,10014
2016,51,門診,65+,花蓮縣,165,20158,10015
2016,51,門診,65+,澎湖縣,8,8553,10016
2016,51,門診,65+,基隆市,177,21067,10017
2016,51,門診,65+,新竹市,164,20971,10018
2016,51,門診,65+,嘉義市,175,26154,10020
2016,51,門診,65+,台北市,1305,176971,63000
2016,51,門診,65+,高雄市,638,157233,64000
2016,51,門診,65+,新北市,728,141933,65000
2016,51,門診,65+,台中市,795,109870,66000
2016,51,門診,65+,台南市,662,93292,67000
2016,51,門診,65+,桃園市,483,72097,68000
2016,51,門診,7~12,連江縣,0,61,09007
2016,51,門診,7~12,金門縣,2,838,09020
2016,51,門診,7~12,宜蘭縣,71,3837,10002
2016,51,門診,7~12,新竹縣,27,5316,10004
2016,51,門診,7~12,苗栗縣,63,4271,10005
2016,51,門診,7~12,彰化縣,75,12456,10007
2016,51,門診,7~12,南投縣,50,5269,10008
2016,51,門診,7~12,雲林縣,46,6671,10009
2016,51,門診,7~12,嘉義縣,27,3217,10010
2016,51,門診,7~12,屏東縣,101,7620,10013
2016,51,門診,7~12,台東縣,13,1347,10014
2016,51,門診,7~12,花蓮縣,46,2850,10015
2016,51,門診,7~12,澎湖縣,1,830,10016
2016,51,門診,7~12,基隆市,49,3008,10017
2016,51,門診,7~12,新竹市,70,5948,10018
2016,51,門診,7~12,嘉義市,17,4502,10020
2016,51,門診,7~12,台北市,171,21857,63000
2016,51,門診,7~12,高雄市,331,27890,64000
2016,51,門診,7~12,新北市,262,38558,65000
2016,51,門診,7~12,台中市,596,29638,66000
2016,51,門診,7~12,台南市,272,18895,67000
2016,51,門診,7~12,桃園市,156,19704,68000
2016,51,門診,不詳,宜蘭縣,0,3,10002
2016,51,門診,不詳,彰化縣,0,1,10007
2016,51,門診,不詳,嘉義縣,0,1,10010
2016,51,門診,不詳,花蓮縣,0,2,10015
2016,51,門診,不詳,基隆市,0,3,10017
2016,51,門診,不詳,台北市,2,15,63000
2016,51,門診,不詳,高雄市,0,6,64000
2016,51,門診,不詳,新北市,0,9,65000
2016,51,門診,不詳,台中市,0,2,66000
2016,51,門診,不詳,台南市,0,3,67000
2016,51,門診,不詳,桃園市,1,7,68000
2016,52,住院,0~2,宜蘭縣,3,51,10002
2016,52,住院,0~2,新竹縣,2,11,10004
2016,52,住院,0~2,苗栗縣,4,12,10005
2016,52,住院,0~2,彰化縣,22,109,10007
2016,52,住院,0~2,南投縣,3,29,10008
2016,52,住院,0~2,雲林縣,1,13,10009
2016,52,住院,0~2,嘉義縣,1,22,10010
2016,52,住院,0~2,屏東縣,24,48,10013
2016,52,住院,0~2,花蓮縣,4,15,10015
2016,52,住院,0~2,基隆市,11,26,10017
2016,52,住院,0~2,新竹市,5,24,10018
2016,52,住院,0~2,嘉義市,3,17,10020
2016,52,住院,0~2,台北市,20,184,63000
2016,52,住院,0~2,高雄市,13,150,64000
2016,52,住院,0~2,新北市,25,66,65000
2016,52,住院,0~2,台中市,16,119,66000
2016,52,住院,0~2,台南市,3,20,67000
2016,52,住院,0~2,桃園市,14,179,68000
2016,52,住院,13~15,宜蘭縣,0,5,10002
2016,52,住院,13~15,新竹縣,0,5,10004
2016,52,住院,13~15,苗栗縣,0,3,10005
2016,52,住院,13~15,彰化縣,1,18,10007
2016,52,住院,13~15,南投縣,2,6,10008
2016,52,住院,13~15,雲林縣,0,1,10009
2016,52,住院,13~15,嘉義縣,0,7,10010
2016,52,住院,13~15,屏東縣,0,8,10013
2016,52,住院,13~15,台東縣,0,1,10014
2016,52,住院,13~15,花蓮縣,1,6,10015
2016,52,住院,13~15,基隆市,1,9,10017
2016,52,住院,13~15,新竹市,0,7,10018
2016,52,住院,13~15,嘉義市,0,2,10020
2016,52,住院,13~15,台北市,3,27,63000
2016,52,住院,13~15,高雄市,2,29,64000
2016,52,住院,13~15,新北市,0,9,65000
2016,52,住院,13~15,台中市,1,21,66000
2016,52,住院,13~15,台南市,0,9,67000
2016,52,住院,13~15,桃園市,1,26,68000
2016,52,住院,16~18,宜蘭縣,1,8,10002
2016,52,住院,16~18,新竹縣,0,4,10004
2016,52,住院,16~18,苗栗縣,0,6,10005
2016,52,住院,16~18,彰化縣,3,29,10007
2016,52,住院,16~18,南投縣,0,5,10008
2016,52,住院,16~18,雲林縣,0,2,10009
2016,52,住院,16~18,嘉義縣,0,11,10010
2016,52,住院,16~18,屏東縣,1,12,10013
2016,52,住院,16~18,台東縣,0,1,10014
2016,52,住院,16~18,花蓮縣,0,3,10015
2016,52,住院,16~18,基隆市,0,8,10017
2016,52,住院,16~18,新竹市,0,6,10018
2016,52,住院,16~18,嘉義市,0,4,10020
2016,52,住院,16~18,台北市,0,55,63000
2016,52,住院,16~18,高雄市,1,40,64000
2016,52,住院,16~18,新北市,2,15,65000
2016,52,住院,16~18,台中市,0,27,66000
2016,52,住院,16~18,台南市,1,19,67000
2016,52,住院,16~18,桃園市,4,58,68000
2016,52,住院,19~24,金門縣,0,3,09020
2016,52,住院,19~24,宜蘭縣,1,33,10002
2016,52,住院,19~24,新竹縣,3,19,10004
2016,52,住院,19~24,苗栗縣,0,11,10005
2016,52,住院,19~24,彰化縣,6,72,10007
2016,52,住院,19~24,南投縣,1,14,10008
2016,52,住院,19~24,雲林縣,1,12,10009
2016,52,住院,19~24,嘉義縣,0,22,10010
2016,52,住院,19~24,屏東縣,2,31,10013
2016,52,住院,19~24,台東縣,0,1,10014
2016,52,住院,19~24,花蓮縣,0,20,10015
2016,52,住院,19~24,澎湖縣,0,2,10016
2016,52,住院,19~24,基隆市,0,20,10017
2016,52,住院,19~24,新竹市,0,11,10018
2016,52,住院,19~24,嘉義市,0,16,10020
2016,52,住院,19~24,台北市,8,197,63000
2016,52,住院,19~24,高雄市,2,142,64000
2016,52,住院,19~24,新北市,1,74,65000
2016,52,住院,19~24,台中市,6,128,66000
2016,52,住院,19~24,台南市,2,44,67000
2016,52,住院,19~24,桃園市,3,142,68000
2016,52,住院,25~64,金門縣,1,23,09020
2016,52,住院,25~64,宜蘭縣,6,389,10002
2016,52,住院,25~64,新竹縣,8,153,10004
2016,52,住院,25~64,苗栗縣,8,200,10005
2016,52,住院,25~64,彰化縣,36,1125,10007
2016,52,住院,25~64,南投縣,8,185,10008
2016,52,住院,25~64,雲林縣,16,330,10009
2016,52,住院,25~64,嘉義縣,3,488,10010
2016,52,住院,25~64,屏東縣,17,431,10013
2016,52,住院,25~64,台東縣,0,11,10014
2016,52,住院,25~64,花蓮縣,8,404,10015
2016,52,住院,25~64,澎湖縣,0,10,10016
2016,52,住院,25~64,基隆市,11,342,10017
2016,52,住院,25~64,新竹市,3,346,10018
2016,52,住院,25~64,嘉義市,0,308,10020
2016,52,住院,25~64,台北市,113,4164,63000
2016,52,住院,25~64,高雄市,34,2398,64000
2016,52,住院,25~64,新北市,41,1333,65000
2016,52,住院,25~64,台中市,34,1693,66000
2016,52,住院,25~64,台南市,11,1241,67000
2016,52,住院,25~64,桃園市,55,2307,68000
2016,52,住院,3~6,連江縣,0,1,09007
2016,52,住院,3~6,金門縣,0,1,09020
2016,52,住院,3~6,宜蘭縣,11,51,10002
2016,52,住院,3~6,新竹縣,3,8,10004
2016,52,住院,3~6,苗栗縣,4,11,10005
2016,52,住院,3~6,彰化縣,12,61,10007
2016,52,住院,3~6,南投縣,2,14,10008
2016,52,住院,3~6,雲林縣,0,8,10009
2016,52,住院,3~6,嘉義縣,4,25,10010
2016,52,住院,3~6,屏東縣,16,24,10013
2016,52,住院,3~6,花蓮縣,1,8,10015
2016,52,住院,3~6,基隆市,6,24,10017
2016,52,住院,3~6,新竹市,2,14,10018
2016,52,住院,3~6,嘉義市,3,12,10020
2016,52,住院,3~6,台北市,19,133,63000
2016,52,住院,3~6,高雄市,25,113,64000
2016,52,住院,3~6,新北市,19,43,65000
2016,52,住院,3~6,台中市,17,89,66000
2016,52,住院,3~6,台南市,2,15,67000
2016,52,住院,3~6,桃園市,25,122,68000
2016,52,住院,65+,連江縣,0,1,09007
2016,52,住院,65+,金門縣,1,19,09020
2016,52,住院,65+,宜蘭縣,28,345,10002
2016,52,住院,65+,新竹縣,17,109,10004
2016,52,住院,65+,苗栗縣,19,230,10005
2016,52,住院,65+,彰化縣,118,807,10007
2016,52,住院,65+,南投縣,39,161,10008
2016,52,住院,65+,雲林縣,47,317,10009
2016,52,住院,65+,嘉義縣,19,492,10010
2016,52,住院,65+,屏東縣,24,288,10013
2016,52,住院,65+,台東縣,0,1,10014
2016,52,住院,65+,花蓮縣,30,257,10015
2016,52,住院,65+,澎湖縣,0,7,10016
2016,52,住院,65+,基隆市,20,287,10017
2016,52,住院,65+,新竹市,22,209,10018
2016,52,住院,65+,嘉義市,1,156,10020
2016,52,住院,65+,台北市,183,2615,63000
2016,52,住院,65+,高雄市,80,1448,64000
2016,52,住院,65+,新北市,145,901,65000
2016,52,住院,65+,台中市,87,881,66000
2016,52,住院,65+,台南市,24,699,67000
2016,52,住院,65+,桃園市,139,1348,68000
2016,52,住院,7~12,金門縣,0,2,09020
2016,52,住院,7~12,宜蘭縣,2,27,10002
2016,52,住院,7~12,新竹縣,0,4,10004
2016,52,住院,7~12,苗栗縣,3,8,10005
2016,52,住院,7~12,彰化縣,3,28,10007
2016,52,住院,7~12,南投縣,2,21,10008
2016,52,住院,7~12,雲林縣,1,3,10009
2016,52,住院,7~12,嘉義縣,0,3,10010
2016,52,住院,7~12,屏東縣,11,24,10013
2016,52,住院,7~12,台東縣,1,1,10014
2016,52,住院,7~12,花蓮縣,0,4,10015
2016,52,住院,7~12,基隆市,4,10,10017
2016,52,住院,7~12,新竹市,2,9,10018
2016,52,住院,7~12,嘉義市,0,2,10020
2016,52,住院,7~12,台北市,7,101,63000
2016,52,住院,7~12,高雄市,9,65,64000
2016,52,住院,7~12,新北市,1,20,65000
2016,52,住院,7~12,台中市,4,50,66000
2016,52,住院,7~12,台南市,0,9,67000
2016,52,住院,7~12,桃園市,8,68,68000
2016,52,門診,0~2,連江縣,1,15,09007
2016,52,門診,0~2,金門縣,8,631,09020
2016,52,門診,0~2,宜蘭縣,73,3819,10002
2016,52,門診,0~2,新竹縣,53,5354,10004
2016,52,門診,0~2,苗栗縣,89,4253,10005
2016,52,門診,0~2,彰化縣,186,11851,10007
2016,52,門診,0~2,南投縣,79,4456,10008
2016,52,門診,0~2,雲林縣,126,5515,10009
2016,52,門診,0~2,嘉義縣,20,2135,10010
2016,52,門診,0~2,屏東縣,195,6564,10013
2016,52,門診,0~2,台東縣,27,1155,10014
2016,52,門診,0~2,花蓮縣,129,2900,10015
2016,52,門診,0~2,澎湖縣,8,538,10016
2016,52,門診,0~2,基隆市,55,2659,10017
2016,52,門診,0~2,新竹市,113,6308,10018
2016,52,門診,0~2,嘉義市,33,3803,10020
2016,52,門診,0~2,台北市,309,20006,63000
2016,52,門診,0~2,高雄市,511,23513,64000
2016,52,門診,0~2,新北市,438,37656,65000
2016,52,門診,0~2,台中市,772,28491,66000
2016,52,門診,0~2,台南市,402,16540,67000
2016,52,門診,0~2,桃園市,314,19851,68000
2016,52,門診,13~15,連江縣,0,15,09007
2016,52,門診,13~15,金門縣,0,361,09020
2016,52,門診,13~15,宜蘭縣,25,1760,10002
2016,52,門診,13~15,新竹縣,6,1911,10004
2016,52,門診,13~15,苗栗縣,10,2120,10005
2016,52,門診,13~15,彰化縣,26,5550,10007
2016,52,門診,13~15,南投縣,16,2358,10008
2016,52,門診,13~15,雲林縣,3,2843,10009
2016,52,門診,13~15,嘉義縣,14,1810,10010
2016,52,門診,13~15,屏東縣,14,3274,10013
2016,52,門診,13~15,台東縣,0,652,10014
2016,52,門診,13~15,花蓮縣,22,1307,10015
2016,52,門診,13~15,澎湖縣,0,435,10016
2016,52,門診,13~15,基隆市,18,1504,10017
2016,52,門診,13~15,新竹市,8,2291,10018
2016,52,門診,13~15,嘉義市,4,1981,10020
2016,52,門診,13~15,台北市,41,9748,63000
2016,52,門診,13~15,高雄市,70,11374,64000
2016,52,門診,13~15,新北市,77,16313,65000
2016,52,門診,13~15,台中市,137,12404,66000
2016,52,門診,13~15,台南市,67,7785,67000
2016,52,門診,13~15,桃園市,23,8087,68000
2016,52,門診,16~18,連江縣,0,27,09007
2016,52,門診,16~18,金門縣,1,314,09020
2016,52,門診,16~18,宜蘭縣,15,1909,10002
2016,52,門診,16~18,新竹縣,3,1835,10004
2016,52,門診,16~18,苗栗縣,7,2042,10005
2016,52,門診,16~18,彰化縣,20,5475,10007
2016,52,門診,16~18,南投縣,7,2146,10008
2016,52,門診,16~18,雲林縣,7,2988,10009
2016,52,門診,16~18,嘉義縣,14,1636,10010
2016,52,門診,16~18,屏東縣,12,3394,10013
2016,52,門診,16~18,台東縣,2,658,10014
2016,52,門診,16~18,花蓮縣,8,1359,10015
2016,52,門診,16~18,澎湖縣,1,477,10016
2016,52,門診,16~18,基隆市,15,1833,10017
2016,52,門診,16~18,新竹市,7,2245,10018
2016,52,門診,16~18,嘉義市,3,2221,10020
2016,52,門診,16~18,台北市,46,11583,63000
2016,52,門診,16~18,高雄市,47,12850,64000
2016,52,門診,16~18,新北市,73,17654,65000
2016,52,門診,16~18,台中市,144,13911,66000
2016,52,門診,16~18,台南市,41,8215,67000
2016,52,門診,16~18,桃園市,28,9194,68000
2016,52,門診,19~24,連江縣,0,69,09007
2016,52,門診,19~24,金門縣,0,787,09020
2016,52,門診,19~24,宜蘭縣,23,3347,10002
2016,52,門診,19~24,新竹縣,7,3344,10004
2016,52,門診,19~24,苗栗縣,7,3269,10005
2016,52,門診,19~24,彰化縣,43,9954,10007
2016,52,門診,19~24,南投縣,9,3238,10008
2016,52,門診,19~24,雲林縣,12,4838,10009
2016,52,門診,19~24,嘉義縣,7,2840,10010
2016,52,門診,19~24,屏東縣,24,6351,10013
2016,52,門診,19~24,台東縣,1,1176,10014
2016,52,門診,19~24,花蓮縣,11,2805,10015
2016,52,門診,19~24,澎湖縣,0,901,10016
2016,52,門診,19~24,基隆市,23,3021,10017
2016,52,門診,19~24,新竹市,13,5265,10018
2016,52,門診,19~24,嘉義市,3,3976,10020
2016,52,門診,19~24,台北市,83,29432,63000
2016,52,門診,19~24,高雄市,52,28726,64000
2016,52,門診,19~24,新北市,138,36317,65000
2016,52,門診,19~24,台中市,247,31660,66000
2016,52,門診,19~24,台南市,76,18286,67000
2016,52,門診,19~24,桃園市,36,17857,68000
2016,52,門診,25~64,連江縣,2,630,09007
2016,52,門診,25~64,金門縣,8,8082,09020
2016,52,門診,25~64,宜蘭縣,278,43006,10002
2016,52,門診,25~64,新竹縣,128,40023,10004
2016,52,門診,25~64,苗栗縣,88,45228,10005
2016,52,門診,25~64,彰化縣,480,124736,10007
2016,52,門診,25~64,南投縣,163,47207,10008
2016,52,門診,25~64,雲林縣,224,66409,10009
2016,52,門診,25~64,嘉義縣,123,36765,10010
2016,52,門診,25~64,屏東縣,242,80673,10013
2016,52,門診,25~64,台東縣,47,19017,10014
2016,52,門診,25~64,花蓮縣,232,36509,10015
2016,52,門診,25~64,澎湖縣,16,13222,10016
2016,52,門診,25~64,基隆市,276,42274,10017
2016,52,門診,25~64,新竹市,215,61947,10018
2016,52,門診,25~64,嘉義市,104,51528,10020
2016,52,門診,25~64,台北市,1454,359755,63000
2016,52,門診,25~64,高雄市,844,338302,64000
2016,52,門診,25~64,新北市,1768,416938,65000
2016,52,門診,25~64,台中市,2164,302440,66000
2016,52,門診,25~64,台南市,1118,205353,67000
2016,52,門診,25~64,桃園市,556,206765,68000
2016,52,門診,3~6,連江縣,1,38,09007
2016,52,門診,3~6,金門縣,17,913,09020
2016,52,門診,3~6,宜蘭縣,152,4865,10002
2016,52,門診,3~6,新竹縣,111,7177,10004
2016,52,門診,3~6,苗栗縣,166,5964,10005
2016,52,門診,3~6,彰化縣,272,15444,10007
2016,52,門診,3~6,南投縣,97,5600,10008
2016,52,門診,3~6,雲林縣,127,7671,10009
2016,52,門診,3~6,嘉義縣,43,3074,10010
2016,52,門診,3~6,屏東縣,274,8555,10013
2016,52,門診,3~6,台東縣,31,1466,10014
2016,52,門診,3~6,花蓮縣,139,3539,10015
2016,52,門診,3~6,澎湖縣,7,733,10016
2016,52,門診,3~6,基隆市,99,3421,10017
2016,52,門診,3~6,新竹市,159,8055,10018
2016,52,門診,3~6,嘉義市,46,5222,10020
2016,52,門診,3~6,台北市,479,25056,63000
2016,52,門診,3~6,高雄市,890,30929,64000
2016,52,門診,3~6,新北市,717,49075,65000
2016,52,門診,3~6,台中市,1343,38418,66000
2016,52,門診,3~6,台南市,608,21910,67000
2016,52,門診,3~6,桃園市,501,24951,68000
2016,52,門診,65+,連江縣,2,216,09007
2016,52,門診,65+,金門縣,6,3655,09020
2016,52,門診,65+,宜蘭縣,259,26931,10002
2016,52,門診,65+,新竹縣,75,14152,10004
2016,52,門診,65+,苗栗縣,151,25030,10005
2016,52,門診,65+,彰化縣,379,61268,10007
2016,52,門診,65+,南投縣,221,27683,10008
2016,52,門診,65+,雲林縣,257,40458,10009
2016,52,門診,65+,嘉義縣,155,28399,10010
2016,52,門診,65+,屏東縣,238,50801,10013
2016,52,門診,65+,台東縣,35,11235,10014
2016,52,門診,65+,花蓮縣,144,20305,10015
2016,52,門診,65+,澎湖縣,19,8207,10016
2016,52,門診,65+,基隆市,163,20972,10017
2016,52,門診,65+,新竹市,166,21214,10018
2016,52,門診,65+,嘉義市,206,25791,10020
2016,52,門診,65+,台北市,1394,186778,63000
2016,52,門診,65+,高雄市,649,159217,64000
2016,52,門診,65+,新北市,814,143437,65000
2016,52,門診,65+,台中市,752,110178,66000
2016,52,門診,65+,台南市,664,93902,67000
2016,52,門診,65+,桃園市,450,73903,68000
2016,52,門診,7~12,連江縣,0,26,09007
2016,52,門診,7~12,金門縣,2,841,09020
2016,52,門診,7~12,宜蘭縣,67,3960,10002
2016,52,門診,7~12,新竹縣,55,5438,10004
2016,52,門診,7~12,苗栗縣,58,4631,10005
2016,52,門診,7~12,彰化縣,94,12459,10007
2016,52,門診,7~12,南投縣,48,5487,10008
2016,52,門診,7~12,雲林縣,44,6842,10009
2016,52,門診,7~12,嘉義縣,38,3076,10010
2016,52,門診,7~12,屏東縣,97,7437,10013
2016,52,門診,7~12,台東縣,8,1446,10014
2016,52,門診,7~12,花蓮縣,57,2895,10015
2016,52,門診,7~12,澎湖縣,0,875,10016
2016,52,門診,7~12,基隆市,51,3066,10017
2016,52,門診,7~12,新竹市,48,6213,10018
2016,52,門診,7~12,嘉義市,15,4495,10020
2016,52,門診,7~12,台北市,189,22004,63000
2016,52,門診,7~12,高雄市,372,28491,64000
2016,52,門診,7~12,新北市,287,39059,65000
2016,52,門診,7~12,台中市,610,30406,66000
2016,52,門診,7~12,台南市,286,18902,67000
2016,52,門診,7~12,桃園市,144,20344,68000
2016,52,門診,不詳,金門縣,0,2,09020
2016,52,門診,不詳,宜蘭縣,0,5,10002
2016,52,門診,不詳,嘉義縣,0,1,10010
2016,52,門診,不詳,基隆市,0,1,10017
2016,52,門診,不詳,台北市,0,17,63000
2016,52,門診,不詳,高雄市,0,1,64000
2016,52,門診,不詳,新北市,1,9,65000
2016,52,門診,不詳,台中市,0,2,66000
2016,52,門診,不詳,台南市,0,3,67000
2016,52,門診,不詳,桃園市,2,5,68000
2017,01,住院,0~2,金門縣,0,3,09020
2017,01,住院,0~2,宜蘭縣,0,33,10002
2017,01,住院,0~2,新竹縣,1,6,10004
2017,01,住院,0~2,苗栗縣,1,5,10005
2017,01,住院,0~2,彰化縣,10,86,10007
2017,01,住院,0~2,南投縣,5,19,10008
2017,01,住院,0~2,雲林縣,1,4,10009
2017,01,住院,0~2,嘉義縣,0,18,10010
2017,01,住院,0~2,屏東縣,9,27,10013
2017,01,住院,0~2,台東縣,0,1,10014
2017,01,住院,0~2,花蓮縣,2,11,10015
2017,01,住院,0~2,基隆市,3,19,10017
2017,01,住院,0~2,新竹市,5,21,10018
2017,01,住院,0~2,嘉義市,1,10,10020
2017,01,住院,0~2,台北市,13,152,63000
2017,01,住院,0~2,高雄市,10,102,64000
2017,01,住院,0~2,新北市,14,42,65000
2017,01,住院,0~2,台中市,8,52,66000
2017,01,住院,0~2,台南市,2,12,67000
2017,01,住院,0~2,桃園市,12,121,68000
2017,01,住院,13~15,金門縣,0,1,09020
2017,01,住院,13~15,宜蘭縣,0,8,10002
2017,01,住院,13~15,新竹縣,1,2,10004
2017,01,住院,13~15,苗栗縣,2,7,10005
2017,01,住院,13~15,彰化縣,2,19,10007
2017,01,住院,13~15,南投縣,0,3,10008
2017,01,住院,13~15,雲林縣,0,2,10009
2017,01,住院,13~15,嘉義縣,0,4,10010
2017,01,住院,13~15,屏東縣,1,5,10013
2017,01,住院,13~15,花蓮縣,0,5,10015
2017,01,住院,13~15,基隆市,1,5,10017
2017,01,住院,13~15,新竹市,0,4,10018
2017,01,住院,13~15,嘉義市,0,1,10020
2017,01,住院,13~15,台北市,2,36,63000
2017,01,住院,13~15,高雄市,2,25,64000
2017,01,住院,13~15,新北市,1,7,65000
2017,01,住院,13~15,台中市,2,13,66000
2017,01,住院,13~15,台南市,0,8,67000
2017,01,住院,13~15,桃園市,0,25,68000
2017,01,住院,16~18,金門縣,0,2,09020
2017,01,住院,16~18,宜蘭縣,0,5,10002
2017,01,住院,16~18,新竹縣,0,2,10004
2017,01,住院,16~18,苗栗縣,0,6,10005
2017,01,住院,16~18,彰化縣,1,21,10007
2017,01,住院,16~18,南投縣,1,5,10008
2017,01,住院,16~18,雲林縣,0,7,10009
2017,01,住院,16~18,嘉義縣,1,7,10010
2017,01,住院,16~18,屏東縣,1,10,10013
2017,01,住院,16~18,花蓮縣,0,6,10015
2017,01,住院,16~18,基隆市,0,4,10017
2017,01,住院,16~18,新竹市,0,28,10018
2017,01,住院,16~18,嘉義市,0,3,10020
2017,01,住院,16~18,台北市,1,51,63000
2017,01,住院,16~18,高雄市,2,38,64000
2017,01,住院,16~18,新北市,2,18,65000
2017,01,住院,16~18,台中市,1,17,66000
2017,01,住院,16~18,台南市,0,15,67000
2017,01,住院,16~18,桃園市,0,46,68000
2017,01,住院,19~24,宜蘭縣,1,19,10002
2017,01,住院,19~24,新竹縣,0,16,10004
2017,01,住院,19~24,苗栗縣,0,20,10005
2017,01,住院,19~24,彰化縣,1,89,10007
2017,01,住院,19~24,南投縣,0,17,10008
2017,01,住院,19~24,雲林縣,1,17,10009
2017,01,住院,19~24,嘉義縣,0,22,10010
2017,01,住院,19~24,屏東縣,3,39,10013
2017,01,住院,19~24,台東縣,0,1,10014
2017,01,住院,19~24,花蓮縣,0,20,10015
2017,01,住院,19~24,基隆市,1,11,10017
2017,01,住院,19~24,新竹市,0,19,10018
2017,01,住院,19~24,嘉義市,0,16,10020
2017,01,住院,19~24,台北市,5,170,63000
2017,01,住院,19~24,高雄市,1,117,64000
2017,01,住院,19~24,新北市,2,62,65000
2017,01,住院,19~24,台中市,5,100,66000
2017,01,住院,19~24,台南市,1,44,67000
2017,01,住院,19~24,桃園市,1,125,68000
2017,01,住院,25~64,連江縣,0,1,09007
2017,01,住院,25~64,金門縣,0,33,09020
2017,01,住院,25~64,宜蘭縣,10,437,10002
2017,01,住院,25~64,新竹縣,6,184,10004
2017,01,住院,25~64,苗栗縣,4,221,10005
2017,01,住院,25~64,彰化縣,43,1178,10007
2017,01,住院,25~64,南投縣,13,167,10008
2017,01,住院,25~64,雲林縣,13,318,10009
2017,01,住院,25~64,嘉義縣,6,536,10010
2017,01,住院,25~64,屏東縣,16,473,10013
2017,01,住院,25~64,台東縣,1,11,10014
2017,01,住院,25~64,花蓮縣,8,369,10015
2017,01,住院,25~64,澎湖縣,0,12,10016
2017,01,住院,25~64,基隆市,6,265,10017
2017,01,住院,25~64,新竹市,6,341,10018
2017,01,住院,25~64,嘉義市,0,303,10020
2017,01,住院,25~64,台北市,81,3666,63000
2017,01,住院,25~64,高雄市,24,2008,64000
2017,01,住院,25~64,新北市,44,1254,65000
2017,01,住院,25~64,台中市,42,1474,66000
2017,01,住院,25~64,台南市,16,1151,67000
