年,週,就診類別,年齡別,縣市,疱疹性咽峽炎健保就診人次,健保就診總人次,縣市別代碼
2022,02,住院,25~64,苗栗縣,0,219,10005
2022,02,住院,25~64,彰化縣,0,1289,10007
2022,02,住院,25~64,南投縣,0,139,10008
2022,02,住院,25~64,雲林縣,0,487,10009
2022,02,住院,25~64,嘉義縣,0,425,10010
2022,02,住院,25~64,屏東縣,0,407,10013
2022,02,住院,25~64,台東縣,0,62,10014
2022,02,住院,25~64,花蓮縣,0,411,10015
2022,02,住院,25~64,澎湖縣,0,37,10016
2022,02,住院,25~64,基隆市,0,169,10017
2022,02,住院,25~64,新竹市,0,512,10018
2022,02,住院,25~64,嘉義市,0,257,10020
2022,02,住院,25~64,台北市,0,4090,63000
2022,02,住院,25~64,高雄市,0,1733,64000
2022,02,住院,25~64,新北市,0,1928,65000
2022,02,住院,25~64,台中市,0,3687,66000
2022,02,住院,25~64,台南市,0,1166,67000
2022,02,住院,25~64,桃園市,0,1597,68000
2022,02,住院,3~6,宜蘭縣,0,22,10002
2022,02,住院,3~6,新竹縣,0,15,10004
2022,02,住院,3~6,苗栗縣,0,9,10005
2022,02,住院,3~6,彰化縣,0,48,10007
2022,02,住院,3~6,南投縣,0,4,10008
2022,02,住院,3~6,雲林縣,0,4,10009
2022,02,住院,3~6,嘉義縣,0,11,10010
2022,02,住院,3~6,屏東縣,0,29,10013
2022,02,住院,3~6,台東縣,0,2,10014
2022,02,住院,3~6,花蓮縣,0,17,10015
2022,02,住院,3~6,基隆市,0,14,10017
2022,02,住院,3~6,新竹市,0,19,10018
2022,02,住院,3~6,台北市,1,117,63000
2022,02,住院,3~6,高雄市,0,21,64000
2022,02,住院,3~6,新北市,1,46,65000
2022,02,住院,3~6,台中市,0,110,66000
2022,02,住院,3~6,台南市,0,9,67000
2022,02,住院,3~6,桃園市,0,39,68000
2022,02,住院,65+,連江縣,0,1,09007
2022,02,住院,65+,金門縣,0,30,09020
2022,02,住院,65+,宜蘭縣,0,334,10002
2022,02,住院,65+,新竹縣,0,301,10004
2022,02,住院,65+,苗栗縣,0,267,10005
2022,02,住院,65+,彰化縣,0,1169,10007
2022,02,住院,65+,南投縣,0,166,10008
2022,02,住院,65+,雲林縣,0,510,10009
2022,02,住院,65+,嘉義縣,0,434,10010
2022,02,住院,65+,屏東縣,0,390,10013
2022,02,住院,65+,台東縣,0,36,10014
2022,02,住院,65+,花蓮縣,0,324,10015
2022,02,住院,65+,澎湖縣,0,16,10016
2022,02,住院,65+,基隆市,0,157,10017
2022,02,住院,65+,新竹市,0,325,10018
2022,02,住院,65+,嘉義市,0,200,10020
2022,02,住院,65+,台北市,0,3115,63000
2022,02,住院,65+,高雄市,0,1089,64000
2022,02,住院,65+,新北市,0,1715,65000
2022,02,住院,65+,台中市,0,2453,66000
2022,02,住院,65+,台南市,0,835,67000
2022,02,住院,65+,桃園市,0,1042,68000
2022,02,住院,7~12,宜蘭縣,0,11,10002
2022,02,住院,7~12,苗栗縣,0,5,10005
2022,02,住院,7~12,彰化縣,1,24,10007
2022,02,住院,7~12,雲林縣,0,2,10009
2022,02,住院,7~12,嘉義縣,0,5,10010
2022,02,住院,7~12,屏東縣,0,7,10013
2022,02,住院,7~12,台東縣,0,0,10014
2022,02,住院,7~12,花蓮縣,0,4,10015
2022,02,住院,7~12,基隆市,0,4,10017
2022,02,住院,7~12,新竹市,0,7,10018
2022,02,住院,7~12,嘉義市,0,1,10020
2022,02,住院,7~12,台北市,0,121,63000
2022,02,住院,7~12,高雄市,0,44,64000
2022,02,住院,7~12,新北市,0,27,65000
2022,02,住院,7~12,台中市,0,83,66000
2022,02,住院,7~12,台南市,0,12,67000
2022,02,住院,7~12,桃園市,0,27,68000
2022,02,門診,0~2,連江縣,0,33,09007
2022,02,門診,0~2,金門縣,0,289,09020
2022,02,門診,0~2,宜蘭縣,3,1511,10002
2022,02,門診,0~2,新竹縣,0,2625,10004
2022,02,門診,0~2,苗栗縣,2,1452,10005
2022,02,門診,0~2,彰化縣,12,4235,10007
2022,02,門診,0~2,南投縣,4,1799,10008
2022,02,門診,0~2,雲林縣,4,2021,10009
2022,02,門診,0~2,嘉義縣,2,827,10010
2022,02,門診,0~2,屏東縣,2,3340,10013
2022,02,門診,0~2,台東縣,4,530,10014
2022,02,門診,0~2,花蓮縣,0,1019,10015
2022,02,門診,0~2,澎湖縣,0,248,10016
2022,02,門診,0~2,基隆市,1,938,10017
2022,02,門診,0~2,新竹市,7,3128,10018
2022,02,門診,0~2,嘉義市,0,1474,10020
2022,02,門診,0~2,台北市,17,7722,63000
2022,02,門診,0~2,高雄市,15,10157,64000
2022,02,門診,0~2,新北市,20,15035,65000
2022,02,門診,0~2,台中市,17,12336,66000
2022,02,門診,0~2,台南市,6,7710,67000
2022,02,門診,0~2,桃園市,6,8193,68000
2022,02,門診,13~15,連江縣,0,32,09007
2022,02,門診,13~15,金門縣,0,268,09020
2022,02,門診,13~15,宜蘭縣,0,1060,10002
2022,02,門診,13~15,新竹縣,2,1523,10004
2022,02,門診,13~15,苗栗縣,0,1152,10005
2022,02,門診,13~15,彰化縣,0,3659,10007
2022,02,門診,13~15,南投縣,0,1246,10008
2022,02,門診,13~15,雲林縣,1,1707,10009
2022,02,門診,13~15,嘉義縣,0,770,10010
2022,02,門診,13~15,屏東縣,0,1832,10013
2022,02,門診,13~15,台東縣,0,482,10014
2022,02,門診,13~15,花蓮縣,0,722,10015
2022,02,門診,13~15,澎湖縣,0,304,10016
2022,02,門診,13~15,基隆市,1,775,10017
2022,02,門診,13~15,新竹市,0,1670,10018
2022,02,門診,13~15,嘉義市,0,1145,10020
2022,02,門診,13~15,台北市,1,6196,63000
2022,02,門診,13~15,高雄市,0,6817,64000
2022,02,門診,13~15,新北市,2,10166,65000
2022,02,門診,13~15,台中市,1,7760,66000
2022,02,門診,13~15,台南市,0,4227,67000
2022,02,門診,13~15,桃園市,1,4945,68000
2022,02,門診,16~18,連江縣,0,21,09007
2022,02,門診,16~18,金門縣,0,281,09020
2022,02,門診,16~18,宜蘭縣,2,1131,10002
2022,02,門診,16~18,新竹縣,0,1482,10004
2022,02,門診,16~18,苗栗縣,0,1364,10005
2022,02,門診,16~18,彰化縣,1,3868,10007
2022,02,門診,16~18,南投縣,0,1286,10008
2022,02,門診,16~18,雲林縣,1,1969,10009
2022,02,門診,16~18,嘉義縣,0,844,10010
2022,02,門診,16~18,屏東縣,0,1974,10013
2022,02,門診,16~18,台東縣,0,458,10014
2022,02,門診,16~18,花蓮縣,0,740,10015
2022,02,門診,16~18,澎湖縣,0,292,10016
2022,02,門診,16~18,基隆市,0,997,10017
2022,02,門診,16~18,新竹市,0,1801,10018
2022,02,門診,16~18,嘉義市,0,1245,10020
2022,02,門診,16~18,台北市,1,6991,63000
2022,02,門診,16~18,高雄市,0,7340,64000
2022,02,門診,16~18,新北市,1,11545,65000
2022,02,門診,16~18,台中市,3,8868,66000
2022,02,門診,16~18,台南市,2,4294,67000
2022,02,門診,16~18,桃園市,1,5810,68000
2022,02,門診,19~24,連江縣,0,70,09007
2022,02,門診,19~24,金門縣,0,616,09020
2022,02,門診,19~24,宜蘭縣,0,2036,10002
2022,02,門診,19~24,新竹縣,2,2547,10004
2022,02,門診,19~24,苗栗縣,0,2254,10005
2022,02,門診,19~24,彰化縣,1,6976,10007
2022,02,門診,19~24,南投縣,0,2286,10008
2022,02,門診,19~24,雲林縣,0,3816,10009
2022,02,門診,19~24,嘉義縣,1,2123,10010
2022,02,門診,19~24,屏東縣,0,4346,10013
2022,02,門診,19~24,台東縣,0,957,10014
2022,02,門診,19~24,花蓮縣,0,1971,10015
2022,02,門診,19~24,澎湖縣,0,738,10016
2022,02,門診,19~24,基隆市,1,1925,10017
2022,02,門診,19~24,新竹市,0,3788,10018
2022,02,門診,19~24,嘉義市,0,2838,10020
2022,02,門診,19~24,台北市,1,20287,63000
2022,02,門診,19~24,高雄市,4,20228,64000
2022,02,門診,19~24,新北市,2,25810,65000
2022,02,門診,19~24,台中市,2,25484,66000
2022,02,門診,19~24,台南市,0,11910,67000
2022,02,門診,19~24,桃園市,1,12530,68000
2022,02,門診,25~64,連江縣,0,741,09007
2022,02,門診,25~64,金門縣,0,7894,09020
2022,02,門診,25~64,宜蘭縣,12,33979,10002
2022,02,門診,25~64,新竹縣,0,44595,10004
2022,02,門診,25~64,苗栗縣,1,38304,10005
2022,02,門診,25~64,彰化縣,5,111074,10007
2022,02,門診,25~64,南投縣,0,40004,10008
2022,02,門診,25~64,雲林縣,1,54554,10009
2022,02,門診,25~64,嘉義縣,8,26730,10010
2022,02,門診,25~64,屏東縣,3,66095,10013
2022,02,門診,25~64,台東縣,0,16853,10014
2022,02,門診,25~64,花蓮縣,0,28761,10015
2022,02,門診,25~64,澎湖縣,0,12362,10016
2022,02,門診,25~64,基隆市,0,27157,10017
2022,02,門診,25~64,新竹市,1,54166,10018
2022,02,門診,25~64,嘉義市,1,41285,10020
2022,02,門診,25~64,台北市,5,297206,63000
2022,02,門診,25~64,高雄市,6,275475,64000
2022,02,門診,25~64,新北市,13,344399,65000
2022,02,門診,25~64,台中市,21,307712,66000
2022,02,門診,25~64,台南市,22,172528,67000
2022,02,門診,25~64,桃園市,3,170762,68000
2022,02,門診,3~6,連江縣,0,42,09007
2022,02,門診,3~6,金門縣,0,571,09020
2022,02,門診,3~6,宜蘭縣,2,5064,10002
2022,02,門診,3~6,新竹縣,4,7465,10004
2022,02,門診,3~6,苗栗縣,4,5238,10005
2022,02,門診,3~6,彰化縣,7,12438,10007
2022,02,門診,3~6,南投縣,7,5614,10008
2022,02,門診,3~6,雲林縣,6,7227,10009
2022,02,門診,3~6,嘉義縣,7,3390,10010
2022,02,門診,3~6,屏東縣,6,9848,10013
2022,02,門診,3~6,台東縣,4,1654,10014
2022,02,門診,3~6,花蓮縣,0,3335,10015
2022,02,門診,3~6,澎湖縣,1,649,10016
2022,02,門診,3~6,基隆市,2,3203,10017
2022,02,門診,3~6,新竹市,9,7942,10018
2022,02,門診,3~6,嘉義市,2,5233,10020
2022,02,門診,3~6,台北市,5,21386,63000
2022,02,門診,3~6,高雄市,20,34592,64000
2022,02,門診,3~6,新北市,27,46497,65000
2022,02,門診,3~6,台中市,13,38435,66000
2022,02,門診,3~6,台南市,9,24434,67000
2022,02,門診,3~6,桃園市,20,26688,68000
2022,02,門診,65+,連江縣,0,325,09007
2022,02,門診,65+,金門縣,0,4892,09020
2022,02,門診,65+,宜蘭縣,0,26412,10002
2022,02,門診,65+,新竹縣,0,18944,10004
2022,02,門診,65+,苗栗縣,0,25763,10005
2022,02,門診,65+,彰化縣,0,71644,10007
2022,02,門診,65+,南投縣,0,31111,10008
2022,02,門診,65+,雲林縣,0,41316,10009
2022,02,門診,65+,嘉義縣,1,23565,10010
2022,02,門診,65+,屏東縣,1,53742,10013
2022,02,門診,65+,台東縣,0,12977,10014
2022,02,門診,65+,花蓮縣,1,21650,10015
2022,02,門診,65+,澎湖縣,0,9408,10016
2022,02,門診,65+,基隆市,0,17270,10017
2022,02,門診,65+,新竹市,0,22485,10018
2022,02,門診,65+,嘉義市,1,25836,10020
2022,02,門診,65+,台北市,1,201276,63000
2022,02,門診,65+,高雄市,0,170566,64000
2022,02,門診,65+,新北市,2,171762,65000
2022,02,門診,65+,台中市,6,155061,66000
2022,02,門診,65+,台南市,3,103794,67000
2022,02,門診,65+,桃園市,2,70157,68000
2022,02,門診,7~12,連江縣,0,55,09007
2022,02,門診,7~12,金門縣,0,567,09020
2022,02,門診,7~12,宜蘭縣,0,2697,10002
2022,02,門診,7~12,新竹縣,1,4264,10004
2022,02,門診,7~12,苗栗縣,0,3273,10005
2022,02,門診,7~12,彰化縣,6,8460,10007
2022,02,門診,7~12,南投縣,0,3039,10008
2022,02,門診,7~12,雲林縣,5,4136,10009
2022,02,門診,7~12,嘉義縣,1,1885,10010
2022,02,門診,7~12,屏東縣,0,5375,10013
2022,02,門診,7~12,台東縣,3,1034,10014
2022,02,門診,7~12,花蓮縣,0,1882,10015
2022,02,門診,7~12,澎湖縣,1,630,10016
2022,02,門診,7~12,基隆市,2,2020,10017
2022,02,門診,7~12,新竹市,3,5183,10018
2022,02,門診,7~12,嘉義市,3,2841,10020
2022,02,門診,7~12,台北市,5,17061,63000
2022,02,門診,7~12,高雄市,1,21005,64000
2022,02,門診,7~12,新北市,7,29285,65000
2022,02,門診,7~12,台中市,9,20874,66000
2022,02,門診,7~12,台南市,4,14006,67000
2022,02,門診,7~12,桃園市,13,14635,68000
2022,02,門診,不詳,新北市,0,1,65000
2022,03,住院,0~2,金門縣,0,1,09020
2022,03,住院,0~2,宜蘭縣,0,14,10002
2022,03,住院,0~2,新竹縣,0,7,10004
2022,03,住院,0~2,苗栗縣,0,8,10005
2022,03,住院,0~2,彰化縣,0,51,10007
2022,03,住院,0~2,南投縣,0,16,10008
2022,03,住院,0~2,雲林縣,0,8,10009
2022,03,住院,0~2,嘉義縣,0,4,10010
2022,03,住院,0~2,屏東縣,0,14,10013
2022,03,住院,0~2,花蓮縣,0,5,10015
2022,03,住院,0~2,基隆市,0,4,10017
2022,03,住院,0~2,新竹市,0,12,10018
2022,03,住院,0~2,嘉義市,0,2,10020
2022,03,住院,0~2,台北市,0,60,63000
2022,03,住院,0~2,高雄市,0,21,64000
2022,03,住院,0~2,新北市,0,34,65000
2022,03,住院,0~2,台中市,0,115,66000
2022,03,住院,0~2,台南市,0,9,67000
2022,03,住院,0~2,桃園市,0,28,68000
2022,03,住院,13~15,金門縣,0,2,09020
2022,03,住院,13~15,宜蘭縣,0,4,10002
2022,03,住院,13~15,新竹縣,0,4,10004
2022,03,住院,13~15,苗栗縣,0,5,10005
2022,03,住院,13~15,彰化縣,0,17,10007
2022,03,住院,13~15,雲林縣,0,2,10009
2022,03,住院,13~15,嘉義縣,0,4,10010
2022,03,住院,13~15,屏東縣,0,7,10013
2022,03,住院,13~15,台東縣,0,1,10014
2022,03,住院,13~15,花蓮縣,0,5,10015
2022,03,住院,13~15,基隆市,0,3,10017
2022,03,住院,13~15,新竹市,0,7,10018
2022,03,住院,13~15,台北市,0,67,63000
2022,03,住院,13~15,高雄市,0,28,64000
2022,03,住院,13~15,新北市,0,18,65000
2022,03,住院,13~15,台中市,0,70,66000
2022,03,住院,13~15,台南市,0,7,67000
2022,03,住院,13~15,桃園市,0,19,68000
2022,03,住院,16~18,金門縣,0,1,09020
2022,03,住院,16~18,宜蘭縣,0,2,10002
2022,03,住院,16~18,新竹縣,0,9,10004
2022,03,住院,16~18,苗栗縣,0,5,10005
2022,03,住院,16~18,彰化縣,0,18,10007
2022,03,住院,16~18,南投縣,0,2,10008
2022,03,住院,16~18,雲林縣,0,3,10009
2022,03,住院,16~18,嘉義縣,0,7,10010
2022,03,住院,16~18,屏東縣,0,11,10013
2022,03,住院,16~18,花蓮縣,0,6,10015
2022,03,住院,16~18,基隆市,0,3,10017
2022,03,住院,16~18,新竹市,0,7,10018
2022,03,住院,16~18,嘉義市,0,4,10020
2022,03,住院,16~18,台北市,0,50,63000
2022,03,住院,16~18,高雄市,0,23,64000
2022,03,住院,16~18,新北市,0,25,65000
2022,03,住院,16~18,台中市,0,54,66000
2022,03,住院,16~18,台南市,0,11,67000
2022,03,住院,16~18,桃園市,0,25,68000
2022,03,住院,19~24,金門縣,0,4,09020
2022,03,住院,19~24,宜蘭縣,0,14,10002
2022,03,住院,19~24,新竹縣,0,26,10004
2022,03,住院,19~24,苗栗縣,0,31,10005
2022,03,住院,19~24,彰化縣,0,83,10007
2022,03,住院,19~24,南投縣,0,5,10008
2022,03,住院,19~24,雲林縣,0,27,10009
2022,03,住院,19~24,嘉義縣,0,23,10010
2022,03,住院,19~24,屏東縣,0,25,10013
2022,03,住院,19~24,台東縣,0,4,10014
2022,03,住院,19~24,花蓮縣,0,22,10015
2022,03,住院,19~24,基隆市,0,18,10017
2022,03,住院,19~24,新竹市,0,33,10018
2022,03,住院,19~24,嘉義市,0,22,10020
2022,03,住院,19~24,台北市,0,237,63000
2022,03,住院,19~24,高雄市,0,115,64000
2022,03,住院,19~24,新北市,0,122,65000
2022,03,住院,19~24,台中市,0,307,66000
2022,03,住院,19~24,台南市,0,55,67000
2022,03,住院,19~24,桃園市,0,105,68000
2022,03,住院,25~64,連江縣,0,1,09007
2022,03,住院,25~64,金門縣,0,27,09020
2022,03,住院,25~64,宜蘭縣,0,381,10002
2022,03,住院,25~64,新竹縣,0,544,10004
2022,03,住院,25~64,苗栗縣,0,223,10005
2022,03,住院,25~64,彰化縣,0,1285,10007
2022,03,住院,25~64,南投縣,0,142,10008
2022,03,住院,25~64,雲林縣,0,489,10009
2022,03,住院,25~64,嘉義縣,0,416,10010
2022,03,住院,25~64,屏東縣,0,418,10013
2022,03,住院,25~64,台東縣,0,50,10014
2022,03,住院,25~64,花蓮縣,0,381,10015
2022,03,住院,25~64,澎湖縣,0,23,10016
2022,03,住院,25~64,基隆市,0,154,10017
2022,03,住院,25~64,新竹市,0,484,10018
2022,03,住院,25~64,嘉義市,0,326,10020
2022,03,住院,25~64,台北市,0,4225,63000
2022,03,住院,25~64,高雄市,0,1641,64000
2022,03,住院,25~64,新北市,0,1889,65000
2022,03,住院,25~64,台中市,0,3941,66000
2022,03,住院,25~64,台南市,0,1113,67000
2022,03,住院,25~64,桃園市,0,1583,68000
2022,03,住院,3~6,金門縣,0,1,09020
2022,03,住院,3~6,宜蘭縣,0,25,10002
2022,03,住院,3~6,新竹縣,0,10,10004
2022,03,住院,3~6,苗栗縣,0,10,10005
2022,03,住院,3~6,彰化縣,1,57,10007
2022,03,住院,3~6,南投縣,0,22,10008
2022,03,住院,3~6,雲林縣,0,10,10009
2022,03,住院,3~6,嘉義縣,0,3,10010
2022,03,住院,3~6,屏東縣,0,20,10013
2022,03,住院,3~6,台東縣,0,3,10014
2022,03,住院,3~6,花蓮縣,0,13,10015
2022,03,住院,3~6,基隆市,0,9,10017
2022,03,住院,3~6,新竹市,1,14,10018
2022,03,住院,3~6,台北市,0,93,63000
2022,03,住院,3~6,高雄市,0,27,64000
2022,03,住院,3~6,新北市,0,49,65000
2022,03,住院,3~6,台中市,0,142,66000
2022,03,住院,3~6,台南市,0,3,67000
2022,03,住院,3~6,桃園市,0,23,68000
2022,03,住院,65+,金門縣,0,34,09020
2022,03,住院,65+,宜蘭縣,0,359,10002
2022,03,住院,65+,新竹縣,0,290,10004
2022,03,住院,65+,苗栗縣,0,253,10005
2022,03,住院,65+,彰化縣,0,1178,10007
2022,03,住院,65+,南投縣,0,157,10008
2022,03,住院,65+,雲林縣,0,519,10009
2022,03,住院,65+,嘉義縣,0,366,10010
2022,03,住院,65+,屏東縣,0,390,10013
2022,03,住院,65+,台東縣,0,46,10014
2022,03,住院,65+,花蓮縣,0,276,10015
2022,03,住院,65+,澎湖縣,0,9,10016
2022,03,住院,65+,基隆市,0,170,10017
2022,03,住院,65+,新竹市,0,305,10018
2022,03,住院,65+,嘉義市,0,235,10020
2022,03,住院,65+,台北市,0,3040,63000
2022,03,住院,65+,高雄市,0,1028,64000
2022,03,住院,65+,新北市,0,1552,65000
2022,03,住院,65+,台中市,0,2527,66000
2022,03,住院,65+,台南市,0,729,67000
2022,03,住院,65+,桃園市,0,845,68000
2022,03,住院,7~12,金門縣,0,1,09020
2022,03,住院,7~12,宜蘭縣,0,22,10002
2022,03,住院,7~12,新竹縣,0,7,10004
2022,03,住院,7~12,苗栗縣,0,2,10005
2022,03,住院,7~12,彰化縣,0,52,10007
2022,03,住院,7~12,南投縣,0,6,10008
2022,03,住院,7~12,雲林縣,0,2,10009
2022,03,住院,7~12,嘉義縣,0,6,10010
2022,03,住院,7~12,屏東縣,0,19,10013
2022,03,住院,7~12,台東縣,0,2,10014
2022,03,住院,7~12,花蓮縣,0,8,10015
2022,03,住院,7~12,澎湖縣,0,1,10016
2022,03,住院,7~12,基隆市,0,3,10017
2022,03,住院,7~12,新竹市,0,33,10018
2022,03,住院,7~12,嘉義市,0,7,10020
2022,03,住院,7~12,台北市,0,170,63000
2022,03,住院,7~12,高雄市,0,43,64000
2022,03,住院,7~12,新北市,0,68,65000
2022,03,住院,7~12,台中市,0,175,66000
2022,03,住院,7~12,台南市,0,22,67000
2022,03,住院,7~12,桃園市,0,61,68000
2022,03,門診,0~2,連江縣,0,22,09007
2022,03,門診,0~2,金門縣,0,275,09020
2022,03,門診,0~2,宜蘭縣,3,1571,10002
2022,03,門診,0~2,新竹縣,2,2593,10004
2022,03,門診,0~2,苗栗縣,4,1823,10005
2022,03,門診,0~2,彰化縣,4,5605,10007
2022,03,門診,0~2,南投縣,2,2220,10008
2022,03,門診,0~2,雲林縣,2,2694,10009
2022,03,門診,0~2,嘉義縣,2,911,10010
2022,03,門診,0~2,屏東縣,2,2947,10013
2022,03,門診,0~2,台東縣,0,670,10014
2022,03,門診,0~2,花蓮縣,0,1233,10015
2022,03,門診,0~2,澎湖縣,0,304,10016
2022,03,門診,0~2,基隆市,0,917,10017
2022,03,門診,0~2,新竹市,4,2823,10018
2022,03,門診,0~2,嘉義市,0,1534,10020
2022,03,門診,0~2,台北市,10,7902,63000
2022,03,門診,0~2,高雄市,9,10412,64000
2022,03,門診,0~2,新北市,14,15624,65000
2022,03,門診,0~2,台中市,13,15317,66000
2022,03,門診,0~2,台南市,4,7033,67000
2022,03,門診,0~2,桃園市,4,8534,68000
2022,03,門診,13~15,連江縣,0,21,09007
2022,03,門診,13~15,金門縣,0,222,09020
2022,03,門診,13~15,宜蘭縣,0,693,10002
2022,03,門診,13~15,新竹縣,0,1336,10004
2022,03,門診,13~15,苗栗縣,0,894,10005
2022,03,門診,13~15,彰化縣,0,3033,10007
2022,03,門診,13~15,南投縣,0,1025,10008
2022,03,門診,13~15,雲林縣,1,1355,10009
2022,03,門診,13~15,嘉義縣,0,672,10010
2022,03,門診,13~15,屏東縣,0,1550,10013
2022,03,門診,13~15,台東縣,0,366,10014
2022,03,門診,13~15,花蓮縣,0,610,10015
2022,03,門診,13~15,澎湖縣,0,254,10016
2022,03,門診,13~15,基隆市,0,595,10017
2022,03,門診,13~15,新竹市,0,1547,10018
2022,03,門診,13~15,嘉義市,0,1064,10020
2022,03,門診,13~15,台北市,3,6157,63000
2022,03,門診,13~15,高雄市,1,6084,64000
2022,03,門診,13~15,新北市,2,9241,65000
2022,03,門診,13~15,台中市,1,6911,66000
2022,03,門診,13~15,台南市,1,4144,67000
2022,03,門診,13~15,桃園市,0,4175,68000
2022,03,門診,16~18,連江縣,0,9,09007
2022,03,門診,16~18,金門縣,0,239,09020
2022,03,門診,16~18,宜蘭縣,0,835,10002
2022,03,門診,16~18,新竹縣,0,1217,10004
2022,03,門診,16~18,苗栗縣,0,1170,10005
2022,03,門診,16~18,彰化縣,0,3198,10007
2022,03,門診,16~18,南投縣,0,1081,10008
2022,03,門診,16~18,雲林縣,0,1559,10009
2022,03,門診,16~18,嘉義縣,0,692,10010
2022,03,門診,16~18,屏東縣,1,1652,10013
2022,03,門診,16~18,台東縣,0,362,10014
2022,03,門診,16~18,花蓮縣,0,644,10015
2022,03,門診,16~18,澎湖縣,0,294,10016
2022,03,門診,16~18,基隆市,0,673,10017
2022,03,門診,16~18,新竹市,0,1399,10018
2022,03,門診,16~18,嘉義市,0,1170,10020
2022,03,門診,16~18,台北市,0,5974,63000
2022,03,門診,16~18,高雄市,2,6388,64000
2022,03,門診,16~18,新北市,1,9241,65000
2022,03,門診,16~18,台中市,0,7016,66000
2022,03,門診,16~18,台南市,3,3809,67000
2022,03,門診,16~18,桃園市,0,4161,68000
2022,03,門診,19~24,連江縣,0,46,09007
2022,03,門診,19~24,金門縣,0,567,09020
2022,03,門診,19~24,宜蘭縣,2,2088,10002
2022,03,門診,19~24,新竹縣,0,2870,10004
2022,03,門診,19~24,苗栗縣,1,2397,10005
2022,03,門診,19~24,彰化縣,1,7700,10007
2022,03,門診,19~24,南投縣,0,2424,10008
2022,03,門診,19~24,雲林縣,1,4250,10009
2022,03,門診,19~24,嘉義縣,2,1991,10010
2022,03,門診,19~24,屏東縣,0,4325,10013
2022,03,門診,19~24,台東縣,0,981,10014
2022,03,門診,19~24,花蓮縣,0,2113,10015
2022,03,門診,19~24,澎湖縣,0,823,10016
2022,03,門診,19~24,基隆市,0,1845,10017
2022,03,門診,19~24,新竹市,0,3903,10018
2022,03,門診,19~24,嘉義市,0,3181,10020
2022,03,門診,19~24,台北市,1,20445,63000
2022,03,門診,19~24,高雄市,6,20416,64000
2022,03,門診,19~24,新北市,1,25240,65000
2022,03,門診,19~24,台中市,7,25578,66000
2022,03,門診,19~24,台南市,4,12344,67000
2022,03,門診,19~24,桃園市,0,11864,68000
2022,03,門診,25~64,連江縣,0,755,09007
2022,03,門診,25~64,金門縣,0,7676,09020
2022,03,門診,25~64,宜蘭縣,4,32539,10002
2022,03,門診,25~64,新竹縣,2,43350,10004
2022,03,門診,25~64,苗栗縣,0,38686,10005
2022,03,門診,25~64,彰化縣,3,111140,10007
2022,03,門診,25~64,南投縣,1,40363,10008
2022,03,門診,25~64,雲林縣,3,54902,10009
2022,03,門診,25~64,嘉義縣,8,26658,10010
2022,03,門診,25~64,屏東縣,5,66369,10013
2022,03,門診,25~64,台東縣,0,17696,10014
2022,03,門診,25~64,花蓮縣,0,29251,10015
2022,03,門診,25~64,澎湖縣,0,12434,10016
2022,03,門診,25~64,基隆市,0,26456,10017
2022,03,門診,25~64,新竹市,0,52514,10018
2022,03,門診,25~64,嘉義市,1,42001,10020
2022,03,門診,25~64,台北市,9,294717,63000
2022,03,門診,25~64,高雄市,10,277723,64000
2022,03,門診,25~64,新北市,10,335105,65000
2022,03,門診,25~64,台中市,19,308542,66000
2022,03,門診,25~64,台南市,15,173292,67000
2022,03,門診,25~64,桃園市,0,165167,68000
2022,03,門診,3~6,連江縣,0,48,09007
2022,03,門診,3~6,金門縣,0,661,09020
2022,03,門診,3~6,宜蘭縣,5,4386,10002
2022,03,門診,3~6,新竹縣,6,6379,10004
2022,03,門診,3~6,苗栗縣,7,5748,10005
2022,03,門診,3~6,彰化縣,13,16513,10007
2022,03,門診,3~6,南投縣,4,6204,10008
2022,03,門診,3~6,雲林縣,0,8519,10009
2022,03,門診,3~6,嘉義縣,3,3199,10010
2022,03,門診,3~6,屏東縣,2,7418,10013
2022,03,門診,3~6,台東縣,4,1810,10014
2022,03,門診,3~6,花蓮縣,3,3286,10015
2022,03,門診,3~6,澎湖縣,3,939,10016
2022,03,門診,3~6,基隆市,0,2865,10017
2022,03,門診,3~6,新竹市,5,6281,10018
2022,03,門診,3~6,嘉義市,4,4631,10020
2022,03,門診,3~6,台北市,5,20907,63000
2022,03,門診,3~6,高雄市,16,28864,64000
2022,03,門診,3~6,新北市,17,44793,65000
2022,03,門診,3~6,台中市,18,44567,66000
2022,03,門診,3~6,台南市,7,17316,67000
2022,03,門診,3~6,桃園市,13,23306,68000
2022,03,門診,65+,連江縣,0,331,09007
2022,03,門診,65+,金門縣,0,4751,09020
2022,03,門診,65+,宜蘭縣,1,25652,10002
2022,03,門診,65+,新竹縣,1,19105,10004
2022,03,門診,65+,苗栗縣,0,26419,10005
2022,03,門診,65+,彰化縣,0,72890,10007
2022,03,門診,65+,南投縣,0,32571,10008
2022,03,門診,65+,雲林縣,0,42492,10009
2022,03,門診,65+,嘉義縣,0,24200,10010
2022,03,門診,65+,屏東縣,0,55339,10013
2022,03,門診,65+,台東縣,0,13614,10014
2022,03,門診,65+,花蓮縣,0,22290,10015
2022,03,門診,65+,澎湖縣,0,9453,10016
2022,03,門診,65+,基隆市,0,16717,10017
2022,03,門診,65+,新竹市,1,22634,10018
2022,03,門診,65+,嘉義市,1,26774,10020
2022,03,門診,65+,台北市,2,203662,63000
